coverage,stride,top1,n
10,1,0.1480392156862745,1020
10,2,0.1568627450980392,1020
10,4,0.142156862745098,1020
10,8,0.1196078431372549,1020
10,16,0.1,1020
25,1,0.2392156862745098,1020
25,2,0.2323529411764706,1020
25,4,0.2078431372549019,1020
25,8,0.1862745098039215,1020
25,16,0.1411764705882353,1020
50,1,0.3068627450980392,1020
50,2,0.292156862745098,1020
50,4,0.2745098039215686,1020
50,8,0.2392156862745098,1020
50,16,0.2049019607843137,1020
75,1,0.35,1020
75,2,0.3480392156862745,1020
75,4,0.3245098039215686,1020
75,8,0.2686274509803921,1020
75,16,0.2294117647058823,1020
100,1,0.3715686274509804,1020
100,2,0.3588235294117647,1020
100,4,0.346078431372549,1020
100,8,0.2852941176470588,1020
100,16,0.238235294117647,1020
