video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
p1VKQa4N-hg,0,300,16,16,10,1,cov10_s1,True,0.9743168354034424,mc3_18,kinetics400
9eTXpQq9QTA,0,300,16,16,10,1,cov10_s1,False,0.12159616500139236,mc3_18,kinetics400
YgzCJmncmUA,0,300,16,16,10,1,cov10_s1,True,0.8770221471786499,mc3_18,kinetics400
CBL6uetTPHg,0,300,16,16,10,1,cov10_s1,False,0.547835111618042,mc3_18,kinetics400
eHkBHH59-Js,0,300,16,16,10,1,cov10_s1,True,0.7753570675849915,mc3_18,kinetics400
VHJGX13S_UY,0,300,16,16,10,1,cov10_s1,False,0.1736893504858017,mc3_18,kinetics400
gGGlthnIB-4,0,300,16,16,10,1,cov10_s1,False,0.9814676642417908,mc3_18,kinetics400
Zv09PB3YQAs,0,300,16,16,10,1,cov10_s1,True,0.6242711544036865,mc3_18,kinetics400
lOpJLO8weZw,0,300,16,16,10,1,cov10_s1,False,0.7201084494590759,mc3_18,kinetics400
xjhF2VEkh0E,0,300,16,16,10,1,cov10_s1,True,0.8922985792160034,mc3_18,kinetics400
3caPS4FHFF8,0,300,16,16,10,1,cov10_s1,False,0.7692421078681946,mc3_18,kinetics400
CQzUU7-cVck,0,300,16,16,10,1,cov10_s1,False,0.5334205031394958,mc3_18,kinetics400
9EnSwbXxu5g,0,302,16,16,10,1,cov10_s1,False,0.28771260380744934,mc3_18,kinetics400
G9zN5TTuGO4,0,300,16,16,10,1,cov10_s1,True,0.8999404907226562,mc3_18,kinetics400
Ww61iwaFGrM,0,300,16,16,10,1,cov10_s1,True,0.9940251708030701,mc3_18,kinetics400
O179fpfn1G4,0,300,16,16,10,1,cov10_s1,True,0.4922202229499817,mc3_18,kinetics400
yq_M1PMw2hY,0,300,16,16,10,1,cov10_s1,True,0.6954655647277832,mc3_18,kinetics400
qqJisE6m6XI,0,300,16,16,10,1,cov10_s1,True,0.9182949662208557,mc3_18,kinetics400
rseBvhN6dio,0,300,16,16,10,1,cov10_s1,False,0.7841022610664368,mc3_18,kinetics400
y3-3i88mNPc,0,282,16,16,10,1,cov10_s1,True,0.9453147649765015,mc3_18,kinetics400
2cPLjY5AWXU,1,300,16,16,10,1,cov10_s1,False,0.12808182835578918,mc3_18,kinetics400
XLkuBgAq6Bc,1,300,16,16,10,1,cov10_s1,False,0.8654464483261108,mc3_18,kinetics400
oJmjFdkJDSg,1,299,16,16,10,1,cov10_s1,True,0.6497699618339539,mc3_18,kinetics400
CSz0mcaxur4,1,236,16,16,10,1,cov10_s1,False,0.5309541821479797,mc3_18,kinetics400
sHOUanBw4cE,1,193,16,16,10,1,cov10_s1,True,0.9957483410835266,mc3_18,kinetics400
6Tnsmk9C2rg,1,300,16,16,10,1,cov10_s1,True,0.8596271276473999,mc3_18,kinetics400
xVam2K4WJ54,1,300,16,16,10,1,cov10_s1,True,0.9995324611663818,mc3_18,kinetics400
ZHubd5uJjQ4,1,261,16,16,10,1,cov10_s1,False,0.30162665247917175,mc3_18,kinetics400
DcwyDVypfYg,1,299,16,16,10,1,cov10_s1,False,0.1184723973274231,mc3_18,kinetics400
GUO-poN9EdQ,1,300,16,16,10,1,cov10_s1,False,0.3936651647090912,mc3_18,kinetics400
cs4UM8n4-Jc,1,279,16,16,10,1,cov10_s1,False,0.7838630676269531,mc3_18,kinetics400
--nQbRBEz2s,1,300,16,16,10,1,cov10_s1,True,0.4546644389629364,mc3_18,kinetics400
iCT8VHCVRSc,1,300,16,16,10,1,cov10_s1,False,0.5813255906105042,mc3_18,kinetics400
InSYAA9cJOs,1,300,16,16,10,1,cov10_s1,True,0.9363144636154175,mc3_18,kinetics400
HoeC_GSXIqg,1,300,16,16,10,1,cov10_s1,False,0.3071725368499756,mc3_18,kinetics400
pb803SLNzDU,1,300,16,16,10,1,cov10_s1,False,0.11654185503721237,mc3_18,kinetics400
pj1OiSpSFI0,1,246,16,16,10,1,cov10_s1,True,0.5478108525276184,mc3_18,kinetics400
WOCjeK86EVU,1,300,16,16,10,1,cov10_s1,True,0.8654842376708984,mc3_18,kinetics400
3K0Sw7rbzPU,1,300,16,16,10,1,cov10_s1,True,0.478215754032135,mc3_18,kinetics400
wO9odHj7Ukw,1,300,16,16,10,1,cov10_s1,False,0.3623789846897125,mc3_18,kinetics400
NqE4FpM7Ypk,2,300,16,16,10,1,cov10_s1,False,0.1214154064655304,mc3_18,kinetics400
wvQ3DHI8wiQ,2,300,16,16,10,1,cov10_s1,False,0.377189964056015,mc3_18,kinetics400
u-xLgXHScxs,2,300,16,16,10,1,cov10_s1,False,0.24185019731521606,mc3_18,kinetics400
SLJBlFHPinU,2,300,16,16,10,1,cov10_s1,True,0.19645079970359802,mc3_18,kinetics400
UPujViBOznY,2,300,16,16,10,1,cov10_s1,False,0.8241004943847656,mc3_18,kinetics400
EO15LGshDfQ,2,300,16,16,10,1,cov10_s1,False,0.3089200258255005,mc3_18,kinetics400
EPtO8MgegKM,2,300,16,16,10,1,cov10_s1,False,0.5305831432342529,mc3_18,kinetics400
Qbo_tnzfjOY,2,300,16,16,10,1,cov10_s1,False,0.2280346304178238,mc3_18,kinetics400
lsUHYUUtqn0,2,300,16,16,10,1,cov10_s1,False,0.08451574295759201,mc3_18,kinetics400
1438aE9LMgY,2,215,16,16,10,1,cov10_s1,False,0.2934049069881439,mc3_18,kinetics400
wTdO7pISUgs,2,300,16,16,10,1,cov10_s1,False,0.7592283487319946,mc3_18,kinetics400
0htNc0u9TDk,2,251,16,16,10,1,cov10_s1,False,0.3702196478843689,mc3_18,kinetics400
ksSkRXtJmWg,2,300,16,16,10,1,cov10_s1,False,0.14116010069847107,mc3_18,kinetics400
-emx5qjikEc,2,300,16,16,10,1,cov10_s1,False,0.7975937128067017,mc3_18,kinetics400
tAnRE_25CsE,2,300,16,16,10,1,cov10_s1,False,0.2064521461725235,mc3_18,kinetics400
njoCaIgSf7Q,2,300,16,16,10,1,cov10_s1,False,0.7774245142936707,mc3_18,kinetics400
c6n1_Br_Gi0,2,300,16,16,10,1,cov10_s1,False,0.2371227741241455,mc3_18,kinetics400
AZXoKz-EcL4,2,300,16,16,10,1,cov10_s1,False,0.48066291213035583,mc3_18,kinetics400
79HQBfG8wMQ,2,300,16,16,10,1,cov10_s1,False,0.1347489058971405,mc3_18,kinetics400
XAoAcyy2Psc,2,300,16,16,10,1,cov10_s1,False,0.08851372450590134,mc3_18,kinetics400
jgBAA2mKCIM,3,300,16,16,10,1,cov10_s1,False,0.25237640738487244,mc3_18,kinetics400
8xGUrnwsQJw,3,300,16,16,10,1,cov10_s1,False,0.12536020576953888,mc3_18,kinetics400
5uVHxPCk7d4,3,300,16,16,10,1,cov10_s1,False,0.12536020576953888,mc3_18,kinetics400
svVhMowxtT0,3,300,16,16,10,1,cov10_s1,True,0.9954354166984558,mc3_18,kinetics400
CpeXj_A8YKY,3,300,16,16,10,1,cov10_s1,False,0.885392963886261,mc3_18,kinetics400
ohCzKMVmdEE,3,300,16,16,10,1,cov10_s1,False,0.8936926126480103,mc3_18,kinetics400
8iWfa8K6q9k,3,300,16,16,10,1,cov10_s1,False,0.9995744824409485,mc3_18,kinetics400
xpXwB-VsEs4,3,300,16,16,10,1,cov10_s1,False,0.12187928706407547,mc3_18,kinetics400
YVx4Ct36FwQ,3,300,16,16,10,1,cov10_s1,True,0.8807200193405151,mc3_18,kinetics400
-PgjjBi_gqM,3,300,16,16,10,1,cov10_s1,False,0.22549818456172943,mc3_18,kinetics400
0CLLZNQN9aI,3,300,16,16,10,1,cov10_s1,False,0.7804819941520691,mc3_18,kinetics400
1tZdoKrBtM0,3,300,16,16,10,1,cov10_s1,False,0.5658624768257141,mc3_18,kinetics400
q9tSvBgtRo4,3,300,16,16,10,1,cov10_s1,False,0.28339657187461853,mc3_18,kinetics400
ieIq7ym_UXQ,3,272,16,16,10,1,cov10_s1,True,0.9278335571289062,mc3_18,kinetics400
nU8SAk0OogA,3,300,16,16,10,1,cov10_s1,False,0.4968370199203491,mc3_18,kinetics400
j_OsTAVXTWQ,3,300,16,16,10,1,cov10_s1,True,0.41362667083740234,mc3_18,kinetics400
k_jAwU5eWI8,3,300,16,16,10,1,cov10_s1,False,0.4045720100402832,mc3_18,kinetics400
QqlTEhzK_Gw,3,300,16,16,10,1,cov10_s1,False,0.3619384467601776,mc3_18,kinetics400
jJZQ9oDX2uw,3,300,16,16,10,1,cov10_s1,False,0.46474194526672363,mc3_18,kinetics400
