coverage,stride,top1,n
10,1,0.1098039215686274,1020
10,2,0.1088235294117647,1020
10,4,0.0931372549019607,1020
10,8,0.0794117647058823,1020
10,16,0.0735294117647058,1020
25,1,0.1901960784313725,1020
25,2,0.1784313725490196,1020
25,4,0.1715686274509804,1020
25,8,0.1441176470588235,1020
25,16,0.1166666666666666,1020
50,1,0.2627450980392157,1020
50,2,0.2558823529411764,1020
50,4,0.2254901960784313,1020
50,8,0.1970588235294117,1020
50,16,0.1598039215686274,1020
75,1,0.3058823529411765,1020
75,2,0.3049019607843137,1020
75,4,0.2833333333333333,1020
75,8,0.2431372549019607,1020
75,16,0.192156862745098,1020
100,1,0.342156862745098,1020
100,2,0.342156862745098,1020
100,4,0.3117647058823529,1020
100,8,0.2784313725490196,1020
100,16,0.2,1020
