config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.37120869171570847,4418,7.999773653236759,videomamba,autsl,covstride,8
cov100_s16,0.3266183793571752,4418,4.149388863739248,videomamba,autsl,covstride,8
cov100_s2,0.3709823449524672,4418,7.999094612947035,videomamba,autsl,covstride,8
cov100_s4,0.3773200543232232,4418,7.9972838388411045,videomamba,autsl,covstride,8
cov100_s8,0.37324581258488004,4418,7.394748755092802,videomamba,autsl,covstride,8
cov10_s1,0.012675418741511997,4418,5.884563150746945,videomamba,autsl,covstride,8
cov10_s16,0.010185604345857854,4418,1.0,videomamba,autsl,covstride,8
cov10_s2,0.011317338162064282,4418,3.1475780896333183,videomamba,autsl,covstride,8
cov10_s4,0.011770031688546853,4418,1.8888637392485288,videomamba,autsl,covstride,8
cov10_s8,0.01041195110909914,4418,1.0167496604798552,videomamba,autsl,covstride,8
cov25_s1,0.0631507469443187,4418,7.9972838388411045,videomamba,autsl,covstride,8
cov25_s16,0.031914893617021274,4418,1.2304210049796287,videomamba,autsl,covstride,8
cov25_s2,0.058397464916251696,4418,7.247623358985966,videomamba,autsl,covstride,8
cov25_s4,0.048664554096876415,4418,4.033952014486193,videomamba,autsl,covstride,8
cov25_s8,0.04436396559529199,4418,2.231326392032594,videomamba,autsl,covstride,8
cov50_s1,0.26731552738795833,4418,7.999094612947035,videomamba,autsl,covstride,8
cov50_s16,0.17270258035310096,4418,2.2602987777274786,videomamba,autsl,covstride,8
cov50_s2,0.25758261656858306,4418,7.9972838388411045,videomamba,autsl,covstride,8
cov50_s4,0.24717066545948393,4418,7.322996831145314,videomamba,autsl,covstride,8
cov50_s8,0.21661385242191036,4418,4.086464463558171,videomamba,autsl,covstride,8
cov75_s1,0.37483023992756903,4418,7.999320959710277,videomamba,autsl,covstride,8
cov75_s16,0.2947034857401539,4418,3.2206880941602534,videomamba,autsl,covstride,8
cov75_s2,0.37143503847894976,4418,7.998868266183794,videomamba,autsl,covstride,8
cov75_s4,0.36532367587143505,4418,7.9798551380715255,videomamba,autsl,covstride,8
cov75_s8,0.3535536441828882,4418,5.949977365323676,videomamba,autsl,covstride,8
