coverage,stride,top1,n,model,dataset
10,1,0.47767857142857145,448,r2plus1d_18,driveact
10,2,0.45089285714285715,448,r2plus1d_18,driveact
10,4,0.44642857142857145,448,r2plus1d_18,driveact
10,8,0.43526785714285715,448,r2plus1d_18,driveact
10,16,0.43526785714285715,448,r2plus1d_18,driveact
25,1,0.6049107142857143,448,r2plus1d_18,driveact
25,2,0.5736607142857143,448,r2plus1d_18,driveact
25,4,0.5,448,r2plus1d_18,driveact
25,8,0.4799107142857143,448,r2plus1d_18,driveact
25,16,0.43526785714285715,448,r2plus1d_18,driveact
50,1,0.7120535714285714,448,r2plus1d_18,driveact
50,2,0.640625,448,r2plus1d_18,driveact
50,4,0.5825892857142857,448,r2plus1d_18,driveact
50,8,0.5200892857142857,448,r2plus1d_18,driveact
50,16,0.48214285714285715,448,r2plus1d_18,driveact
75,1,0.7633928571428571,448,r2plus1d_18,driveact
75,2,0.7633928571428571,448,r2plus1d_18,driveact
75,4,0.6808035714285714,448,r2plus1d_18,driveact
75,8,0.5803571428571429,448,r2plus1d_18,driveact
75,16,0.5290178571428571,448,r2plus1d_18,driveact
100,1,0.7901785714285714,448,r2plus1d_18,driveact
100,2,0.7901785714285714,448,r2plus1d_18,driveact
100,4,0.7321428571428571,448,r2plus1d_18,driveact
100,8,0.609375,448,r2plus1d_18,driveact
100,16,0.5446428571428571,448,r2plus1d_18,driveact
