coverage,stride,top1,n,model,dataset
10,1,0.07128712871287128,2020,slowfast_r50,ucf101
10,2,0.08217821782178218,2020,slowfast_r50,ucf101
10,4,0.0806930693069307,2020,slowfast_r50,ucf101
10,8,0.061386138613861385,2020,slowfast_r50,ucf101
10,16,0.04405940594059406,2020,slowfast_r50,ucf101
25,1,0.09207920792079208,2020,slowfast_r50,ucf101
25,2,0.09851485148514852,2020,slowfast_r50,ucf101
25,4,0.100990099009901,2020,slowfast_r50,ucf101
25,8,0.09207920792079208,2020,slowfast_r50,ucf101
25,16,0.06534653465346535,2020,slowfast_r50,ucf101
50,1,0.1297029702970297,2020,slowfast_r50,ucf101
50,2,0.1297029702970297,2020,slowfast_r50,ucf101
50,4,0.13366336633663367,2020,slowfast_r50,ucf101
50,8,0.11831683168316831,2020,slowfast_r50,ucf101
50,16,0.09455445544554456,2020,slowfast_r50,ucf101
75,1,0.15,2020,slowfast_r50,ucf101
75,2,0.14653465346534653,2020,slowfast_r50,ucf101
75,4,0.15594059405940594,2020,slowfast_r50,ucf101
75,8,0.15099009900990099,2020,slowfast_r50,ucf101
75,16,0.11633663366336634,2020,slowfast_r50,ucf101
100,1,0.15742574257425743,2020,slowfast_r50,ucf101
100,2,0.15792079207920792,2020,slowfast_r50,ucf101
100,4,0.15495049504950495,2020,slowfast_r50,ucf101
100,8,0.15643564356435644,2020,slowfast_r50,ucf101
100,16,0.1292079207920792,2020,slowfast_r50,ucf101
