coverage,stride,top1,n,model,dataset
10,1,0.751980198019802,2020,mc3_18,ucf101
10,2,0.7346534653465346,2020,mc3_18,ucf101
10,4,0.7128712871287128,2020,mc3_18,ucf101
10,8,0.6787128712871288,2020,mc3_18,ucf101
10,16,0.6504950495049505,2020,mc3_18,ucf101
25,1,0.8044554455445545,2020,mc3_18,ucf101
25,2,0.801980198019802,2020,mc3_18,ucf101
25,4,0.7910891089108911,2020,mc3_18,ucf101
25,8,0.7579207920792079,2020,mc3_18,ucf101
25,16,0.7034653465346534,2020,mc3_18,ucf101
50,1,0.8366336633663366,2020,mc3_18,ucf101
50,2,0.8361386138613861,2020,mc3_18,ucf101
50,4,0.8311881188118811,2020,mc3_18,ucf101
50,8,0.8212871287128712,2020,mc3_18,ucf101
50,16,0.7727722772277228,2020,mc3_18,ucf101
75,1,0.851980198019802,2020,mc3_18,ucf101
75,2,0.8534653465346534,2020,mc3_18,ucf101
75,4,0.8524752475247525,2020,mc3_18,ucf101
75,8,0.8391089108910891,2020,mc3_18,ucf101
75,16,0.806930693069307,2020,mc3_18,ucf101
100,1,0.8539603960396039,2020,mc3_18,ucf101
100,2,0.852970297029703,2020,mc3_18,ucf101
100,4,0.8534653465346534,2020,mc3_18,ucf101
100,8,0.8514851485148515,2020,mc3_18,ucf101
100,16,0.8252475247524752,2020,mc3_18,ucf101
