coverage,stride,top1,n
10,1,0.0097329108193752,4418
10,2,0.0086011770031688,4418
10,4,0.0070167496604798,4418
10,8,0.0065640561339972,4418
10,16,0.0065640561339972,4418
25,1,0.0964237211407876,4418
25,2,0.0556813037573562,4418
25,4,0.0334993209597102,4418
25,8,0.0205975554549569,4418
25,16,0.0151652331371661,4418
50,1,0.5626980534178361,4418
50,2,0.4214576731552739,4418
50,4,0.2539610683567225,4418
50,8,0.1371661385242191,4418
50,16,0.0855590765052059,4418
75,1,0.740153915799004,4418
75,2,0.6813037573562698,4418
75,4,0.485740153915799,4418
75,8,0.2419646899049343,4418
75,16,0.1584427342688999,4418
100,1,0.7397012222725216,4418
100,2,0.7152557718424627,4418
100,4,0.5124490719782707,4418
100,8,0.2150294250792213,4418
100,16,0.0789950203712086,4418
