config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.792440018107741,4418,31.988682661837935,slowfast_r50,autsl,covstride,32
cov100_s16,0.2288365776369398,4418,4.149388863739248,slowfast_r50,autsl,covstride,32
cov100_s2,0.7614305115436849,4418,28.60751471253961,slowfast_r50,autsl,covstride,32
cov100_s4,0.4732910819375283,4418,15.171344499773653,slowfast_r50,autsl,covstride,32
cov100_s8,0.4180624717066546,4418,7.836803983703033,slowfast_r50,autsl,covstride,32
cov10_s1,0.011543684925305569,4418,5.905387052965143,slowfast_r50,autsl,covstride,32
cov10_s16,0.0074694431869624265,4418,1.0,slowfast_r50,autsl,covstride,32
cov10_s2,0.009506564056133997,4418,3.1475780896333183,slowfast_r50,autsl,covstride,32
cov10_s4,0.008601177003168854,4418,1.8888637392485288,slowfast_r50,autsl,covstride,32
cov10_s8,0.0074694431869624265,4418,1.0167496604798552,slowfast_r50,autsl,covstride,32
cov25_s1,0.033046627433227706,4418,14.805341783612494,slowfast_r50,autsl,covstride,32
cov25_s16,0.014712539610683566,4418,1.2304210049796287,slowfast_r50,autsl,covstride,32
cov25_s2,0.033499320959710276,4418,7.589406971480308,slowfast_r50,autsl,covstride,32
cov25_s4,0.02444545043005885,4418,4.033952014486193,slowfast_r50,autsl,covstride,32
cov25_s8,0.01810774105930285,4418,2.231326392032594,slowfast_r50,autsl,covstride,32
cov50_s1,0.368492530556813,4418,28.448392937980987,slowfast_r50,autsl,covstride,32
cov50_s16,0.08420099592575826,4418,2.2602987777274786,slowfast_r50,autsl,covstride,32
cov50_s2,0.26595744680851063,4418,14.923042100497963,slowfast_r50,autsl,covstride,32
cov50_s4,0.22453598913535536,4418,7.707107288365776,slowfast_r50,autsl,covstride,32
cov50_s8,0.1416930737890448,4418,4.086464463558171,slowfast_r50,autsl,covstride,32
cov75_s1,0.7258940697148031,4418,31.840878225441376,slowfast_r50,autsl,covstride,32
cov75_s16,0.1593481213218651,4418,3.2206880941602534,slowfast_r50,autsl,covstride,32
cov75_s2,0.6545948392937981,4418,22.3415572657311,slowfast_r50,autsl,covstride,32
cov75_s4,0.43798098687188775,4418,11.4402444545043,slowfast_r50,autsl,covstride,32
cov75_s8,0.3628338614757809,4418,5.96650067904029,slowfast_r50,autsl,covstride,32
