model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
videomamba,hmdb51,0.1,0.6949152542372882,4.0,1.0,0.0,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.0,-0.003389830508474523
videomamba,hmdb51,0.15,0.6949152542372882,4.081355932203389,0.9932203389830508,0.006779661016949157,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.0,-0.003389830508474523
videomamba,hmdb51,0.2,0.6926553672316385,4.216949152542373,0.9819209039548022,0.01807909604519775,0.7254237288135593,0.6949152542372882,0.6983050847457627,-0.002259887005649719,-0.005649717514124242
videomamba,hmdb51,0.25,0.6937853107344633,4.488135593220339,0.9593220338983051,0.04067796610169494,0.7254237288135593,0.6949152542372882,0.6983050847457627,-0.001129943502824915,-0.004519774011299438
videomamba,hmdb51,0.3,0.6971751412429379,4.854237288135593,0.9288135593220339,0.07118644067796609,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.002259887005649719,-0.001129943502824804
videomamba,hmdb51,0.35,0.6926553672316385,5.315254237288135,0.8903954802259887,0.10960451977401131,0.7254237288135593,0.6949152542372882,0.6983050847457627,-0.002259887005649719,-0.005649717514124242
videomamba,hmdb51,0.4,0.6937853107344633,5.7898305084745765,0.8508474576271187,0.14915254237288134,0.7254237288135593,0.6949152542372882,0.6983050847457627,-0.001129943502824915,-0.004519774011299438
videomamba,hmdb51,0.45,0.696045197740113,6.250847457627119,0.8124293785310734,0.18757062146892656,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.001129943502824804,-0.002259887005649719
videomamba,hmdb51,0.5,0.6983050847457627,6.752542372881356,0.7706214689265537,0.2293785310734463,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.003389830508474523,0.0
videomamba,hmdb51,0.55,0.6949152542372882,7.349152542372881,0.7209039548022599,0.2790960451977401,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.0,-0.003389830508474523
videomamba,hmdb51,0.6,0.6949152542372882,7.728813559322034,0.6892655367231638,0.3107344632768362,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.0,-0.003389830508474523
videomamba,hmdb51,0.65,0.6983050847457627,8.216949152542373,0.6485875706214689,0.3514124293785311,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.003389830508474523,0.0
videomamba,hmdb51,0.7,0.6994350282485876,8.691525423728814,0.6090395480225989,0.39096045197740115,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.004519774011299438,0.001129943502824915
videomamba,hmdb51,0.75,0.6983050847457627,9.179661016949153,0.5683615819209039,0.4316384180790961,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.003389830508474523,0.0
videomamba,hmdb51,0.8,0.6983050847457627,9.830508474576272,0.5141242937853108,0.48587570621468923,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.003389830508474523,0.0
videomamba,hmdb51,0.85,0.6983050847457627,10.31864406779661,0.47344632768361583,0.5265536723163842,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.003389830508474523,0.0
videomamba,hmdb51,0.9,0.6983050847457627,11.11864406779661,0.4067796610169492,0.5932203389830508,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.003389830508474523,0.0
videomamba,hmdb51,0.95,0.6983050847457627,12.55593220338983,0.28700564971751413,0.7129943502824858,0.7254237288135593,0.6949152542372882,0.6983050847457627,0.003389830508474523,0.0
