model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
slowfast_r50,diving48,0.1,0.41722745625841184,4.0,1.0,0.0,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.0,-0.08748317631224767
slowfast_r50,diving48,0.15,0.4199192462987887,4.0969044414535665,0.9919246298788694,0.008075370121130576,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.0026917900403768402,-0.08479138627187083
slowfast_r50,diving48,0.2,0.42126514131897713,4.209959623149395,0.9825033647375505,0.01749663526244949,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.004037685060565288,-0.08344549125168238
slowfast_r50,diving48,0.25,0.4226110363391655,4.419919246298789,0.9650067294751009,0.03499327052489909,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.0053835800807536804,-0.08209959623149399
slowfast_r50,diving48,0.3,0.43203230148048455,4.759084791386272,0.9367429340511441,0.06325706594885594,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.014804845222072704,-0.07267833109017496
slowfast_r50,diving48,0.35,0.4427994616419919,5.227456258411844,0.8977119784656796,0.10228802153432037,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.025572005383580065,-0.0619111709286676
slowfast_r50,diving48,0.4,0.4522207267833109,5.825033647375505,0.847913862718708,0.15208613728129206,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.034993270524899034,-0.052489905787348634
slowfast_r50,diving48,0.45,0.45625841184387617,6.261103633916554,0.8115746971736204,0.1884253028263796,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.03903095558546432,-0.048452220726783346
slowfast_r50,diving48,0.5,0.4549125168236878,6.971736204576043,0.7523553162853297,0.2476446837146703,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.03768506056527593,-0.04979811574697174
slowfast_r50,diving48,0.55,0.46567967698519513,7.730820995962315,0.6890982503364738,0.31090174966352624,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.04845222072678329,-0.03903095558546438
slowfast_r50,diving48,0.6,0.48048452220726784,8.570659488559892,0.6191117092866757,0.3808882907133243,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.063257065948856,-0.024226110363391673
slowfast_r50,diving48,0.65,0.48721399730820997,9.232839838492598,0.5639300134589502,0.4360699865410498,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.06998654104979812,-0.017496635262449545
slowfast_r50,diving48,0.7,0.4845222072678331,9.878869448183043,0.5100942126514132,0.4899057873485868,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.06729475100942128,-0.020188425302826385
slowfast_r50,diving48,0.75,0.49125168236877526,10.42799461641992,0.46433378196500674,0.5356662180349933,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.07402422611036341,-0.013458950201884257
slowfast_r50,diving48,0.8,0.49663526244952894,11.219380888290713,0.3983849259757739,0.6016150740242261,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.07940780619111709,-0.008075370121130576
slowfast_r50,diving48,0.85,0.5020188425302826,11.720053835800808,0.3566621803499327,0.6433378196500673,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.08479138627187077,-0.0026917900403768957
slowfast_r50,diving48,0.9,0.4979811574697174,12.559892328398385,0.28667563930013457,0.7133243606998654,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.08075370121130554,-0.006729475100942128
slowfast_r50,diving48,0.95,0.5074024226110363,13.561238223418574,0.2032301480484522,0.7967698519515478,0.5881561238223418,0.41722745625841184,0.5047106325706595,0.09017496635262445,0.0026917900403767847
