model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
r3d_18,diving48,0.1,0.24629878869448182,4.0,1.0,0.0,0.3243606998654105,0.24629878869448182,0.288021534320323,0.0,-0.04172274562584119
r3d_18,diving48,0.15,0.24629878869448182,4.032301480484522,0.9973082099596231,0.0026917900403768957,0.3243606998654105,0.24629878869448182,0.288021534320323,0.0,-0.04172274562584119
r3d_18,diving48,0.2,0.2489905787348587,4.14535666218035,0.9878869448183042,0.012113055181695809,0.3243606998654105,0.24629878869448182,0.288021534320323,0.002691790040376868,-0.03903095558546432
r3d_18,diving48,0.25,0.2503364737550471,4.339165545087483,0.971736204576043,0.02826379542395696,0.3243606998654105,0.24629878869448182,0.288021534320323,0.00403768506056526,-0.03768506056527593
r3d_18,diving48,0.3,0.25168236877523553,4.742934051144011,0.9380888290713324,0.0619111709286676,0.3243606998654105,0.24629878869448182,0.288021534320323,0.005383580080753708,-0.03633916554508748
r3d_18,diving48,0.35,0.2597577388963661,5.30820995962315,0.8909825033647375,0.1090174966352625,0.3243606998654105,0.24629878869448182,0.288021534320323,0.013458950201884284,-0.028263795423956906
r3d_18,diving48,0.4,0.26379542395693134,5.825033647375505,0.847913862718708,0.15208613728129206,0.3243606998654105,0.24629878869448182,0.288021534320323,0.017496635262449517,-0.024226110363391673
r3d_18,diving48,0.45,0.27052489905787347,6.713324360699866,0.7738896366083445,0.22611036339165547,0.3243606998654105,0.24629878869448182,0.288021534320323,0.024226110363391645,-0.017496635262449545
r3d_18,diving48,0.5,0.2759084791386272,7.262449528936743,0.7281292059219381,0.2718707940780619,0.3243606998654105,0.24629878869448182,0.288021534320323,0.02960969044414538,-0.012113055181695809
r3d_18,diving48,0.55,0.2732166890982503,7.763122476446837,0.6864064602960969,0.31359353970390313,0.3243606998654105,0.24629878869448182,0.288021534320323,0.026917900403768485,-0.014804845222072704
r3d_18,diving48,0.6,0.2759084791386272,8.441453566621803,0.629878869448183,0.37012113055181695,0.3243606998654105,0.24629878869448182,0.288021534320323,0.02960969044414538,-0.012113055181695809
r3d_18,diving48,0.65,0.27456258411843876,9.022880215343204,0.5814266487213997,0.4185733512786003,0.3243606998654105,0.24629878869448182,0.288021534320323,0.028263795423956933,-0.013458950201884257
r3d_18,diving48,0.7,0.27860026917900405,9.781965006729475,0.5181695827725438,0.48183041722745623,0.3243606998654105,0.24629878869448182,0.288021534320323,0.03230148048452222,-0.009421265141318969
r3d_18,diving48,0.75,0.2772543741588156,10.492597577388963,0.458950201884253,0.5410497981157469,0.3243606998654105,0.24629878869448182,0.288021534320323,0.030955585464333774,-0.010767160161507416
r3d_18,diving48,0.8,0.27860026917900405,11.122476446837148,0.4064602960969044,0.5935397039030956,0.3243606998654105,0.24629878869448182,0.288021534320323,0.03230148048452222,-0.009421265141318969
r3d_18,diving48,0.85,0.2839838492597577,11.76850605652759,0.35262449528936746,0.6473755047106325,0.3243606998654105,0.24629878869448182,0.288021534320323,0.0376850605652759,-0.004037685060565288
r3d_18,diving48,0.9,0.2853297442799462,12.301480484522207,0.3082099596231494,0.6917900403768507,0.3243606998654105,0.24629878869448182,0.288021534320323,0.03903095558546435,-0.0026917900403768402
r3d_18,diving48,0.95,0.28667563930013457,13.302826379542395,0.22476446837146702,0.775235531628533,0.3243606998654105,0.24629878869448182,0.288021534320323,0.04037685060565274,-0.0013458950201884479
