model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
slowfast_r50,finegym,0.1,0.26375,4.0825,0.993125,0.0068749999999999645,0.815,0.26,0.79875,0.0037499999999999756,-0.5349999999999999
slowfast_r50,finegym,0.15,0.285625,4.4575,0.961875,0.038124999999999964,0.815,0.26,0.79875,0.02562500000000001,-0.5131249999999999
slowfast_r50,finegym,0.2,0.32625,5.14,0.905,0.09499999999999997,0.815,0.26,0.79875,0.06624999999999998,-0.4725
slowfast_r50,finegym,0.25,0.365,5.8,0.85,0.15000000000000002,0.815,0.26,0.79875,0.10499999999999998,-0.43374999999999997
slowfast_r50,finegym,0.3,0.4125,6.655,0.77875,0.22124999999999995,0.815,0.26,0.79875,0.15249999999999997,-0.38625
slowfast_r50,finegym,0.35,0.451875,7.3675,0.719375,0.280625,0.815,0.26,0.79875,0.19187500000000002,-0.34687499999999993
slowfast_r50,finegym,0.4,0.49,8.0575,0.661875,0.338125,0.815,0.26,0.79875,0.22999999999999998,-0.30874999999999997
slowfast_r50,finegym,0.45,0.521875,8.71,0.6075,0.39249999999999996,0.815,0.26,0.79875,0.26187499999999997,-0.276875
slowfast_r50,finegym,0.5,0.55125,9.3325,0.555625,0.44437499999999996,0.815,0.26,0.79875,0.29125,-0.24749999999999994
slowfast_r50,finegym,0.55,0.579375,9.9925,0.500625,0.499375,0.815,0.26,0.79875,0.31937499999999996,-0.219375
slowfast_r50,finegym,0.6,0.608125,10.6075,0.449375,0.5506249999999999,0.815,0.26,0.79875,0.348125,-0.19062499999999993
slowfast_r50,finegym,0.65,0.631875,11.0725,0.410625,0.589375,0.815,0.26,0.79875,0.37187499999999996,-0.166875
slowfast_r50,finegym,0.7,0.660625,11.6275,0.364375,0.635625,0.815,0.26,0.79875,0.400625,-0.13812499999999994
slowfast_r50,finegym,0.75,0.684375,12.1075,0.324375,0.6756249999999999,0.815,0.26,0.79875,0.42437499999999995,-0.114375
slowfast_r50,finegym,0.8,0.70125,12.535,0.28875,0.7112499999999999,0.815,0.26,0.79875,0.44125000000000003,-0.09749999999999992
slowfast_r50,finegym,0.85,0.724375,13.0525,0.245625,0.754375,0.815,0.26,0.79875,0.464375,-0.07437499999999997
slowfast_r50,finegym,0.9,0.7475,13.645,0.19625,0.80375,0.815,0.26,0.79875,0.48750000000000004,-0.05124999999999991
slowfast_r50,finegym,0.95,0.77,14.3575,0.136875,0.863125,0.815,0.26,0.79875,0.51,-0.028749999999999942
