model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
timesformer,ucf101,0.1,0.9103960396039604,4.005940594059406,0.9995049504950495,0.0004950495049504955,0.9168316831683169,0.9108910891089109,0.9103960396039604,-0.0004950495049504955,0.0
timesformer,ucf101,0.15,0.9103960396039604,4.0534653465346535,0.9955445544554455,0.004455445544554459,0.9168316831683169,0.9108910891089109,0.9103960396039604,-0.0004950495049504955,0.0
timesformer,ucf101,0.2,0.9108910891089109,4.095049504950495,0.9920792079207921,0.007920792079207928,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
timesformer,ucf101,0.25,0.9094059405940594,4.178217821782178,0.9851485148514851,0.014851485148514865,0.9168316831683169,0.9108910891089109,0.9103960396039604,-0.0014851485148514865,-0.000990099009900991
timesformer,ucf101,0.3,0.9103960396039604,4.255445544554456,0.9787128712871287,0.021287128712871306,0.9168316831683169,0.9108910891089109,0.9103960396039604,-0.0004950495049504955,0.0
timesformer,ucf101,0.35,0.9108910891089109,4.3861386138613865,0.9678217821782178,0.03217821782178221,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
timesformer,ucf101,0.4,0.9108910891089109,4.481188118811882,0.9599009900990099,0.040099009900990135,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
timesformer,ucf101,0.45,0.9103960396039604,4.582178217821782,0.9514851485148514,0.04851485148514856,0.9168316831683169,0.9108910891089109,0.9103960396039604,-0.0004950495049504955,0.0
timesformer,ucf101,0.5,0.9123762376237624,4.7306930693069305,0.939108910891089,0.060891089108910945,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0014851485148514865,0.001980198019801982
timesformer,ucf101,0.55,0.9133663366336634,4.873267326732673,0.9272277227722773,0.07277227722772273,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0024752475247524774,0.002970297029702973
timesformer,ucf101,0.6,0.9123762376237624,4.998019801980198,0.9168316831683169,0.08316831683168313,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0014851485148514865,0.001980198019801982
timesformer,ucf101,0.65,0.9113861386138614,5.140594059405941,0.904950495049505,0.09504950495049502,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0004950495049504955,0.000990099009900991
timesformer,ucf101,0.7,0.9108910891089109,5.2772277227722775,0.8935643564356436,0.10643564356435642,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
timesformer,ucf101,0.75,0.9108910891089109,5.425742574257426,0.8811881188118812,0.1188118811881188,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
timesformer,ucf101,0.8,0.9108910891089109,5.586138613861386,0.8678217821782178,0.13217821782178218,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
timesformer,ucf101,0.85,0.9108910891089109,5.716831683168317,0.8569306930693069,0.14306930693069309,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
timesformer,ucf101,0.9,0.9108910891089109,6.013861386138614,0.8321782178217821,0.16782178217821786,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
timesformer,ucf101,0.95,0.9108910891089109,6.548514851485148,0.7876237623762377,0.21237623762376234,0.9168316831683169,0.9108910891089109,0.9103960396039604,0.0,0.0004950495049504955
