model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
videomae,autsl,0.1,0.7512449071978271,4.027161611588954,0.9977365323675872,0.002263467632412808,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.0006790402897238756,-0.04459031235853328
videomae,autsl,0.15,0.7541874151199638,4.127659574468085,0.9893617021276596,0.010638297872340385,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.003621548211860559,-0.041647804436396596
videomae,autsl,0.2,0.7582616568583069,4.35038478949751,0.9708012675418741,0.029198732458125876,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.007695789950203702,-0.03757356269805345
videomae,autsl,0.25,0.7627885921231327,4.649162516976007,0.9459031235853327,0.054096876414667316,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.012222725215029429,-0.03304662743322773
videomae,autsl,0.3,0.767768220914441,5.010411951109099,0.9157990040742418,0.08420099592575825,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.01720235400633774,-0.028066998641919416
videomae,autsl,0.35,0.7738795835219556,5.404255319148936,0.8829787234042553,0.11702127659574468,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.023313716613852398,-0.021955636034404757
videomae,autsl,0.4,0.7797645993662291,5.852421910366682,0.8456315074694432,0.15436849253055684,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.029198732458125876,-0.01607062019013128
videomae,autsl,0.45,0.7867813490267089,6.346763241285649,0.8044363965595291,0.19556360344047086,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.0362154821186057,-0.009053870529651453
videomae,autsl,0.5,0.792440018107741,6.876414667270258,0.7602987777274784,0.23970122227252155,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.04187415119963778,-0.0033952014486193782
videomae,autsl,0.55,0.7931190583974649,7.340878225441376,0.7215934812132186,0.27840651878678135,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.04255319148936165,-0.0027161611588955026
videomae,autsl,0.6,0.7947034857401539,7.767315527387958,0.6860570393843368,0.3139429606156632,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.044137618832050696,-0.0011317338162064594
videomae,autsl,0.65,0.7965142598460841,8.239927569035762,0.6466727025803531,0.35332729741964686,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.04594839293798092,0.0006790402897237646
videomae,autsl,0.7,0.7974196468990493,8.726120416478045,0.606156631960163,0.393843368039837,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.04685377999094609,0.0015844273426889321
videomae,autsl,0.75,0.7974196468990493,9.307378904481666,0.5577184246265279,0.4422815753734721,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.04685377999094609,0.0015844273426889321
videomae,autsl,0.8,0.797193300135808,9.913082842915346,0.5072430964237211,0.4927569035762789,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.046627433227704795,0.0013580805794476403
videomae,autsl,0.85,0.797193300135808,10.668175645088276,0.44431869624264375,0.5556813037573562,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.046627433227704795,0.0013580805794476403
videomae,autsl,0.9,0.796287913082843,11.730194658216387,0.35581711181530107,0.6441828881846989,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.04572204617473974,0.00045269352648258376
videomae,autsl,0.95,0.7958352195563604,13.555454956994115,0.2037120869171571,0.7962879130828429,0.8352195563603441,0.7505658669081032,0.7958352195563604,0.045269352648257155,0.0
