model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
r2plus1d_18,ucf101,0.1,0.8886138613861386,4.0,1.0,0.0,0.897029702970297,0.8886138613861386,0.8856435643564357,0.0,0.002970297029702973
r2plus1d_18,ucf101,0.15,0.8886138613861386,4.041584158415842,0.9965346534653465,0.0034653465346534684,0.897029702970297,0.8886138613861386,0.8856435643564357,0.0,0.002970297029702973
r2plus1d_18,ucf101,0.2,0.8896039603960396,4.124752475247525,0.9896039603960396,0.010396039603960405,0.897029702970297,0.8886138613861386,0.8856435643564357,0.000990099009900991,0.003960396039603964
r2plus1d_18,ucf101,0.25,0.8896039603960396,4.231683168316832,0.9806930693069307,0.019306930693069324,0.897029702970297,0.8886138613861386,0.8856435643564357,0.000990099009900991,0.003960396039603964
r2plus1d_18,ucf101,0.3,0.8900990099009901,4.350495049504951,0.9707920792079208,0.029207920792079234,0.897029702970297,0.8886138613861386,0.8856435643564357,0.0014851485148514865,0.004455445544554459
r2plus1d_18,ucf101,0.35,0.8896039603960396,4.4990099009900995,0.9584158415841584,0.04158415841584162,0.897029702970297,0.8886138613861386,0.8856435643564357,0.000990099009900991,0.003960396039603964
r2plus1d_18,ucf101,0.4,0.8900990099009901,4.594059405940594,0.9504950495049505,0.04950495049504955,0.897029702970297,0.8886138613861386,0.8856435643564357,0.0014851485148514865,0.004455445544554459
r2plus1d_18,ucf101,0.45,0.8900990099009901,4.689108910891089,0.9425742574257425,0.05742574257425748,0.897029702970297,0.8886138613861386,0.8856435643564357,0.0014851485148514865,0.004455445544554459
r2plus1d_18,ucf101,0.5,0.8881188118811881,4.9445544554455445,0.9212871287128713,0.07871287128712867,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.0004950495049504955,0.0024752475247524774
r2plus1d_18,ucf101,0.55,0.8871287128712871,5.110891089108911,0.9074257425742575,0.09257425742574255,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.0014851485148514865,0.0014851485148514865
r2plus1d_18,ucf101,0.6,0.8866336633663366,5.289108910891089,0.8925742574257426,0.10742574257425741,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.001980198019801982,0.000990099009900991
r2plus1d_18,ucf101,0.65,0.8866336633663366,5.47920792079208,0.8767326732673267,0.12326732673267327,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.001980198019801982,0.000990099009900991
r2plus1d_18,ucf101,0.7,0.8861386138613861,5.627722772277227,0.8643564356435643,0.13564356435643565,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.0024752475247524774,0.0004950495049504955
r2plus1d_18,ucf101,0.75,0.8861386138613861,5.782178217821782,0.8514851485148515,0.14851485148514854,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.0024752475247524774,0.0004950495049504955
r2plus1d_18,ucf101,0.8,0.8861386138613861,5.972277227722772,0.8356435643564356,0.1643564356435644,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.0024752475247524774,0.0004950495049504955
r2plus1d_18,ucf101,0.85,0.8861386138613861,6.227722772277228,0.8143564356435643,0.1856435643564357,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.0024752475247524774,0.0004950495049504955
r2plus1d_18,ucf101,0.9,0.8856435643564357,6.542574257425742,0.7881188118811882,0.21188118811881185,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.002970297029702973,0.0
r2plus1d_18,ucf101,0.95,0.8856435643564357,7.124752475247525,0.7396039603960396,0.2603960396039604,0.897029702970297,0.8886138613861386,0.8856435643564357,-0.002970297029702973,0.0
