model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
r2plus1d_18,finegym,0.1,0.488125,4.015,0.99875,0.0012499999999999734,0.81625,0.4875,0.784375,0.0006249999999999867,-0.29625000000000007
r2plus1d_18,finegym,0.15,0.49,4.0825,0.993125,0.0068749999999999645,0.81625,0.4875,0.784375,0.0025000000000000022,-0.29437500000000005
r2plus1d_18,finegym,0.2,0.499375,4.2775,0.976875,0.02312499999999995,0.81625,0.4875,0.784375,0.011875000000000024,-0.28500000000000003
r2plus1d_18,finegym,0.25,0.519375,4.6,0.95,0.050000000000000044,0.81625,0.4875,0.784375,0.03187500000000004,-0.265
r2plus1d_18,finegym,0.3,0.53875,4.96,0.92,0.07999999999999996,0.81625,0.4875,0.784375,0.05124999999999996,-0.2456250000000001
r2plus1d_18,finegym,0.35,0.55375,5.3125,0.890625,0.109375,0.81625,0.4875,0.784375,0.06624999999999998,-0.23062500000000008
r2plus1d_18,finegym,0.4,0.578125,5.815,0.84875,0.15125,0.81625,0.4875,0.784375,0.09062500000000001,-0.20625000000000004
r2plus1d_18,finegym,0.45,0.5975,6.31,0.8075,0.1925,0.81625,0.4875,0.784375,0.11000000000000004,-0.186875
r2plus1d_18,finegym,0.5,0.619375,6.8725,0.760625,0.239375,0.81625,0.4875,0.784375,0.13187500000000002,-0.16500000000000004
r2plus1d_18,finegym,0.55,0.63625,7.3525,0.720625,0.27937500000000004,0.81625,0.4875,0.784375,0.14875,-0.14812500000000006
r2plus1d_18,finegym,0.6,0.653125,7.8025,0.683125,0.316875,0.81625,0.4875,0.784375,0.16562499999999997,-0.1312500000000001
r2plus1d_18,finegym,0.65,0.6675,8.335,0.63875,0.36124999999999996,0.81625,0.4875,0.784375,0.18,-0.11687500000000006
r2plus1d_18,finegym,0.7,0.68375,8.8225,0.598125,0.401875,0.81625,0.4875,0.784375,0.19624999999999998,-0.10062500000000008
r2plus1d_18,finegym,0.75,0.7025,9.265,0.56125,0.43875,0.81625,0.4875,0.784375,0.21500000000000002,-0.08187500000000003
r2plus1d_18,finegym,0.8,0.715625,9.7525,0.520625,0.479375,0.81625,0.4875,0.784375,0.22812499999999997,-0.06875000000000009
r2plus1d_18,finegym,0.85,0.730625,10.345,0.47125,0.52875,0.81625,0.4875,0.784375,0.24312499999999998,-0.053750000000000075
r2plus1d_18,finegym,0.9,0.7475,10.9975,0.416875,0.583125,0.81625,0.4875,0.784375,0.26000000000000006,-0.03687499999999999
r2plus1d_18,finegym,0.95,0.761875,11.86,0.345,0.655,0.81625,0.4875,0.784375,0.274375,-0.022500000000000075
