model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
vivit,driveact,0.1,0.5714285714285714,4.0,1.0,0.0,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0,-0.10267857142857151
vivit,driveact,0.15,0.5714285714285714,4.0,1.0,0.0,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0,-0.10267857142857151
vivit,driveact,0.2,0.5736607142857143,4.053571428571429,0.9955357142857143,0.004464285714285698,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0022321428571429047,-0.1004464285714286
vivit,driveact,0.25,0.5758928571428571,4.080357142857143,0.9933035714285714,0.006696428571428603,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.004464285714285698,-0.09821428571428581
vivit,driveact,0.3,0.5758928571428571,4.321428571428571,0.9732142857142857,0.0267857142857143,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.004464285714285698,-0.09821428571428581
vivit,driveact,0.35,0.5803571428571429,4.508928571428571,0.9575892857142857,0.0424107142857143,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.008928571428571508,-0.09375
vivit,driveact,0.4,0.5915178571428571,4.776785714285714,0.9352678571428571,0.0647321428571429,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0200892857142857,-0.08258928571428581
vivit,driveact,0.45,0.59375,5.044642857142857,0.9129464285714286,0.0870535714285714,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.022321428571428603,-0.0803571428571429
vivit,driveact,0.5,0.6160714285714286,5.526785714285714,0.8727678571428571,0.1272321428571429,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.044642857142857206,-0.0580357142857143
vivit,driveact,0.55,0.6205357142857143,5.741071428571429,0.8549107142857143,0.1450892857142857,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.049107142857142905,-0.0535714285714286
vivit,driveact,0.6,0.6316964285714286,6.169642857142857,0.8191964285714286,0.1808035714285714,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.060267857142857206,-0.0424107142857143
vivit,driveact,0.65,0.6339285714285714,6.625,0.78125,0.21875,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0625,-0.04017857142857151
vivit,driveact,0.7,0.640625,7.026785714285714,0.7477678571428571,0.2522321428571429,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0691964285714286,-0.033482142857142905
vivit,driveact,0.75,0.6428571428571429,7.5625,0.703125,0.296875,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.07142857142857151,-0.03125
vivit,driveact,0.8,0.6495535714285714,8.098214285714286,0.6584821428571429,0.3415178571428571,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.078125,-0.024553571428571508
vivit,driveact,0.85,0.6517857142857143,8.419642857142858,0.6316964285714286,0.3683035714285714,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0803571428571429,-0.022321428571428603
vivit,driveact,0.9,0.6540178571428571,8.982142857142858,0.5848214285714286,0.4151785714285714,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0825892857142857,-0.02008928571428581
vivit,driveact,0.95,0.6674107142857143,9.973214285714286,0.5022321428571429,0.4977678571428571,0.6986607142857143,0.5714285714285714,0.6741071428571429,0.0959821428571429,-0.006696428571428603
