model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
mc3_18,epic_kitchens,0.1,0.36470588235294116,4.0,1.0,0.0,0.3892156862745098,0.36470588235294116,0.36176470588235293,0.0,0.002941176470588225
mc3_18,epic_kitchens,0.15,0.3637254901960784,4.117647058823529,0.9901960784313726,0.009803921568627416,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.0009803921568627416,0.0019607843137254832
mc3_18,epic_kitchens,0.2,0.36470588235294116,4.4,0.9666666666666667,0.033333333333333326,0.3892156862745098,0.36470588235294116,0.36176470588235293,0.0,0.002941176470588225
mc3_18,epic_kitchens,0.25,0.3627450980392157,4.729411764705882,0.9392156862745098,0.0607843137254902,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.0019607843137254832,0.0009803921568627416
mc3_18,epic_kitchens,0.3,0.36176470588235293,5.070588235294117,0.9107843137254902,0.08921568627450982,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.002941176470588225,0.0
mc3_18,epic_kitchens,0.35,0.3627450980392157,5.517647058823529,0.8735294117647059,0.1264705882352941,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.0019607843137254832,0.0009803921568627416
mc3_18,epic_kitchens,0.4,0.35784313725490197,5.91764705882353,0.8401960784313726,0.15980392156862744,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.006862745098039191,-0.0039215686274509665
mc3_18,epic_kitchens,0.45,0.3558823529411765,6.5058823529411764,0.7911764705882353,0.20882352941176474,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.008823529411764675,-0.00588235294117645
mc3_18,epic_kitchens,0.5,0.36176470588235293,7.152941176470589,0.7372549019607844,0.26274509803921564,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.002941176470588225,0.0
mc3_18,epic_kitchens,0.55,0.3637254901960784,7.529411764705882,0.7058823529411765,0.2941176470588235,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.0009803921568627416,0.0019607843137254832
mc3_18,epic_kitchens,0.6,0.36470588235294116,8.105882352941176,0.657843137254902,0.34215686274509804,0.3892156862745098,0.36470588235294116,0.36176470588235293,0.0,0.002941176470588225
mc3_18,epic_kitchens,0.65,0.36470588235294116,8.717647058823529,0.6068627450980392,0.39313725490196083,0.3892156862745098,0.36470588235294116,0.36176470588235293,0.0,0.002941176470588225
mc3_18,epic_kitchens,0.7,0.36470588235294116,9.31764705882353,0.5568627450980392,0.44313725490196076,0.3892156862745098,0.36470588235294116,0.36176470588235293,0.0,0.002941176470588225
mc3_18,epic_kitchens,0.75,0.3637254901960784,9.894117647058824,0.5088235294117647,0.4911764705882353,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.0009803921568627416,0.0019607843137254832
mc3_18,epic_kitchens,0.8,0.3627450980392157,10.458823529411765,0.46176470588235297,0.538235294117647,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.0019607843137254832,0.0009803921568627416
mc3_18,epic_kitchens,0.85,0.3627450980392157,11.023529411764706,0.4147058823529412,0.5852941176470587,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.0019607843137254832,0.0009803921568627416
mc3_18,epic_kitchens,0.9,0.36176470588235293,11.764705882352942,0.35294117647058826,0.6470588235294117,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.002941176470588225,0.0
mc3_18,epic_kitchens,0.95,0.36176470588235293,12.8,0.26666666666666666,0.7333333333333334,0.3892156862745098,0.36470588235294116,0.36176470588235293,-0.002941176470588225,0.0
