model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
videomamba,finegym,0.1,0.700625,4.0075,0.999375,0.0006249999999999867,0.783125,0.700625,0.726875,0.0,-0.026249999999999996
videomamba,finegym,0.15,0.700625,4.0075,0.999375,0.0006249999999999867,0.783125,0.700625,0.726875,0.0,-0.026249999999999996
videomamba,finegym,0.2,0.70125,4.015,0.99875,0.0012499999999999734,0.783125,0.700625,0.726875,0.0006249999999999867,-0.02562500000000001
videomamba,finegym,0.25,0.70125,4.0225,0.998125,0.00187499999999996,0.783125,0.700625,0.726875,0.0006249999999999867,-0.02562500000000001
videomamba,finegym,0.3,0.701875,4.045,0.99625,0.003750000000000031,0.783125,0.700625,0.726875,0.0012499999999999734,-0.025000000000000022
videomamba,finegym,0.35,0.7025,4.1275,0.989375,0.010624999999999996,0.783125,0.700625,0.726875,0.00187499999999996,-0.024375000000000036
videomamba,finegym,0.4,0.70375,4.2475,0.979375,0.020625000000000004,0.783125,0.700625,0.726875,0.0031249999999999334,-0.023125000000000062
videomamba,finegym,0.45,0.705625,4.435,0.96375,0.036250000000000004,0.783125,0.700625,0.726875,0.004999999999999893,-0.021250000000000102
videomamba,finegym,0.5,0.70625,4.81,0.9325,0.0675,0.783125,0.700625,0.726875,0.005624999999999991,-0.020625000000000004
videomamba,finegym,0.55,0.71125,5.32,0.89,0.10999999999999999,0.783125,0.700625,0.726875,0.010624999999999996,-0.015625
videomamba,finegym,0.6,0.715,5.6875,0.859375,0.140625,0.783125,0.700625,0.726875,0.014374999999999916,-0.01187500000000008
videomamba,finegym,0.65,0.719375,6.115,0.82375,0.17625000000000002,0.783125,0.700625,0.726875,0.018749999999999933,-0.007500000000000062
videomamba,finegym,0.7,0.719375,6.595,0.78375,0.21625000000000005,0.783125,0.700625,0.726875,0.018749999999999933,-0.007500000000000062
videomamba,finegym,0.75,0.7225,7.1125,0.740625,0.259375,0.783125,0.700625,0.726875,0.021874999999999978,-0.004375000000000018
videomamba,finegym,0.8,0.724375,7.615,0.69875,0.30125,0.783125,0.700625,0.726875,0.023749999999999938,-0.0025000000000000577
videomamba,finegym,0.85,0.72625,8.2975,0.641875,0.358125,0.783125,0.700625,0.726875,0.025624999999999898,-0.0006250000000000977
videomamba,finegym,0.9,0.724375,9.1375,0.571875,0.428125,0.783125,0.700625,0.726875,0.023749999999999938,-0.0025000000000000577
videomamba,finegym,0.95,0.73,10.4275,0.464375,0.535625,0.783125,0.700625,0.726875,0.02937499999999993,0.0031249999999999334
