model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
r3d_18,finegym,0.1,0.46125,4.045,0.99625,0.003750000000000031,0.759375,0.45875,0.719375,0.0025000000000000022,-0.258125
r3d_18,finegym,0.15,0.478125,4.375,0.96875,0.03125,0.759375,0.45875,0.719375,0.01937500000000003,-0.24124999999999996
r3d_18,finegym,0.2,0.495,4.7875,0.934375,0.06562500000000004,0.759375,0.45875,0.719375,0.036250000000000004,-0.224375
r3d_18,finegym,0.25,0.516875,5.38,0.885,0.11499999999999999,0.759375,0.45875,0.719375,0.05812499999999998,-0.2025
r3d_18,finegym,0.3,0.545,5.9575,0.836875,0.16312499999999996,0.759375,0.45875,0.719375,0.08625000000000005,-0.17437499999999995
r3d_18,finegym,0.35,0.565,6.475,0.79375,0.20625000000000004,0.759375,0.45875,0.719375,0.10624999999999996,-0.15437500000000004
r3d_18,finegym,0.4,0.586875,7.06,0.745,0.255,0.759375,0.45875,0.719375,0.12812500000000004,-0.13249999999999995
r3d_18,finegym,0.45,0.601875,7.6525,0.695625,0.30437499999999995,0.759375,0.45875,0.719375,0.14312500000000006,-0.11749999999999994
r3d_18,finegym,0.5,0.619375,8.215,0.64875,0.35124999999999995,0.759375,0.45875,0.719375,0.16062500000000002,-0.09999999999999998
r3d_18,finegym,0.55,0.636875,8.905,0.59125,0.40874999999999995,0.759375,0.45875,0.719375,0.17812499999999998,-0.08250000000000002
r3d_18,finegym,0.6,0.650625,9.3775,0.551875,0.448125,0.759375,0.45875,0.719375,0.19187500000000002,-0.06874999999999998
r3d_18,finegym,0.65,0.661875,9.775,0.51875,0.48124999999999996,0.759375,0.45875,0.719375,0.203125,-0.057499999999999996
r3d_18,finegym,0.7,0.67125,10.195,0.48375,0.51625,0.759375,0.45875,0.719375,0.21250000000000002,-0.04812499999999997
r3d_18,finegym,0.75,0.674375,10.705,0.44125,0.5587500000000001,0.759375,0.45875,0.719375,0.21562499999999996,-0.04500000000000004
r3d_18,finegym,0.8,0.681875,11.17,0.4025,0.5974999999999999,0.759375,0.45875,0.719375,0.22312500000000002,-0.03749999999999998
r3d_18,finegym,0.85,0.69,11.6725,0.360625,0.639375,0.759375,0.45875,0.719375,0.23124999999999996,-0.02937500000000004
r3d_18,finegym,0.9,0.699375,12.2725,0.310625,0.6893750000000001,0.759375,0.45875,0.719375,0.24062499999999998,-0.020000000000000018
r3d_18,finegym,0.95,0.7075,13.1725,0.235625,0.764375,0.759375,0.45875,0.719375,0.24875000000000003,-0.011874999999999969
