model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
vivit,ssv2,0.1,0.2687022900763359,4.0549618320610685,0.9954198473282443,0.004580152671755711,0.4415267175572519,0.2680916030534351,0.383206106870229,0.000610687022900791,-0.1145038167938931
vivit,ssv2,0.15,0.2732824427480916,4.296793893129771,0.9752671755725191,0.024732824427480926,0.4415267175572519,0.2680916030534351,0.383206106870229,0.005190839694656502,-0.10992366412213739
vivit,ssv2,0.2,0.2784732824427481,4.729160305343512,0.9392366412213741,0.06076335877862593,0.4415267175572519,0.2680916030534351,0.383206106870229,0.010381679389313003,-0.10473282442748089
vivit,ssv2,0.25,0.286412213740458,5.260458015267176,0.8949618320610687,0.10503816793893128,0.4415267175572519,0.2680916030534351,0.383206106870229,0.018320610687022898,-0.09679389312977099
vivit,ssv2,0.3,0.29801526717557253,5.868702290076336,0.8442748091603054,0.1557251908396946,0.4415267175572519,0.2680916030534351,0.383206106870229,0.029923664122137428,-0.08519083969465646
vivit,ssv2,0.35,0.3062595419847328,6.564885496183206,0.7862595419847328,0.2137404580152672,0.4415267175572519,0.2680916030534351,0.383206106870229,0.03816793893129772,-0.07694656488549617
vivit,ssv2,0.4,0.3148091603053435,7.235419847328244,0.730381679389313,0.269618320610687,0.4415267175572519,0.2680916030534351,0.383206106870229,0.046717557251908404,-0.06839694656488549
vivit,ssv2,0.45,0.32183206106870227,7.949923664122138,0.6708396946564885,0.3291603053435115,0.4415267175572519,0.2680916030534351,0.383206106870229,0.05374045801526717,-0.06137404580152672
vivit,ssv2,0.5,0.3267175572519084,8.646106870229008,0.612824427480916,0.38717557251908397,0.4415267175572519,0.2680916030534351,0.383206106870229,0.058625954198473273,-0.056488549618320616
vivit,ssv2,0.55,0.33587786259541985,9.32763358778626,0.556030534351145,0.443969465648855,0.4415267175572519,0.2680916030534351,0.383206106870229,0.06778625954198475,-0.04732824427480914
vivit,ssv2,0.6,0.33923664122137404,9.968854961832061,0.5025954198473283,0.49740458015267175,0.4415267175572519,0.2680916030534351,0.383206106870229,0.07114503816793893,-0.043969465648854955
vivit,ssv2,0.65,0.3465648854961832,10.64671755725191,0.44610687022900763,0.5538931297709924,0.4415267175572519,0.2680916030534351,0.383206106870229,0.0784732824427481,-0.036641221374045796
vivit,ssv2,0.7,0.3511450381679389,11.181679389312977,0.4015267175572519,0.5984732824427481,0.4415267175572519,0.2680916030534351,0.383206106870229,0.0830534351145038,-0.032061068702290085
vivit,ssv2,0.75,0.3569465648854962,11.76793893129771,0.3526717557251908,0.6473282442748092,0.4415267175572519,0.2680916030534351,0.383206106870229,0.0888549618320611,-0.026259541984732793
vivit,ssv2,0.8,0.36366412213740457,12.332213740458016,0.3056488549618321,0.6943511450381679,0.4415267175572519,0.2680916030534351,0.383206106870229,0.09557251908396946,-0.019541984732824424
vivit,ssv2,0.85,0.3667175572519084,12.95145038167939,0.2540458015267176,0.7459541984732825,0.4415267175572519,0.2680916030534351,0.383206106870229,0.09862595419847331,-0.01648854961832058
vivit,ssv2,0.9,0.3706870229007634,13.589007633587785,0.20091603053435114,0.7990839694656489,0.4415267175572519,0.2680916030534351,0.383206106870229,0.10259541984732828,-0.012519083969465605
vivit,ssv2,0.95,0.3749618320610687,14.292519083969466,0.14229007633587787,0.8577099236641221,0.4415267175572519,0.2680916030534351,0.383206106870229,0.1068702290076336,-0.00824427480916029
