model,dataset,threshold,accuracy,avg_frames,pct_cheap,pct_dense,oracle_accuracy,fixed_cheap_acc,fixed_dense_acc,delta_vs_cheap,delta_vs_dense
timesformer,finegym,0.1,0.635625,4.03,0.9975,0.0024999999999999467,0.714375,0.635625,0.660625,0.0,-0.025000000000000022
timesformer,finegym,0.15,0.635,4.09,0.9925,0.007499999999999951,0.714375,0.635625,0.660625,-0.0006249999999999867,-0.02562500000000001
timesformer,finegym,0.2,0.634375,4.2175,0.981875,0.018124999999999947,0.714375,0.635625,0.660625,-0.0012499999999999734,-0.026249999999999996
timesformer,finegym,0.25,0.634375,4.3375,0.971875,0.028124999999999956,0.714375,0.635625,0.660625,-0.0012499999999999734,-0.026249999999999996
timesformer,finegym,0.3,0.635625,4.75,0.9375,0.0625,0.714375,0.635625,0.660625,0.0,-0.025000000000000022
timesformer,finegym,0.35,0.636875,5.0875,0.909375,0.09062499999999996,0.714375,0.635625,0.660625,0.0012499999999999734,-0.02375000000000005
timesformer,finegym,0.4,0.640625,5.5975,0.866875,0.13312500000000005,0.714375,0.635625,0.660625,0.0050000000000000044,-0.020000000000000018
timesformer,finegym,0.45,0.639375,6.085,0.82625,0.17374999999999996,0.714375,0.635625,0.660625,0.003750000000000031,-0.02124999999999999
timesformer,finegym,0.5,0.645625,6.67,0.7775,0.22250000000000003,0.714375,0.635625,0.660625,0.010000000000000009,-0.015000000000000013
timesformer,finegym,0.55,0.65125,7.2925,0.725625,0.27437500000000004,0.714375,0.635625,0.660625,0.015625,-0.009375000000000022
timesformer,finegym,0.6,0.654375,7.945,0.67125,0.32875,0.714375,0.635625,0.660625,0.018750000000000044,-0.006249999999999978
timesformer,finegym,0.65,0.659375,8.545,0.62125,0.37875000000000003,0.714375,0.635625,0.660625,0.02375000000000005,-0.0012499999999999734
timesformer,finegym,0.7,0.66125,9.0625,0.578125,0.421875,0.714375,0.635625,0.660625,0.02562500000000001,0.0006249999999999867
timesformer,finegym,0.75,0.661875,9.6025,0.533125,0.46687500000000004,0.714375,0.635625,0.660625,0.026249999999999996,0.0012499999999999734
timesformer,finegym,0.8,0.664375,10.2325,0.480625,0.5193749999999999,0.714375,0.635625,0.660625,0.028750000000000053,0.003750000000000031
timesformer,finegym,0.85,0.665,10.93,0.4225,0.5775,0.714375,0.635625,0.660625,0.02937500000000004,0.004375000000000018
timesformer,finegym,0.9,0.664375,11.875,0.34375,0.65625,0.714375,0.635625,0.660625,0.028750000000000053,0.003750000000000031
timesformer,finegym,0.95,0.661875,12.925,0.25625,0.74375,0.714375,0.635625,0.660625,0.026249999999999996,0.0012499999999999734
