coverage,stride,top1,n,model,dataset
10,1,0.03117782909930716,3464,slowfast_r50,ssv2
10,2,0.025115473441108545,3464,slowfast_r50,ssv2
10,4,0.021362586605080832,3464,slowfast_r50,ssv2
10,8,0.020785219399538105,3464,slowfast_r50,ssv2
10,16,0.020785219399538105,3464,slowfast_r50,ssv2
25,1,0.06697459584295612,3464,slowfast_r50,ssv2
25,2,0.049364896073903,3464,slowfast_r50,ssv2
25,4,0.03262124711316397,3464,slowfast_r50,ssv2
25,8,0.027136258660508082,3464,slowfast_r50,ssv2
25,16,0.022806004618937645,3464,slowfast_r50,ssv2
50,1,0.14624963799594556,3453,slowfast_r50,ssv2
50,2,0.12680949623624782,3454,slowfast_r50,ssv2
50,4,0.08070581428984669,3457,slowfast_r50,ssv2
50,8,0.04483656349435927,3457,slowfast_r50,ssv2
50,16,0.03262124711316397,3464,slowfast_r50,ssv2
75,1,0.24200236966824645,3376,slowfast_r50,ssv2
75,2,0.22676139727649497,3378,slowfast_r50,ssv2
75,4,0.1351271437019515,3382,slowfast_r50,ssv2
75,8,0.06676470588235293,3400,slowfast_r50,ssv2
75,16,0.04030373831775701,3424,slowfast_r50,ssv2
100,1,0.27450381679389313,3275,slowfast_r50,ssv2
100,2,0.2611348383160464,3278,slowfast_r50,ssv2
100,4,0.15875912408759124,3288,slowfast_r50,ssv2
100,8,0.07673642705489839,3297,slowfast_r50,ssv2
100,16,0.04141656662665066,3332,slowfast_r50,ssv2
