coverage,stride,top1,n,model,dataset
10,1,0.086875,1600,r3d_18,finegym
10,2,0.084375,1600,r3d_18,finegym
10,4,0.07375,1600,r3d_18,finegym
10,8,0.06875,1600,r3d_18,finegym
10,16,0.068125,1600,r3d_18,finegym
25,1,0.123125,1600,r3d_18,finegym
25,2,0.136875,1600,r3d_18,finegym
25,4,0.123125,1600,r3d_18,finegym
25,8,0.09125,1600,r3d_18,finegym
25,16,0.076875,1600,r3d_18,finegym
50,1,0.330625,1600,r3d_18,finegym
50,2,0.351875,1600,r3d_18,finegym
50,4,0.2375,1600,r3d_18,finegym
50,8,0.125,1600,r3d_18,finegym
50,16,0.086875,1600,r3d_18,finegym
75,1,0.591875,1600,r3d_18,finegym
75,2,0.55125,1600,r3d_18,finegym
75,4,0.3575,1600,r3d_18,finegym
75,8,0.170625,1600,r3d_18,finegym
75,16,0.100625,1600,r3d_18,finegym
100,1,0.719375,1600,r3d_18,finegym
100,2,0.67875,1600,r3d_18,finegym
100,4,0.45875,1600,r3d_18,finegym
100,8,0.1975,1600,r3d_18,finegym
100,16,0.111875,1600,r3d_18,finegym
