config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.73775,8000,8.0,timesformer,kinetics400,covstride,8
cov100_s16,0.738,8000,7.966875,timesformer,kinetics400,covstride,8
cov100_s2,0.736375,8000,8.0,timesformer,kinetics400,covstride,8
cov100_s4,0.737625,8000,7.997625,timesformer,kinetics400,covstride,8
cov100_s8,0.73675,8000,7.989875,timesformer,kinetics400,covstride,8
cov10_s1,0.581125,8000,7.982625,timesformer,kinetics400,covstride,8
cov10_s16,0.524125,8000,1.971625,timesformer,kinetics400,covstride,8
cov10_s2,0.583625,8000,7.94775,timesformer,kinetics400,covstride,8
cov10_s4,0.583125,8000,7.674875,timesformer,kinetics400,covstride,8
cov10_s8,0.570625,8000,3.87275,timesformer,kinetics400,covstride,8
cov25_s1,0.648875,8000,7.997,timesformer,kinetics400,covstride,8
cov25_s16,0.62525,8000,4.829625,timesformer,kinetics400,covstride,8
cov25_s2,0.647,8000,7.989125,timesformer,kinetics400,covstride,8
cov25_s4,0.644375,8000,7.96575,timesformer,kinetics400,covstride,8
cov25_s8,0.643,8000,7.816,timesformer,kinetics400,covstride,8
cov50_s1,0.71,8000,8.0,timesformer,kinetics400,covstride,8
cov50_s16,0.70575,8000,7.81875,timesformer,kinetics400,covstride,8
cov50_s2,0.70625,8000,7.997125,timesformer,kinetics400,covstride,8
cov50_s4,0.707875,8000,7.989375,timesformer,kinetics400,covstride,8
cov50_s8,0.704875,8000,7.966125,timesformer,kinetics400,covstride,8
cov75_s1,0.732625,8000,8.0,timesformer,kinetics400,covstride,8
cov75_s16,0.732125,8000,7.945875,timesformer,kinetics400,covstride,8
cov75_s2,0.73275,8000,7.9995,timesformer,kinetics400,covstride,8
cov75_s4,0.732875,8000,7.99525,timesformer,kinetics400,covstride,8
cov75_s8,0.733125,8000,7.983375,timesformer,kinetics400,covstride,8
