config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.4915254237288136,177,15.875706214689265,videomae,ssv2,covstride,16
cov100_s16,0.14689265536723164,177,3.005649717514124,videomae,ssv2,covstride,16
cov100_s2,0.4293785310734463,177,13.587570621468927,videomae,ssv2,covstride,16
cov100_s4,0.3559322033898305,177,10.062146892655367,videomae,ssv2,covstride,16
cov100_s8,0.2542372881355932,177,5.3841807909604515,videomae,ssv2,covstride,16
cov10_s1,0.04519774011299435,177,4.028248587570621,videomae,ssv2,covstride,16
cov10_s16,0.022598870056497175,177,1.0,videomae,ssv2,covstride,16
cov10_s2,0.03954802259887006,177,2.1977401129943503,videomae,ssv2,covstride,16
cov10_s4,0.02824858757062147,177,1.4406779661016949,videomae,ssv2,covstride,16
cov10_s8,0.022598870056497175,177,1.0,videomae,ssv2,covstride,16
cov25_s1,0.11299435028248588,177,9.740112994350282,videomae,ssv2,covstride,16
cov25_s16,0.022598870056497175,177,1.073446327683616,videomae,ssv2,covstride,16
cov25_s2,0.10734463276836158,177,5.107344632768362,videomae,ssv2,covstride,16
cov25_s4,0.05084745762711865,177,2.790960451977401,videomae,ssv2,covstride,16
cov25_s8,0.03389830508474576,177,1.6723163841807909,videomae,ssv2,covstride,16
cov50_s1,0.2824858757062147,177,13.525423728813559,videomae,ssv2,covstride,16
cov50_s16,0.03954802259887006,177,1.694915254237288,videomae,ssv2,covstride,16
cov50_s2,0.23728813559322035,177,9.892655367231638,videomae,ssv2,covstride,16
cov50_s4,0.1694915254237288,177,5.27683615819209,videomae,ssv2,covstride,16
cov50_s8,0.10734463276836158,177,2.9152542372881354,videomae,ssv2,covstride,16
cov75_s1,0.4519774011299435,177,15.073446327683616,videomae,ssv2,covstride,16
cov75_s16,0.10734463276836158,177,2.225988700564972,videomae,ssv2,covstride,16
cov75_s2,0.3898305084745763,177,12.40677966101695,videomae,ssv2,covstride,16
cov75_s4,0.3050847457627119,177,7.762711864406779,videomae,ssv2,covstride,16
cov75_s8,0.22033898305084745,177,4.096045197740113,videomae,ssv2,covstride,16
