coverage,stride,top1,n
10,1,0.4709821428571428,448
10,2,0.4486607142857143,448
10,4,0.4397321428571428,448
10,8,0.4308035714285714,448
10,16,0.4308035714285714,448
25,1,0.5401785714285714,448
25,2,0.5334821428571429,448
25,4,0.4933035714285714,448
25,8,0.4776785714285714,448
25,16,0.4308035714285714,448
50,1,0.6183035714285714,448
50,2,0.6205357142857143,448
50,4,0.5714285714285714,448
50,8,0.5022321428571429,448
50,16,0.4799107142857143,448
75,1,0.6674107142857143,448
75,2,0.6629464285714286,448
75,4,0.6071428571428571,448
75,8,0.5558035714285714,448
75,16,0.5133928571428571,448
100,1,0.6763392857142857,448
100,2,0.6696428571428571,448
100,4,0.6383928571428571,448
100,8,0.5803571428571429,448
100,16,0.5245535714285714,448
