coverage,stride,top1,n
10,1,0.3525423728813559,885
10,2,0.3322033898305084,885
10,4,0.3254237288135593,885
10,8,0.3073446327683616,885
10,16,0.2983050847457627,885
25,1,0.4090395480225989,885
25,2,0.4112994350282485,885
25,4,0.3966101694915254,885
25,8,0.3683615819209039,885
25,16,0.3254237288135593,885
50,1,0.4519774011299435,885
50,2,0.4508474576271186,885
50,4,0.4519774011299435,885
50,8,0.431638418079096,885
50,16,0.4011299435028249,885
75,1,0.4711864406779661,885
75,2,0.4734463276836158,885
75,4,0.4677966101694915,885
75,8,0.4598870056497175,885
75,16,0.4350282485875706,885
100,1,0.4903954802259887,885
100,2,0.4757062146892655,885
100,4,0.4824858757062147,885
100,8,0.4757062146892655,885
100,16,0.4610169491525424,885
