coverage,stride,top1,n
10,1,0.1215686274509803,1020
10,2,0.1225490196078431,1020
10,4,0.1205882352941176,1020
10,8,0.0990196078431372,1020
10,16,0.0862745098039215,1020
25,1,0.1941176470588235,1020
25,2,0.2058823529411764,1020
25,4,0.2068627450980392,1020
25,8,0.1715686274509804,1020
25,16,0.1225490196078431,1020
50,1,0.2852941176470588,1020
50,2,0.2784313725490196,1020
50,4,0.2735294117647059,1020
50,8,0.246078431372549,1020
50,16,0.1970588235294117,1020
75,1,0.3284313725490196,1020
75,2,0.3274509803921568,1020
75,4,0.3166666666666666,1020
75,8,0.284313725490196,1020
75,16,0.2411764705882353,1020
100,1,0.3490196078431372,1020
100,2,0.3441176470588235,1020
100,4,0.3264705882352941,1020
100,8,0.2950980392156863,1020
100,16,0.246078431372549,1020
