coverage,stride,top1,n,model,dataset
10,1,0.011543684925305569,4418,videomae,autsl
10,2,0.010185604345857854,4418,videomae,autsl
10,4,0.007695789950203712,4418,videomae,autsl
10,8,0.005658669081032141,4418,videomae,autsl
10,16,0.005658669081032141,4418,videomae,autsl
25,1,0.04549569941149841,4418,videomae,autsl
25,2,0.04210049796287913,4418,videomae,autsl
25,4,0.034404708012675415,4418,videomae,autsl
25,8,0.016523313716613853,4418,videomae,autsl
25,16,0.009280217292892712,4418,videomae,autsl
50,1,0.38682661837935717,4418,videomae,autsl
50,2,0.3816206428248076,4418,videomae,autsl
50,4,0.32888184698958806,4418,videomae,autsl
50,8,0.14780443639655952,4418,videomae,autsl
50,16,0.04504300588501584,4418,videomae,autsl
75,1,0.7267994567677682,4418,videomae,autsl
75,2,0.7062019013128112,4418,videomae,autsl
75,4,0.6887732005432322,4418,videomae,autsl
75,8,0.38229968311453144,4418,videomae,autsl
75,16,0.1403349932095971,4418,videomae,autsl
100,1,0.7958352195563604,4418,videomae,autsl
100,2,0.796287913082843,4418,videomae,autsl
100,4,0.7505658669081032,4418,videomae,autsl
100,8,0.4502037120869172,4418,videomae,autsl
100,16,0.18379357175192396,4418,videomae,autsl
