config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.47644683714670255,743,31.986541049798117,slowfast_r50,diving48,covstride,32
cov100_s16,0.19515477792732167,743,7.441453566621804,slowfast_r50,diving48,covstride,32
cov100_s2,0.4858681022880215,743,31.35262449528937,slowfast_r50,diving48,covstride,32
cov100_s4,0.43741588156123823,743,25.30148048452221,slowfast_r50,diving48,covstride,32
cov100_s8,0.26379542395693134,743,14.36742934051144,slowfast_r50,diving48,covstride,32
cov10_s1,0.07806191117092867,743,11.179004037685061,slowfast_r50,diving48,covstride,32
cov10_s16,0.05787348586810229,743,1.1197846567967698,slowfast_r50,diving48,covstride,32
cov10_s2,0.07940780619111709,743,5.816958277254374,slowfast_r50,diving48,covstride,32
cov10_s4,0.08882907133243607,743,3.154777927321669,slowfast_r50,diving48,covstride,32
cov10_s8,0.06191117092866756,743,1.8115746971736204,slowfast_r50,diving48,covstride,32
cov25_s1,0.11843876177658143,743,25.029609690444147,slowfast_r50,diving48,covstride,32
cov25_s16,0.0847913862718708,743,2.1857335127860025,slowfast_r50,diving48,covstride,32
cov25_s2,0.11036339165545088,743,14.114401076716016,slowfast_r50,diving48,covstride,32
cov25_s4,0.09959623149394348,743,7.30820995962315,slowfast_r50,diving48,covstride,32
cov25_s8,0.09690444145356662,743,3.8977119784656797,slowfast_r50,diving48,covstride,32
cov50_s1,0.3405114401076716,743,31.314939434724092,slowfast_r50,diving48,covstride,32
cov50_s16,0.11978465679676985,743,3.9434724091520863,slowfast_r50,diving48,covstride,32
cov50_s2,0.3122476446837147,743,25.125168236877524,slowfast_r50,diving48,covstride,32
cov50_s4,0.21130551816958276,743,14.251682368775235,slowfast_r50,diving48,covstride,32
cov50_s8,0.15881561238223418,743,7.387617765814267,slowfast_r50,diving48,covstride,32
cov75_s1,0.5329744279946165,743,31.935397039030956,slowfast_r50,diving48,covstride,32
cov75_s16,0.17092866756393002,743,5.697173620457605,slowfast_r50,diving48,covstride,32
cov75_s2,0.49663526244952894,743,29.800807537012112,slowfast_r50,diving48,covstride,32
cov75_s4,0.3795423956931359,743,20.550471063257067,slowfast_r50,diving48,covstride,32
cov75_s8,0.2288021534320323,743,10.890982503364738,slowfast_r50,diving48,covstride,32
