config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.6376188320507017,4418,16.0,r3d_18,autsl,covstride_pad,16
cov100_s16,0.10434585785423268,4418,16.0,r3d_18,autsl,covstride_pad,16
cov100_s2,0.6319601629696695,4418,16.0,r3d_18,autsl,covstride_pad,16
cov100_s4,0.5986871887732006,4418,16.0,r3d_18,autsl,covstride_pad,16
cov100_s8,0.27976459936622905,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s1,0.023766410140334992,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s16,0.011090991398822997,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s2,0.019465821638750568,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s4,0.01403349932095971,4418,16.0,r3d_18,autsl,covstride_pad,16
cov10_s8,0.011317338162064282,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s1,0.16930737890448166,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s16,0.04119511090991399,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s2,0.11656858306926211,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s4,0.09053870529651425,4418,16.0,r3d_18,autsl,covstride_pad,16
cov25_s8,0.05907650520597556,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s1,0.5049796287913083,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s16,0.16953372566772296,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s2,0.4927569035762789,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s4,0.3924852874603893,4418,16.0,r3d_18,autsl,covstride_pad,16
cov50_s8,0.2668628338614758,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s1,0.629923042100498,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s16,0.2064282480760525,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s2,0.6278859212313264,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s4,0.5921231326392032,4418,16.0,r3d_18,autsl,covstride_pad,16
cov75_s8,0.35219556360344045,4418,16.0,r3d_18,autsl,covstride_pad,16
