video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
signer1_sample944_color,0,57,16,16,10,1,cov10_s1,False,0.024886539205908775,r3d_18,autsl
signer1_sample276_color,0,65,16,16,10,1,cov10_s1,False,0.02945551462471485,r3d_18,autsl
signer35_sample610_color,0,71,16,16,10,1,cov10_s1,False,0.01686341129243374,r3d_18,autsl
signer35_sample390_color,0,75,16,16,10,1,cov10_s1,False,0.02004581317305565,r3d_18,autsl
signer18_sample539_color,0,64,16,16,10,1,cov10_s1,False,0.0576372966170311,r3d_18,autsl
signer1_sample778_color,0,63,16,16,10,1,cov10_s1,False,0.049200065433979034,r3d_18,autsl
signer11_sample469_color,0,45,16,16,10,1,cov10_s1,False,0.024530939757823944,r3d_18,autsl
signer1_sample319_color,0,68,16,16,10,1,cov10_s1,False,0.04955528676509857,r3d_18,autsl
signer11_sample120_color,0,48,16,16,10,1,cov10_s1,False,0.03570442646741867,r3d_18,autsl
signer25_sample64_color,0,46,16,16,10,1,cov10_s1,False,0.08437149226665497,r3d_18,autsl
signer16_sample254_color,0,61,16,16,10,1,cov10_s1,False,0.017440492287278175,r3d_18,autsl
signer35_sample286_color,0,61,16,16,10,1,cov10_s1,True,0.4151572287082672,r3d_18,autsl
signer25_sample285_color,0,53,16,16,10,1,cov10_s1,False,0.05036814510822296,r3d_18,autsl
signer18_sample482_color,0,67,16,16,10,1,cov10_s1,False,0.06309007853269577,r3d_18,autsl
signer16_sample365_color,0,58,16,16,10,1,cov10_s1,False,0.03261943161487579,r3d_18,autsl
signer11_sample66_color,0,49,16,16,10,1,cov10_s1,False,0.029225092381238937,r3d_18,autsl
signer1_sample1090_color,0,58,16,16,10,1,cov10_s1,False,0.029537798836827278,r3d_18,autsl
signer18_sample5_color,0,72,16,16,10,1,cov10_s1,False,0.0438757985830307,r3d_18,autsl
signer1_sample1094_color,0,61,16,16,10,1,cov10_s1,False,0.036012884229421616,r3d_18,autsl
