coverage,stride,top1,n
10,1,0.2045197740112994,885
10,2,0.1841807909604519,885
10,4,0.1502824858757062,885
10,8,0.1254237288135593,885
10,16,0.1163841807909604,885
25,1,0.3220338983050847,885
25,2,0.3129943502824859,885
25,4,0.2587570621468926,885
25,8,0.1932203389830508,885
25,16,0.1480225988700565,885
50,1,0.4553672316384181,885
50,2,0.4440677966101695,885
50,4,0.3898305084745763,885
50,8,0.2677966101694915,885
50,16,0.1796610169491525,885
75,1,0.5683615819209039,885
75,2,0.5661016949152542,885
75,4,0.4971751412429379,885
75,8,0.3480225988700565,885
75,16,0.223728813559322,885
100,1,0.6112994350282486,885
100,2,0.5853107344632769,885
100,4,0.5423728813559322,885
100,8,0.3819209039548022,885
100,16,0.2451977401129943,885
