config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.6941964285714286,448,15.491071428571429,mc3_18,driveact,covstride,16
cov100_s16,0.5669642857142857,448,2.6138392857142856,mc3_18,driveact,covstride,16
cov100_s2,0.6964285714285714,448,14.270089285714286,mc3_18,driveact,covstride,16
cov100_s4,0.6785714285714286,448,9.763392857142858,mc3_18,driveact,covstride,16
cov100_s8,0.640625,448,5.058035714285714,mc3_18,driveact,covstride,16
cov10_s1,0.47098214285714285,448,3.669642857142857,mc3_18,driveact,covstride,16
cov10_s16,0.4107142857142857,448,1.0,mc3_18,driveact,covstride,16
cov10_s2,0.44419642857142855,448,2.0625,mc3_18,driveact,covstride,16
cov10_s4,0.41964285714285715,448,1.2745535714285714,mc3_18,driveact,covstride,16
cov10_s8,0.4107142857142857,448,1.0,mc3_18,driveact,covstride,16
cov25_s1,0.5580357142857143,448,9.401785714285714,mc3_18,driveact,covstride,16
cov25_s16,0.4107142857142857,448,1.0,mc3_18,driveact,covstride,16
cov25_s2,0.5401785714285714,448,4.948660714285714,mc3_18,driveact,covstride,16
cov25_s4,0.47098214285714285,448,2.5691964285714284,mc3_18,driveact,covstride,16
cov25_s8,0.43973214285714285,448,1.7098214285714286,mc3_18,driveact,covstride,16
cov50_s1,0.6205357142857143,448,14.189732142857142,mc3_18,driveact,covstride,16
cov50_s16,0.46651785714285715,448,1.7120535714285714,mc3_18,driveact,covstride,16
cov50_s2,0.6205357142857143,448,9.439732142857142,mc3_18,driveact,covstride,16
cov50_s4,0.6004464285714286,448,4.986607142857143,mc3_18,driveact,covstride,16
cov50_s8,0.5111607142857143,448,2.578125,mc3_18,driveact,covstride,16
cov75_s1,0.671875,448,15.0625,mc3_18,driveact,covstride,16
cov75_s16,0.5446428571428571,448,2.4464285714285716,mc3_18,driveact,covstride,16
cov75_s2,0.6651785714285714,448,13.453125,mc3_18,driveact,covstride,16
cov75_s4,0.6584821428571429,448,7.444196428571429,mc3_18,driveact,covstride,16
cov75_s8,0.5915178571428571,448,4.107142857142857,mc3_18,driveact,covstride,16
