coverage,stride,top1,n
10,1,0.3615819209039548,885
10,2,0.3548022598870056,885
10,4,0.3299435028248587,885
10,8,0.3186440677966101,885
10,16,0.3107344632768362,885
25,1,0.4045197740112994,885
25,2,0.4045197740112994,885
25,4,0.3943502824858757,885
25,8,0.3864406779661017,885
25,16,0.3604519774011299,885
50,1,0.4666666666666667,885
50,2,0.4531073446327683,885
50,4,0.4598870056497175,885
50,8,0.4384180790960452,885
50,16,0.4056497175141243,885
75,1,0.4836158192090395,885
75,2,0.4813559322033898,885
75,4,0.4621468926553672,885
75,8,0.4542372881355932,885
75,16,0.4327683615819209,885
100,1,0.5028248587570622,885
100,2,0.4949152542372881,885
100,4,0.480225988700565,885
100,8,0.4847457627118644,885
100,16,0.4621468926553672,885
