video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
vp15_run1_2018-05-30-13-05-35_10394_10415,0,21,1,16,1,point,k1_point,False,0.7321183681488037,r2plus1d_18,driveact
vp14_run1_2018-05-30-10-11-09_6012_6033,0,21,1,16,1,point,k1_point,False,0.9788843393325806,r2plus1d_18,driveact
vp14_run1_2018-05-30-10-11-09_5966_6012,0,47,1,16,1,point,k1_point,False,0.49550655484199524,r2plus1d_18,driveact
vp14_run2_2018-05-30-10-42-33_3887_3915,0,29,1,16,1,point,k1_point,False,0.9591042995452881,r2plus1d_18,driveact
vp14_run2_2018-05-30-10-42-33_3842_3887,0,45,1,16,1,point,k1_point,False,0.8079768419265747,r2plus1d_18,driveact
vp15_run1_2018-05-30-13-05-35_10300_10347,0,46,1,16,1,point,k1_point,False,0.6926254034042358,r2plus1d_18,driveact
vp15_run2_2018-05-30-13-34-33_5786_5802,0,17,1,16,1,point,k1_point,False,0.39269158244132996,r2plus1d_18,driveact
vp14_run2_2018-05-30-10-42-33_16271_16309,0,38,1,16,1,point,k1_point,False,0.586106538772583,r2plus1d_18,driveact
vp15_run2_2018-05-30-13-34-33_6488_6516,0,29,1,16,1,point,k1_point,False,0.23311127722263336,r2plus1d_18,driveact
vp15_run1_2018-05-30-13-05-35_10347_10394,0,47,1,16,1,point,k1_point,False,0.7618656754493713,r2plus1d_18,driveact
vp14_run1_2018-05-30-10-11-09_12052_12093,0,40,1,16,1,point,k1_point,False,0.9579146504402161,r2plus1d_18,driveact
vp14_run2_2018-05-30-10-42-33_20272_20317,0,44,1,16,1,point,k1_point,False,0.9130598902702332,r2plus1d_18,driveact
vp15_run1_2018-05-30-13-05-35_5045_5090,0,45,1,16,1,point,k1_point,False,0.9739522933959961,r2plus1d_18,driveact
vp14_run1_2018-05-30-10-11-09_104_124,1,20,1,16,1,point,k1_point,True,0.2993376851081848,r2plus1d_18,driveact
vp15_run2_2018-05-30-13-34-33_169_183,1,13,1,16,1,point,k1_point,False,0.7382615804672241,r2plus1d_18,driveact
vp15_run1_2018-05-30-13-05-35_144_160,1,17,1,16,1,point,k1_point,False,0.5975768566131592,r2plus1d_18,driveact
vp14_run2_2018-05-30-10-42-33_114_128,1,14,1,16,1,point,k1_point,False,0.7879464626312256,r2plus1d_18,driveact
vp14_run1_2018-05-30-10-11-09_24557_24581,2,24,1,16,1,point,k1_point,False,0.6060457825660706,r2plus1d_18,driveact
vp15_run1_2018-05-30-13-05-35_18818_18841,2,23,1,16,1,point,k1_point,False,0.645305335521698,r2plus1d_18,driveact
