coverage,stride,top1,n
10,1,0.1480392156862745,1020
10,2,0.1362745098039215,1020
10,4,0.1323529411764706,1020
10,8,0.1205882352941176,1020
10,16,0.1009803921568627,1020
25,1,0.1872549019607843,1020
25,2,0.1833333333333333,1020
25,4,0.1676470588235294,1020
25,8,0.1607843137254902,1020
25,16,0.1480392156862745,1020
50,1,0.2254901960784313,1020
50,2,0.2235294117647059,1020
50,4,0.2274509803921568,1020
50,8,0.2137254901960784,1020
50,16,0.1833333333333333,1020
75,1,0.2431372549019607,1020
75,2,0.2568627450980392,1020
75,4,0.2480392156862745,1020
75,8,0.2372549019607843,1020
75,16,0.2284313725490196,1020
100,1,0.2588235294117647,1020
100,2,0.2539215686274509,1020
100,4,0.2637254901960784,1020
100,8,0.2509803921568627,1020
100,16,0.2284313725490196,1020
