coverage,stride,top1,n,model,dataset
10,1,0.6584158415841584,2020,r3d_18,ucf101
10,2,0.6381188118811881,2020,r3d_18,ucf101
10,4,0.5856435643564356,2020,r3d_18,ucf101
10,8,0.5094059405940594,2020,r3d_18,ucf101
10,16,0.44603960396039605,2020,r3d_18,ucf101
25,1,0.7371287128712871,2020,r3d_18,ucf101
25,2,0.7321782178217822,2020,r3d_18,ucf101
25,4,0.7183168316831683,2020,r3d_18,ucf101
25,8,0.654950495049505,2020,r3d_18,ucf101
25,16,0.550990099009901,2020,r3d_18,ucf101
50,1,0.7886138613861386,2020,r3d_18,ucf101
50,2,0.7871287128712872,2020,r3d_18,ucf101
50,4,0.7702970297029703,2020,r3d_18,ucf101
50,8,0.745049504950495,2020,r3d_18,ucf101
50,16,0.656930693069307,2020,r3d_18,ucf101
75,1,0.8084158415841585,2020,r3d_18,ucf101
75,2,0.8113861386138614,2020,r3d_18,ucf101
75,4,0.8084158415841585,2020,r3d_18,ucf101
75,8,0.7816831683168317,2020,r3d_18,ucf101
75,16,0.7173267326732673,2020,r3d_18,ucf101
100,1,0.8123762376237624,2020,r3d_18,ucf101
100,2,0.8128712871287128,2020,r3d_18,ucf101
100,4,0.8163366336633663,2020,r3d_18,ucf101
100,8,0.806930693069307,2020,r3d_18,ucf101
100,16,0.7524752475247525,2020,r3d_18,ucf101
