config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.6853779990946129,4418,7.999773653236759,timesformer,autsl,covstride,8
cov100_s16,0.5774105930285197,4418,4.149388863739248,timesformer,autsl,covstride,8
cov100_s2,0.6767768220914441,4418,7.999094612947035,timesformer,autsl,covstride,8
cov100_s4,0.679040289723857,4418,7.9972838388411045,timesformer,autsl,covstride,8
cov100_s8,0.6686283386147578,4418,7.394748755092802,timesformer,autsl,covstride,8
cov10_s1,0.014259846084200997,4418,5.884563150746945,timesformer,autsl,covstride,8
cov10_s16,0.007243096423721141,4418,1.0,timesformer,autsl,covstride,8
cov10_s2,0.01199637845178814,4418,3.1475780896333183,timesformer,autsl,covstride,8
cov10_s4,0.009506564056133997,4418,1.8888637392485288,timesformer,autsl,covstride,8
cov10_s8,0.007243096423721141,4418,1.0167496604798552,timesformer,autsl,covstride,8
cov25_s1,0.12086917157084653,4418,7.9972838388411045,timesformer,autsl,covstride,8
cov25_s16,0.03531009506564056,4418,1.2304210049796287,timesformer,autsl,covstride,8
cov25_s2,0.10276143051154368,4418,7.247623358985966,timesformer,autsl,covstride,8
cov25_s4,0.08261656858306926,4418,4.033952014486193,timesformer,autsl,covstride,8
cov25_s8,0.05613399728383884,4418,2.231326392032594,timesformer,autsl,covstride,8
cov50_s1,0.5586238116794929,4418,7.999094612947035,timesformer,autsl,covstride,8
cov50_s16,0.2947034857401539,4418,2.2602987777274786,timesformer,autsl,covstride,8
cov50_s2,0.5325939339067451,4418,7.9972838388411045,timesformer,autsl,covstride,8
cov50_s4,0.5038478949751019,4418,7.322996831145314,timesformer,autsl,covstride,8
cov50_s8,0.43866002716161157,4418,4.086464463558171,timesformer,autsl,covstride,8
cov75_s1,0.6982797645993662,4418,7.999320959710277,timesformer,autsl,covstride,8
cov75_s16,0.5172023540063377,4418,3.2206880941602534,timesformer,autsl,covstride,8
cov75_s2,0.6903576278859213,4418,7.998868266183794,timesformer,autsl,covstride,8
cov75_s4,0.686962426437302,4418,7.9798551380715255,timesformer,autsl,covstride,8
cov75_s8,0.6591217745586239,4418,5.949977365323676,timesformer,autsl,covstride,8
