config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.7075892857142857,448,28.397321428571427,slowfast_r50,driveact,covstride,32
cov100_s16,0.5044642857142857,448,2.6138392857142856,slowfast_r50,driveact,covstride,32
cov100_s2,0.703125,448,19.049107142857142,slowfast_r50,driveact,covstride,32
cov100_s4,0.6026785714285714,448,9.763392857142858,slowfast_r50,driveact,covstride,32
cov100_s8,0.5736607142857143,448,5.058035714285714,slowfast_r50,driveact,covstride,32
cov10_s1,0.4955357142857143,448,3.669642857142857,slowfast_r50,driveact,covstride,32
cov10_s16,0.41517857142857145,448,1.0,slowfast_r50,driveact,covstride,32
cov10_s2,0.45535714285714285,448,2.0625,slowfast_r50,driveact,covstride,32
cov10_s4,0.43080357142857145,448,1.2745535714285714,slowfast_r50,driveact,covstride,32
cov10_s8,0.41517857142857145,448,1.0,slowfast_r50,driveact,covstride,32
cov25_s1,0.5580357142857143,448,9.401785714285714,slowfast_r50,driveact,covstride,32
cov25_s16,0.41517857142857145,448,1.0,slowfast_r50,driveact,covstride,32
cov25_s2,0.5491071428571429,448,4.948660714285714,slowfast_r50,driveact,covstride,32
cov25_s4,0.49330357142857145,448,2.5691964285714284,slowfast_r50,driveact,covstride,32
cov25_s8,0.4642857142857143,448,1.7098214285714286,slowfast_r50,driveact,covstride,32
cov50_s1,0.6450892857142857,448,18.725446428571427,slowfast_r50,driveact,covstride,32
cov50_s16,0.45982142857142855,448,1.7120535714285714,slowfast_r50,driveact,covstride,32
cov50_s2,0.6205357142857143,448,9.439732142857142,slowfast_r50,driveact,covstride,32
cov50_s4,0.5758928571428571,448,4.986607142857143,slowfast_r50,driveact,covstride,32
cov50_s8,0.49107142857142855,448,2.578125,slowfast_r50,driveact,covstride,32
cov75_s1,0.671875,448,26.754464285714285,slowfast_r50,driveact,covstride,32
cov75_s16,0.5,448,2.4464285714285716,slowfast_r50,driveact,covstride,32
cov75_s2,0.6875,448,14.283482142857142,slowfast_r50,driveact,covstride,32
cov75_s4,0.5424107142857143,448,7.444196428571429,slowfast_r50,driveact,covstride,32
cov75_s8,0.5691964285714286,448,4.107142857142857,slowfast_r50,driveact,covstride,32
