config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.6308284291534632,4418,8.0,timesformer,autsl,covstride_pad,8
cov100_s16,0.5264825712992304,4418,8.0,timesformer,autsl,covstride_pad,8
cov100_s2,0.6337709370755998,4418,8.0,timesformer,autsl,covstride_pad,8
cov100_s4,0.6339972838388411,4418,8.0,timesformer,autsl,covstride_pad,8
cov100_s8,0.6231326392032593,4418,8.0,timesformer,autsl,covstride_pad,8
cov10_s1,0.03847894975101856,4418,8.0,timesformer,autsl,covstride_pad,8
cov10_s16,0.01765504753282028,4418,8.0,timesformer,autsl,covstride_pad,8
cov10_s2,0.03214124038026256,4418,8.0,timesformer,autsl,covstride_pad,8
cov10_s4,0.02399275690357628,4418,8.0,timesformer,autsl,covstride_pad,8
cov10_s8,0.01833408782254414,4418,8.0,timesformer,autsl,covstride_pad,8
cov25_s1,0.27908555907650523,4418,8.0,timesformer,autsl,covstride_pad,8
cov25_s16,0.08171118153010412,4418,8.0,timesformer,autsl,covstride_pad,8
cov25_s2,0.2550928021729289,4418,8.0,timesformer,autsl,covstride_pad,8
cov25_s4,0.20891806247170666,4418,8.0,timesformer,autsl,covstride_pad,8
cov25_s8,0.13309189678587596,4418,8.0,timesformer,autsl,covstride_pad,8
cov50_s1,0.583974649162517,4418,8.0,timesformer,autsl,covstride_pad,8
cov50_s16,0.36803983703033044,4418,8.0,timesformer,autsl,covstride_pad,8
cov50_s2,0.5717519239474875,4418,8.0,timesformer,autsl,covstride_pad,8
cov50_s4,0.5588501584427342,4418,8.0,timesformer,autsl,covstride_pad,8
cov50_s8,0.5024898143956541,4418,8.0,timesformer,autsl,covstride_pad,8
cov75_s1,0.6582163875056587,4418,8.0,timesformer,autsl,covstride_pad,8
cov75_s16,0.5282933454051607,4418,8.0,timesformer,autsl,covstride_pad,8
cov75_s2,0.6555002263467632,4418,8.0,timesformer,autsl,covstride_pad,8
cov75_s4,0.6550475328202807,4418,8.0,timesformer,autsl,covstride_pad,8
cov75_s8,0.6351290176550475,4418,8.0,timesformer,autsl,covstride_pad,8
