video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
v_ApplyEyeMakeup_g07_c04,0,142,14,16,10,span10,True,0.9999971389770508,r3d_18,ucf101
v_ApplyEyeMakeup_g02_c02,0,146,15,16,10,span10,True,0.9999996423721313,r3d_18,ucf101
v_ApplyEyeMakeup_g01_c02,0,123,12,16,10,span10,True,0.9997827410697937,r3d_18,ucf101
v_ApplyEyeMakeup_g04_c02,0,132,13,16,10,span10,True,0.9999998807907104,r3d_18,ucf101
v_ApplyEyeMakeup_g03_c06,0,152,15,16,10,span10,True,0.9828733801841736,r3d_18,ucf101
v_ApplyEyeMakeup_g03_c05,0,146,15,16,10,span10,True,0.9999990463256836,r3d_18,ucf101
v_ApplyEyeMakeup_g02_c03,0,216,16,16,10,span10,True,0.999998927116394,r3d_18,ucf101
v_ApplyEyeMakeup_g02_c01,0,170,16,16,10,span10,True,0.9999982118606567,r3d_18,ucf101
v_ApplyEyeMakeup_g06_c05,0,281,16,16,10,span10,True,0.9999735355377197,r3d_18,ucf101
v_ApplyEyeMakeup_g01_c06,0,122,12,16,10,span10,True,0.9999786615371704,r3d_18,ucf101
v_ApplyEyeMakeup_g05_c05,0,227,16,16,10,span10,True,0.9999992847442627,r3d_18,ucf101
v_ApplyEyeMakeup_g01_c03,0,259,16,16,10,span10,True,0.9999998807907104,r3d_18,ucf101
v_ApplyEyeMakeup_g07_c05,0,98,10,16,10,span10,True,0.9999997615814209,r3d_18,ucf101
v_ApplyEyeMakeup_g06_c03,0,245,16,16,10,span10,True,0.9996830224990845,r3d_18,ucf101
v_ApplyEyeMakeup_g06_c07,0,167,16,16,10,span10,True,0.9986945986747742,r3d_18,ucf101
v_ApplyEyeMakeup_g07_c06,0,162,16,16,10,span10,True,0.9995057582855225,r3d_18,ucf101
v_ApplyEyeMakeup_g04_c01,0,126,13,16,10,span10,True,0.9999996423721313,r3d_18,ucf101
v_ApplyEyeMakeup_g04_c04,0,181,16,16,10,span10,True,0.9999991655349731,r3d_18,ucf101
v_ApplyEyeMakeup_g01_c01,0,164,16,16,10,span10,True,0.998677670955658,r3d_18,ucf101
v_ApplyEyeMakeup_g07_c07,0,114,11,16,10,span10,True,0.9850268959999084,r3d_18,ucf101
v_ApplyLipstick_g03_c04,1,142,14,16,10,span10,True,0.7974558472633362,r3d_18,ucf101
v_ApplyLipstick_g05_c05,1,156,16,16,10,span10,False,0.604103684425354,r3d_18,ucf101
v_ApplyLipstick_g05_c03,1,113,11,16,10,span10,False,0.9597698450088501,r3d_18,ucf101
v_ApplyLipstick_g07_c03,1,226,16,16,10,span10,True,0.43949806690216064,r3d_18,ucf101
v_ApplyLipstick_g04_c05,1,169,16,16,10,span10,True,0.9868460893630981,r3d_18,ucf101
v_ApplyLipstick_g04_c01,1,98,10,16,10,span10,True,0.6329461336135864,r3d_18,ucf101
v_ApplyLipstick_g02_c03,1,98,10,16,10,span10,False,0.785322368144989,r3d_18,ucf101
v_ApplyLipstick_g04_c02,1,144,14,16,10,span10,True,0.932693600654602,r3d_18,ucf101
v_ApplyLipstick_g05_c01,1,177,16,16,10,span10,False,0.832879364490509,r3d_18,ucf101
v_ApplyLipstick_g02_c04,1,185,16,16,10,span10,False,0.8189764022827148,r3d_18,ucf101
v_ApplyLipstick_g01_c01,1,149,15,16,10,span10,True,0.8114274740219116,r3d_18,ucf101
v_ApplyLipstick_g02_c01,1,127,13,16,10,span10,False,0.9522406458854675,r3d_18,ucf101
v_ApplyLipstick_g06_c04,1,523,16,16,10,span10,True,0.9972432851791382,r3d_18,ucf101
v_ApplyLipstick_g03_c02,1,108,11,16,10,span10,True,0.8657716512680054,r3d_18,ucf101
v_ApplyLipstick_g07_c01,1,270,16,16,10,span10,True,0.699446976184845,r3d_18,ucf101
v_ApplyLipstick_g01_c05,1,213,16,16,10,span10,True,0.8634735941886902,r3d_18,ucf101
v_ApplyLipstick_g02_c02,1,118,12,16,10,span10,True,0.5099388957023621,r3d_18,ucf101
v_ApplyLipstick_g07_c04,1,163,16,16,10,span10,True,0.8648818135261536,r3d_18,ucf101
v_ApplyLipstick_g07_c02,1,125,12,16,10,span10,True,0.7401526570320129,r3d_18,ucf101
v_ApplyLipstick_g01_c02,1,160,16,16,10,span10,True,0.8456070423126221,r3d_18,ucf101
v_Archery_g01_c06,2,108,11,16,10,span10,False,0.18496665358543396,r3d_18,ucf101
v_Archery_g05_c01,2,455,16,16,10,span10,True,0.8622552752494812,r3d_18,ucf101
v_Archery_g01_c07,2,143,14,16,10,span10,True,0.4683733582496643,r3d_18,ucf101
v_Archery_g04_c04,2,135,14,16,10,span10,True,0.9964070916175842,r3d_18,ucf101
v_Archery_g07_c03,2,51,5,16,10,span10,False,0.3124612867832184,r3d_18,ucf101
v_Archery_g03_c03,2,125,12,16,10,span10,False,0.22305601835250854,r3d_18,ucf101
v_Archery_g01_c03,2,158,16,16,10,span10,True,0.8554667830467224,r3d_18,ucf101
