coverage,stride,top1,n
10,1,0.03954802259887,177
10,2,0.0169491525423728,177
10,4,0.0225988700564971,177
10,8,0.0169491525423728,177
10,16,0.0169491525423728,177
25,1,0.0734463276836158,177
25,2,0.0734463276836158,177
25,4,0.0677966101694915,177
25,8,0.0451977401129943,177
25,16,0.0225988700564971,177
50,1,0.1807909604519774,177
50,2,0.1751412429378531,177
50,4,0.135593220338983,177
50,8,0.0734463276836158,177
50,16,0.0564971751412429,177
75,1,0.2824858757062147,177
75,2,0.2937853107344633,177
75,4,0.2711864406779661,177
75,8,0.1581920903954802,177
75,16,0.0903954802259887,177
100,1,0.3050847457627119,177
100,2,0.2994350282485876,177
100,4,0.3107344632768362,177
100,8,0.2937853107344633,177
100,16,0.1694915254237288,177
