coverage,stride,top1,n,model,dataset
10,1,0.0740242261103634,743,videomae,diving48
10,2,0.0726783310901749,743,videomae,diving48
10,4,0.0686406460296096,743,videomae,diving48
10,8,0.063257065948856,743,videomae,diving48
10,16,0.0551816958277254,743,videomae,diving48
25,1,0.117092866756393,743,videomae,diving48
25,2,0.1022880215343203,743,videomae,diving48
25,4,0.1130551816958277,743,videomae,diving48
25,8,0.0955585464333782,743,videomae,diving48
25,16,0.0767160161507402,743,videomae,diving48
50,1,0.3243606998654105,743,videomae,diving48
50,2,0.3041722745625841,743,videomae,diving48
50,4,0.2732166890982503,743,videomae,diving48
50,8,0.2126514131897712,743,videomae,diving48
50,16,0.12516823687752354,743,videomae,diving48
75,1,0.5087483176312247,743,videomae,diving48
75,2,0.506056527590848,743,videomae,diving48
75,4,0.4899057873485868,743,videomae,diving48
75,8,0.3755047106325707,743,videomae,diving48
75,16,0.22207267833109018,743,videomae,diving48
100,1,0.4858681022880215,743,videomae,diving48
100,2,0.506056527590848,743,videomae,diving48
100,4,0.5087483176312247,743,videomae,diving48
100,8,0.4266487213997308,743,videomae,diving48
100,16,0.25168236877523553,743,videomae,diving48
