coverage,stride,top1,n,model,dataset
10,1,0.036374133949191687,3464,slowfast_r50,ssv2
10,2,0.033198614318706694,3464,slowfast_r50,ssv2
10,4,0.028579676674364896,3464,slowfast_r50,ssv2
10,8,0.02367205542725173,3464,slowfast_r50,ssv2
10,16,0.02367205542725173,3464,slowfast_r50,ssv2
25,1,0.09382217090069284,3464,slowfast_r50,ssv2
25,2,0.06437644341801385,3464,slowfast_r50,ssv2
25,4,0.04157043879907621,3464,slowfast_r50,ssv2
25,8,0.03233256351039261,3464,slowfast_r50,ssv2
25,16,0.025404157043879907,3464,slowfast_r50,ssv2
50,1,0.2841007819287576,3453,slowfast_r50,ssv2
50,2,0.2136653155761436,3454,slowfast_r50,ssv2
50,4,0.10211165750650854,3457,slowfast_r50,ssv2
50,8,0.06103557998264391,3457,slowfast_r50,ssv2
50,16,0.036374133949191687,3464,slowfast_r50,ssv2
75,1,0.4534952606635071,3376,slowfast_r50,ssv2
75,2,0.40201302545885137,3378,slowfast_r50,ssv2
75,4,0.21555292726197517,3382,slowfast_r50,ssv2
75,8,0.09588235294117647,3400,slowfast_r50,ssv2
75,16,0.056074766355140186,3424,slowfast_r50,ssv2
100,1,0.4949618320610687,3275,slowfast_r50,ssv2
100,2,0.4588163514338011,3278,slowfast_r50,ssv2
100,4,0.26520681265206814,3288,slowfast_r50,ssv2
100,8,0.1240521686381559,3297,slowfast_r50,ssv2
100,16,0.06482593037214886,3332,slowfast_r50,ssv2
