coverage,stride,top1,n,model,dataset
10,1,0.11862745098039215,1020,videomae,epic_kitchens
10,2,0.12352941176470589,1020,videomae,epic_kitchens
10,4,0.12058823529411765,1020,videomae,epic_kitchens
10,8,0.10392156862745099,1020,videomae,epic_kitchens
10,16,0.08235294117647059,1020,videomae,epic_kitchens
25,1,0.19215686274509805,1020,videomae,epic_kitchens
25,2,0.2,1020,videomae,epic_kitchens
25,4,0.19509803921568628,1020,videomae,epic_kitchens
25,8,0.18725490196078431,1020,videomae,epic_kitchens
25,16,0.14019607843137255,1020,videomae,epic_kitchens
50,1,0.26666666666666666,1020,videomae,epic_kitchens
50,2,0.27941176470588236,1020,videomae,epic_kitchens
50,4,0.26862745098039215,1020,videomae,epic_kitchens
50,8,0.23529411764705882,1020,videomae,epic_kitchens
50,16,0.2019607843137255,1020,videomae,epic_kitchens
75,1,0.3431372549019608,1020,videomae,epic_kitchens
75,2,0.34215686274509804,1020,videomae,epic_kitchens
75,4,0.33137254901960783,1020,videomae,epic_kitchens
75,8,0.2754901960784314,1020,videomae,epic_kitchens
75,16,0.23333333333333334,1020,videomae,epic_kitchens
100,1,0.37745098039215685,1020,videomae,epic_kitchens
100,2,0.37450980392156863,1020,videomae,epic_kitchens
100,4,0.36764705882352944,1020,videomae,epic_kitchens
100,8,0.31862745098039214,1020,videomae,epic_kitchens
100,16,0.2696078431372549,1020,videomae,epic_kitchens
