coverage,stride,top1,n,model,dataset
10,1,0.06864064602960969,743,r3d_18,diving48
10,2,0.05518169582772544,743,r3d_18,diving48
10,4,0.052489905787348586,743,r3d_18,diving48
10,8,0.04979811574697174,743,r3d_18,diving48
10,16,0.04576043068640646,743,r3d_18,diving48
25,1,0.0847913862718708,743,r3d_18,diving48
25,2,0.08748317631224764,743,r3d_18,diving48
25,4,0.063257065948856,743,r3d_18,diving48
25,8,0.06056527590847914,743,r3d_18,diving48
25,16,0.06191117092866756,743,r3d_18,diving48
50,1,0.1009421265141319,743,r3d_18,diving48
50,2,0.11036339165545088,743,r3d_18,diving48
50,4,0.11440107671601615,743,r3d_18,diving48
50,8,0.08344549125168237,743,r3d_18,diving48
50,16,0.05518169582772544,743,r3d_18,diving48
75,1,0.17496635262449528,743,r3d_18,diving48
75,2,0.17362045760430686,743,r3d_18,diving48
75,4,0.1601615074024226,743,r3d_18,diving48
75,8,0.12113055181695828,743,r3d_18,diving48
75,16,0.06594885598923284,743,r3d_18,diving48
100,1,0.19784656796769853,743,r3d_18,diving48
100,2,0.22207267833109018,743,r3d_18,diving48
100,4,0.2288021534320323,743,r3d_18,diving48
100,8,0.17227456258411844,743,r3d_18,diving48
100,16,0.08748317631224764,743,r3d_18,diving48
