dataset,label_id,n_videos,mean_entropy,mean_concentration,std_entropy
ucf101,0,5,1.9674580335617065,0.05385268394112468,0.034584447723575426
ucf101,1,5,1.94131068388621,0.06642690117753411,0.02931364151893079
ucf101,2,5,1.8953419645627343,0.08853318231219928,0.04551174453171427
ucf101,3,5,1.8981396655241647,0.08718777254455048,0.02546159669557903
ucf101,4,5,1.8585673371950786,0.10621803982348473,0.02934363397535586
ucf101,5,5,1.906907433271408,0.08297136752834582,0.026041532168397025
ucf101,6,5,1.878786164522171,0.09649483918435584,0.044705333851444165
ucf101,7,5,1.9083763500054676,0.08226496789911027,0.05948459263420132
ucf101,8,5,1.895896639426549,0.08826644008708866,0.027471386558616723
ucf101,9,5,1.9537860194842023,0.06042753291065126,0.042066308118599564
ucf101,10,5,1.815094085534414,0.1271242546842044,0.026381781680024367
ucf101,11,5,1.9509450455506645,0.06179375257905453,0.024273709787162725
ucf101,12,5,1.8771997670332592,0.09725773511439983,0.03426783378383977
ucf101,13,5,1.9162090480327607,0.0784982363655248,0.028969106670949624
ucf101,14,5,1.9204332828521729,0.07646680882368603,0.0374755823996833
ucf101,15,5,1.9081192910671234,0.08238858711763211,0.007581963886217397
ucf101,16,5,1.8880058924357097,0.09206108727128659,0.032449894640138685
ucf101,17,5,1.9188534994920097,0.07722652403014822,0.04291890467402044
ucf101,18,5,1.9530180553595222,0.06079684558873655,0.0170609201884226
ucf101,19,5,1.928046097358068,0.07280581891206524,0.05351623881867008
ucf101,20,5,1.9285814126332599,0.07254838668112125,0.027563428323400318
ucf101,21,5,1.8786773999532067,0.09654714388577908,0.02487262554943942
ucf101,22,5,1.9997408191363018,0.03832794572294122,0.022857871748278736
ucf101,23,5,1.9183342278003692,0.07747624092828265,0.04452748768080228
ucf101,24,5,1.9416041553020478,0.06628577125877692,0.03229080634904514
ucf101,25,5,1.9222196380297345,0.07560775357170793,0.04077356672165398
ucf101,26,5,1.961181926727295,0.056870853343156336,0.028366828571327517
ucf101,27,5,1.833518373966217,0.11826404483338085,0.02336866432691495
ucf101,28,5,1.9470428069432575,0.06367033267481155,0.05920991255386378
ucf101,29,5,1.837241141994794,0.11647377184231145,0.019050983234142775
ucf101,30,5,1.9408807555834453,0.06663365298764637,0.04097503975368995
ucf101,31,5,1.922434065739314,0.07550463564062808,0.03698347138897774
ucf101,32,5,1.8835039337476094,0.09422607176248962,0.013666774101501675
ucf101,33,5,1.9243263383706413,0.07459464486021947,0.021489500508521834
ucf101,34,5,1.9471578180789948,0.06361502400975323,0.09074903940434507
ucf101,35,5,1.9654548287391662,0.05481602182891254,0.021555440149950332
ucf101,36,5,1.9543477654457093,0.06015739020634934,0.0654784314829827
ucf101,37,5,1.917953109741211,0.0776595199729296,0.0541112505435486
ucf101,38,5,1.8981740276018777,0.08717124787818009,0.04324930713978032
ucf101,39,5,1.8393668572107953,0.11545151890882252,0.02951619168599731
ucf101,40,5,1.8801468869050342,0.0958404700397613,0.030766016163021992
ucf101,41,5,1.8364469369252525,0.11685570374740377,0.008098165554060599
ucf101,42,5,1.8578663090864815,0.1065551630820835,0.02977530155673102
ucf101,43,5,1.8726585507392883,0.09944159852337173,0.018131192737347507
ucf101,44,5,1.813074642419815,0.12809540153980065,0.018537815394524756
ucf101,45,5,1.9254502097765602,0.07405417695891388,0.01719697633294356
ucf101,46,5,1.893962997198105,0.08919632543836538,0.03035108111689051
ucf101,47,5,1.899238626162211,0.08665928419033667,0.03157353677573897
ucf101,48,5,1.901381967465083,0.08562855490080815,0.034379287321839744
ucf101,49,5,1.9068447411060334,0.08300151608704207,0.021493043189694146
ucf101,50,5,1.889859906832377,0.09116949481268366,0.018347725015420834
ucf101,51,5,1.8264397819836933,0.12166812801660194,0.013854297004866208
ucf101,52,5,1.9010810653368633,0.08577325823686661,0.02143769658530792
ucf101,53,5,1.9454037706057232,0.06445854254014419,0.03170571740950445
ucf101,54,5,1.8242989430824916,0.12269765390530393,0.06357302091575069
ucf101,55,5,1.8667563994725545,0.10227993331106952,0.048957595028448646
ucf101,56,5,1.90976358850797,0.08159784719641339,0.061970891715086615
ucf101,57,5,1.8645535111427307,0.10333929866742583,0.04524680884979903
ucf101,58,5,1.922490821282069,0.07547734199393616,0.0524599651807312
ucf101,59,5,1.9253916998704277,0.0740823142760542,0.043184876774966116
ucf101,60,5,1.9340888857841492,0.06989985194691566,0.01836701056107389
ucf101,61,5,1.9463004807631177,0.0640273161077483,0.02462200760208395
ucf101,62,5,1.9654369056224823,0.0548246410260983,0.034393999793570336
ucf101,63,5,1.9741393188635505,0.05063966488387965,0.03022682702737625
ucf101,64,5,1.95927996635437,0.05778550294248497,0.031114065215750695
ucf101,65,5,1.951658954222997,0.061450435078647156,0.04396970263641905
ucf101,66,5,1.9347489297389984,0.06958243790010574,0.03616846779368196
ucf101,67,5,1.8211415211359658,0.1242160529000528,0.03242022619524681
ucf101,68,5,1.873997934659322,0.09879749101027871,0.04024987667971284
ucf101,69,5,1.9287518401940666,0.0724664283488526,0.045161618135700285
ucf101,70,5,1.8665455162525177,0.10238134670298749,0.007953292394817747
ucf101,71,5,1.950513631105423,0.06200121907262703,0.05505396361440609
ucf101,72,5,1.8998446583747863,0.08636784430110286,0.029443811676379952
ucf101,73,5,1.8661449293295544,0.10257398829205562,0.02224581404899199
ucf101,74,5,1.8550072987874349,0.1079300564088453,0.03432389019388828
ucf101,75,5,1.9270428001880646,0.07328830286263244,0.048119620264841345
ucf101,76,5,1.8500074962774913,0.11033445317101857,0.004757444724939043
ucf101,77,5,1.9453699072202049,0.0644748273862625,0.06471307760696526
ucf101,78,5,1.9683743298053742,0.05341203859221651,0.04691387539237169
ucf101,79,5,1.8641688366731006,0.10352428798398979,0.05286803869847894
ucf101,80,5,1.862541401386261,0.10430691892322026,0.022430789590193016
ucf101,81,5,1.8574482798576355,0.10675619264721785,0.038362992949376847
ucf101,82,5,1.9163396696249646,0.07843542065775637,0.033923573055410036
ucf101,83,5,1.886540424823761,0.09276582822340051,0.03351698430151608
ucf101,84,5,1.9378049115339913,0.06811282130654459,0.022986043144389786
ucf101,85,5,1.8787112732728322,0.09653085426236485,0.020925810028778018
ucf101,86,5,1.9121728360652923,0.08043924402867256,0.037598565774797386
ucf101,87,5,1.9576922436555229,0.058549036163796295,0.027535894148902902
ucf101,88,5,1.8320637305577594,0.1189635804439287,0.01498772114962002
ucf101,89,5,1.969934364159902,0.052661820649918645,0.030409701394570426
ucf101,90,5,1.9228614727656048,0.07529909630820444,0.052240852092773314
ucf101,91,5,1.94370356798172,0.0652761671715294,0.02195025011862191
ucf101,92,5,1.8974377393722535,0.08752532767069476,0.0247687234912398
ucf101,93,5,1.8864693939685822,0.09279998684423937,0.042096332493759804
ucf101,94,5,2.007250195741654,0.03471669892670508,0.020138990995413806
ucf101,95,5,1.868650523821513,0.10136905204271314,0.037640325316371105
ucf101,96,5,1.905348167816798,0.08372121570794436,0.003934093108045563
ucf101,97,5,1.8582489589850106,0.10637114737841533,0.048403609050410835
ucf101,98,5,2.00906031926473,0.0338462135166588,0.02464839482442871
ucf101,99,5,1.9620279252529145,0.0564640140506528,0.024352046236128792
ucf101,100,5,1.9464474042256676,0.06395666085747802,0.05740339118328823
