dataset,label_id,n_videos,mean_flow_mag,std_flow_mag,max_flow_mag
diving48,0,5,2.8961819648742675,0.7325578440706227,3.7580244541168213
diving48,1,5,3.1492355346679686,0.3419862104635787,3.502387285232544
diving48,2,3,2.6970554192860923,0.38523992205427315,3.07051420211792
diving48,3,5,3.438686800003052,0.7755869595597554,4.642661094665527
diving48,4,5,2.8853610038757322,0.8696892449691381,3.5316531658172607
diving48,5,5,3.528448534011841,0.8791814025495698,4.437721252441406
diving48,6,5,3.8440574169158936,0.4780112654972485,4.598959922790527
diving48,7,5,3.499916505813599,0.47060317501402477,4.280247688293457
diving48,8,5,3.256207275390625,0.7149196896443385,4.576544761657715
diving48,9,2,2.7457563877105713,0.6892647743225098,3.435021162033081
diving48,10,5,3.3569177627563476,0.2782941736797834,3.7352800369262695
diving48,11,5,3.269607353210449,0.11334177709687086,3.4152097702026367
diving48,12,5,4.06169548034668,0.5018009119840128,4.935880661010742
diving48,13,5,3.1586191654205322,0.28759164085818717,3.46085786819458
diving48,14,2,3.889783501625061,0.20012128353118896,4.08990478515625
diving48,15,5,3.693310785293579,0.7280612367811273,4.37602424621582
diving48,16,5,3.4704166412353517,1.0318903723517818,4.9805192947387695
diving48,17,5,3.0697187423706054,0.5703953047612682,3.8971564769744873
diving48,18,5,3.95160026550293,0.8905492560620045,5.384577751159668
diving48,19,5,2.922888660430908,0.4722394482514909,3.7114858627319336
diving48,20,5,2.9663350105285646,0.7094860831549998,4.2496795654296875
diving48,21,5,4.280859565734863,0.7926330963913002,5.773488521575928
diving48,22,5,3.867989921569824,0.46402421515298214,4.435481548309326
diving48,23,5,3.408112049102783,0.9441711927152191,4.459139347076416
diving48,24,5,3.3513002395629883,0.7211286270492826,4.059962749481201
diving48,25,5,3.3937864780426024,0.2938794786845001,3.726233959197998
diving48,26,5,4.418039703369141,0.9442360241015365,5.881154537200928
diving48,27,5,3.8506609439849853,0.46745658626989683,4.532483100891113
diving48,28,5,3.3022047758102415,1.0470437704043982,4.42121696472168
diving48,29,5,3.487150955200195,0.575373446763262,4.2269744873046875
diving48,31,5,2.5563700914382936,0.9097606062713981,3.977687358856201
diving48,32,5,2.939506769180298,0.38894695567364357,3.546220541000366
diving48,33,5,2.6250727653503416,0.9871375769143835,3.6487603187561035
diving48,34,5,3.6953172206878664,0.7102441689679716,4.476320266723633
diving48,35,5,2.9332706451416017,0.3403405824782181,3.4374799728393555
diving48,36,5,3.612007761001587,0.3648645462730298,3.964592695236206
diving48,37,4,3.042290538549423,0.7547927121813416,3.5469210147857666
diving48,38,2,3.1513530015945435,0.17655789852142334,3.327910900115967
diving48,39,5,3.7919907569885254,0.5384962368152351,4.440856456756592
diving48,40,2,3.7843360900878906,0.024350404739379883,3.8086864948272705
diving48,41,5,3.1868568420410157,0.2516907582418412,3.4522056579589844
diving48,42,3,3.4614883263905845,0.5746354533494034,4.271276950836182
diving48,43,5,3.5304221630096437,0.22817422960997627,3.8972437381744385
diving48,44,5,3.4867658615112305,0.26549924871372954,3.7862770557403564
diving48,45,5,3.7223261833190917,0.4772364248185683,4.421296119689941
diving48,46,5,3.7693087100982665,0.6858424944922,4.80183219909668
diving48,47,5,2.805712270736694,0.6962613073727739,4.081113815307617
