label_id,n_models,ensemble_concentration,std_across_models
0,8,0.009487785913265871,0.013503742211757323
1,8,0.013658041880640855,0.017341788374413514
2,8,0.009506166337670974,0.009019108421480496
3,8,0.011598115934639263,0.01857226582932938
4,8,0.03426000773838341,0.03434036680731414
5,8,0.0057326631945894945,0.005397110533685375
6,8,0.024486717018095815,0.017440411329191226
7,8,0.04404165545177038,0.03514175914322142
8,8,0.011959569323503396,0.01378875159906226
9,8,0.010697429641097671,0.01602971112924622
10,8,0.015534500778029377,0.014931525597507475
11,8,0.018402392577965603,0.02614026338377995
12,8,0.06557210410823942,0.07868133591135174
13,8,0.010287313350855835,0.013868325119095483
14,8,0.022277242652500875,0.014604517340656624
15,8,0.01133032064617509,0.019253096695450413
16,8,0.05108488369761964,0.034782002043224174
17,8,0.007773695260216125,0.007060633441960444
18,8,0.009483659732469455,0.015559894176492959
19,8,0.06335499751946613,0.07039813731238459
20,8,0.04519673240533502,0.050712031892542433
21,8,0.08274171461453612,0.06444263739942081
22,8,0.027025084859586074,0.027698831112135242
23,8,0.051367144858356466,0.06002583796752464
24,8,0.0035423445536806883,0.0038860222932501323
25,8,0.008959179758980156,0.012553657716282187
26,8,0.01641253380196423,0.024671685243458055
27,8,0.00851786963397182,0.01073410289272507
28,8,0.010727485262209726,0.013382572311919671
29,8,0.07480447648827879,0.03538022392445713
30,8,0.0326984410450016,0.030837948294210788
31,8,0.024864716651807315,0.021993762725419492
32,8,0.01467565797105502,0.014328955368189435
33,8,0.015846632747027013,0.021343655713143502
34,8,0.018654906323747097,0.01839993601554291
35,8,0.04630740942336005,0.06159312478543194
36,8,0.020926678031413563,0.02499197669116887
37,8,0.04986074322798012,0.05263444616036556
38,8,0.010313122565038238,0.012820199063333452
39,8,0.20133746000000147,0.11638133603707168
40,8,0.004960094556645209,0.006182271255169312
41,8,0.0025249070026680813,0.003288856324782252
42,8,0.026096701037917412,0.027694854434830437
43,8,0.015254903878236912,0.017915554409604205
44,8,0.08201989891069533,0.07833254608239731
45,8,0.002330639269430481,0.0034722475102742503
46,8,0.015224047267175836,0.023834779675588773
47,8,0.04181602032403975,0.033903116753812745
48,8,0.0269930384310307,0.015066855146576894
49,8,0.004669812030957468,0.009207683536479
50,8,0.10384278863389435,0.06578824364733962
51,8,0.033264205246936435,0.0270334006300835
52,8,0.016809211576134356,0.015232825236718416
53,8,0.00785905529962035,0.006976071480392445
54,8,0.042711260533839286,0.028976861394092716
55,8,0.05562995155243092,0.0557796747251705
56,8,0.025589002168518615,0.015406419247159776
57,8,0.056630677563611925,0.025637933532610062
58,8,0.016715962505351737,0.01921904497791684
59,8,0.021268354679859457,0.03194711169193517
60,8,0.011234858586505877,0.01900873185666335
61,8,0.003668324357828856,0.005056714699119749
62,8,0.0037561904409305416,0.004131006397707348
63,8,0.00512357132032625,0.011753262552445654
64,8,0.003121523385731198,0.004114602075853329
65,8,0.004668018599462718,0.0056221685816357165
66,8,0.011357355175067438,0.007633906986791976
67,8,0.09949198570057599,0.06124606099356094
68,8,0.01460356748777275,0.02154483954629543
69,8,0.03281583078211468,0.03516705093778524
70,8,0.02590537335050676,0.014985656558551233
71,8,0.008793801431644765,0.012568000088027251
72,8,0.019324645585591146,0.021611436783889635
73,8,0.04866009809063988,0.034586110228570235
74,8,0.019045842404639662,0.020807004318406184
75,8,0.006672958050756872,0.005318251287988862
76,8,0.006946700211411882,0.006619486673433241
77,8,0.0052022478162909065,0.00399590176380773
78,8,0.0643403210581366,0.10401189599467159
79,8,0.03693912041738706,0.030943259516130212
80,8,0.056114822084986825,0.06748674917223252
81,8,0.0044518629160097915,0.007117296301408113
82,8,0.03316569969454095,0.04841762338424573
83,8,0.011053860819362975,0.007350804160383226
84,8,0.0024343886298313416,0.004545721292471622
85,8,0.07143273487256958,0.06215703817495679
86,8,0.006429172902948519,0.00868537465655038
87,8,0.004393880194608657,0.005127583093904409
88,8,0.015084656909176698,0.014395471118056734
89,8,0.004241138814523948,0.005424032949702126
90,8,0.03470813204936933,0.03585468785303078
91,8,0.01759309756741697,0.03136773702391908
92,8,0.034836960944794985,0.03468489308342685
93,8,0.009011970497549737,0.00841809548061724
94,8,0.0027742489678146956,0.00289398371815538
95,8,0.050674819339977376,0.038843575407845735
96,8,0.012121891277133048,0.009998914828231948
97,8,0.04322958661854991,0.029806780250060855
98,8,0.01717979628947955,0.025886812294684067
99,8,0.0008182884757041904,0.0013520711947765396
100,8,0.027209053471127037,0.036711701862176184
