label_id,n_models,ensemble_concentration,std_across_models
0,4,0.09979768444140702,0.037873659773965104
1,4,0.2508169512484477,0.20941106616452576
2,4,0.21239771715552724,0.11952691696702228
3,4,0.17396244962227192,0.08173781484940211
4,4,0.2631164621049351,0.19069659382153775
6,4,0.25543339535740395,0.14222020256317494
7,4,0.2367342291999211,0.05456746685975632
8,4,0.3446450409554212,0.13573623860161887
9,4,0.2925116845734851,0.16049339215154815
10,4,0.16511655030838976,0.11239436594866267
11,4,0.1689681854931256,0.12722981917593895
12,4,0.18590288308346126,0.09476819243807914
13,4,0.25347515670068776,0.10557621195184949
14,4,0.22060513077385657,0.07642521827016745
15,4,0.28462189207441757,0.18013008172783251
16,4,0.15796751502007178,0.12023844103632995
17,4,0.06948225069291487,0.06217421167987097
18,4,0.04411317378287954,0.0439268774221206
19,4,0.12091259315140354,0.08064767083575312
20,4,0.09928637944807908,0.028805915169362487
21,4,0.0468627785090722,0.016088483781030602
22,4,0.05087937890624978,0.02751409642840713
23,4,0.09633266575077717,0.02435410661696075
24,4,0.2177358518283902,0.1107956899387714
25,4,0.18599847342978335,0.11990977966483592
26,4,0.19721242149622897,0.11509867564664525
27,4,0.3267458486977987,0.08782984432159296
28,4,0.2627177028943962,0.10756662397234787
29,4,0.22452019887427188,0.1186725745246754
30,4,0.19847059233694136,0.11644644976062712
31,4,0.2906515142675109,0.1485675836839482
32,4,0.25090406641902063,0.021381459627547096
33,4,0.21899287139034534,0.045325572306996464
34,4,0.25085557929756885,0.1244555501824325
35,4,0.18466596382128944,0.09839429868196313
36,4,0.2292691865569343,0.1255600486462875
37,4,0.260038375159436,0.15891185063642616
38,4,0.31454154777300897,0.16599456031086596
39,4,0.2892227138688696,0.04946294441911927
40,4,0.40179309020174914,0.17942125437230774
41,4,0.2304370908067706,0.16514987518713542
43,4,0.2477425876871023,0.08834629194040976
44,4,0.20993887736860956,0.15608079660493507
45,4,0.22210298738219253,0.20099738907118603
46,4,0.3425162515076433,0.2302280416167518
47,4,0.3017263967096111,0.17867125969068443
48,4,0.2608733688547537,0.17023766251857253
49,4,0.24234356261604262,0.16979750931730778
50,4,0.2517960268108439,0.1716344819191017
51,4,0.13560174421883492,0.11208044685525874
52,4,0.15838486963684217,0.11306594880238757
53,4,0.12305272345332348,0.11636884944521136
54,4,0.2319796291947926,0.13017895007533695
55,4,0.016140451235795987,0.024203368287922872
56,4,0.033597520607750224,0.03569473038437641
57,4,0.20264736799943028,0.11660191128021392
58,4,0.18362664047866592,0.12316486273455964
59,4,0.3795129309290013,0.19955896997377334
60,4,0.27526247953143934,0.11031351218669305
61,4,0.19389935744512976,0.12036117076288365
62,4,0.22967167448581333,0.17339785666901955
63,4,0.17777256294492697,0.09208329704101868
64,4,0.3043492429136919,0.20453222390252984
65,4,0.21305833937297983,0.049992126056661354
66,4,0.0861430265199542,0.05212871888281011
67,4,0.2872830453384567,0.17761463982190537
68,4,0.06896380436527408,0.04026355110057689
69,4,0.3380558297823618,0.20463557983898917
70,4,0.09949599304643103,0.05215785003607242
71,4,0.4218176195484439,0.1914052274506728
72,4,0.27285419319275184,0.14739035139771073
73,4,0.33391698290195265,0.14734889320785516
74,4,0.32616206734480335,0.058859716018875456
75,4,0.2444939500895279,0.03750113899153893
76,4,0.33984990466331405,0.17750014642962225
77,4,0.399167751116738,0.06673911645437573
78,4,0.3257034976093577,0.08587328684554309
79,4,0.3547771085594573,0.20286621055603535
80,4,0.3243438375298767,0.06067130313424183
81,4,0.32074426195967515,0.09941647759156741
82,4,0.3004823198434032,0.04266201680918752
83,4,0.21114917549842763,0.1441340937002049
84,4,0.3063723455002222,0.06229892115128124
85,4,0.3027567560562612,0.03486535539157753
86,4,0.2770268972173884,0.09459261660111165
87,4,0.4574574782774568,0.175051537145747
88,4,0.3719839478141236,0.18163480892433542
89,4,0.33234531805071543,0.17713226995841025
90,4,0.3397147149552561,0.13599880255394448
91,4,0.3004760553428603,0.16459808477355825
92,4,0.277619890015781,0.1557468089737401
93,4,0.3699517316805713,0.15258822471733713
94,4,0.3102538019559704,0.23437658293438748
95,4,0.022389580490363117,0.03546638658676757
96,4,0.32138521212216997,0.1688821419397211
97,4,0.22602701914794493,0.11824123914212209
98,4,0.24597332021847987,0.13693696910221584
