dataset,label_id,n_videos,mean_entropy,mean_concentration,std_entropy
epic_kitchens,0,5,1.8028336743513744,0.13302026615521456,0.022238617963466593
epic_kitchens,1,5,1.7763726790746053,0.14574531504280824,0.02448312056337179
epic_kitchens,2,5,1.8498493154843652,0.11041052205295435,0.0487025629351441
epic_kitchens,3,5,1.7776940713326135,0.14510985969024232,0.033344797298512176
epic_kitchens,4,5,1.764837099115054,0.15129275637661585,0.02788377363392609
epic_kitchens,5,5,1.8132609377304711,0.12800581243285913,0.056031416994739985
epic_kitchens,6,5,1.8544804573059082,0.108183413606423,0.027310593093663574
epic_kitchens,7,5,1.8485058446725209,0.11105659494556311,0.08046973549020528
epic_kitchens,8,5,1.8345959146817528,0.11774585728449453,0.03150553479872405
epic_kitchens,9,5,1.8495913724104565,0.11053456645080748,0.024365922526385243
epic_kitchens,10,5,1.8337595085302987,0.11814808362011824,0.05303391957756081
epic_kitchens,11,5,1.8117082158724465,0.12875251380767644,0.06328970431129537
epic_kitchens,12,5,1.7860199143489204,0.14110597554662713,0.051317828148543174
epic_kitchens,13,5,1.8436511635780335,0.11339120305893464,0.04042008878110431
epic_kitchens,14,5,1.8029631048440933,0.1329580232452194,0.017525008752931566
epic_kitchens,15,5,1.8225682894388833,0.12352992238168056,0.040670137957939216
epic_kitchens,16,5,1.833304633696874,0.11836683217558737,0.01626764017985076
epic_kitchens,17,5,1.8843365450700127,0.09382567035388338,0.07424301005737817
epic_kitchens,18,5,1.822071327765783,0.12376891042877869,0.06828830787943449
epic_kitchens,19,5,1.834191632270813,0.11794027602762154,0.046003003243674186
epic_kitchens,20,5,1.8733668913443882,0.09910095869729241,0.08605565951800406
epic_kitchens,21,5,1.8749119420846303,0.09835794635033608,0.0996375469557385
epic_kitchens,22,5,1.8576959898074468,0.1066370693418273,0.07674757450298172
epic_kitchens,23,5,1.8472742974758147,0.11164884395666594,0.0340725447812974
epic_kitchens,24,5,1.9069870293140412,0.08293308992301877,0.03492966017001031
epic_kitchens,25,5,1.821948035558065,0.12382820144766364,0.045209326432008465
epic_kitchens,26,5,1.8829262733459473,0.09450386769475498,0.062035734664378034
epic_kitchens,27,5,1.865549099445343,0.10286052189844393,0.018952359997820467
epic_kitchens,28,5,1.899459985891978,0.08655283266220756,0.0997821517775449
epic_kitchens,29,5,1.8237674176692962,0.12295326359787839,0.025360131566179892
epic_kitchens,30,5,1.8833065072695412,0.09432101382943929,0.04214339978213049
epic_kitchens,31,5,1.867199844121933,0.1020666815122139,0.07399908759432539
epic_kitchens,32,5,1.8696000119050342,0.1009124447928866,0.08606520668871061
epic_kitchens,33,5,1.8954905112584435,0.08846174645178595,0.08067229157657776
epic_kitchens,34,5,1.8214156975348792,0.12408420192303922,0.03954219744781866
epic_kitchens,35,5,1.8185860554377236,0.12544497213005806,0.09347014766589905
epic_kitchens,36,5,1.8045165260632832,0.1322109855487737,0.020177773203036452
epic_kitchens,37,5,1.8318575630585354,0.11906272605350313,0.03164456520491913
epic_kitchens,38,5,1.8290115018685658,0.12043139217511492,0.06679085375339044
epic_kitchens,39,5,1.8068695535262425,0.13107941853147806,0.053363783151507714
epic_kitchens,40,5,1.8548632303873696,0.10799933866428624,0.061122702315859444
epic_kitchens,41,5,1.765051805973053,0.15118950420352248,0.028544771160228653
epic_kitchens,42,5,1.8795599440733592,0.09612272987727566,0.07689302365401345
epic_kitchens,43,5,1.8535237729549408,0.10864348152936858,0.04136790907884414
epic_kitchens,44,5,1.8015612671772636,0.1336321646619081,0.03866842845487238
epic_kitchens,45,5,1.8250136752923332,0.12235394036707004,0.10904811030361296
epic_kitchens,46,3,1.795356884598732,0.13661584198785,0.016524464393089272
epic_kitchens,47,5,1.866264515121778,0.102516479682255,0.04306240523186937
epic_kitchens,48,5,1.7911735723416011,0.13862758993713434,0.02781261694321106
epic_kitchens,49,5,1.8029063870509465,0.13298529873818707,0.06747717716153731
epic_kitchens,50,5,1.8889159361521404,0.09162344875239106,0.061375280201736555
epic_kitchens,51,4,1.8275871177514393,0.12111637614248139,0.015859945333615837
epic_kitchens,52,5,1.8692062000433605,0.10110182826618,0.04023787400881971
epic_kitchens,53,5,1.8362858434518181,0.11693317333248492,0.03767312043003035
epic_kitchens,54,5,1.8325032770633698,0.11875220325596736,0.04853405843792831
epic_kitchens,55,5,1.880345779657364,0.09574482284394312,0.05978464038421061
epic_kitchens,56,3,1.8836741679244573,0.09414420642824695,0.07651477852185087
epic_kitchens,57,5,1.840942198038101,0.11469394010906775,0.08669765341132385
epic_kitchens,58,1,1.7840773264567058,0.1420401628528234,0.0
