dataset,label_id,n_videos,mean_flow_mag,std_flow_mag,max_flow_mag
epic_kitchens,0,5,2.7639917612075804,1.4216743867798438,5.11642599105835
epic_kitchens,1,5,3.79852499961853,0.6386210852361635,4.652589797973633
epic_kitchens,2,5,2.4657044053077697,1.2118568449338945,3.7943992614746094
epic_kitchens,3,5,3.5825315952301025,1.2732773522742367,5.314957141876221
epic_kitchens,4,5,3.056248188018799,0.5820938662491195,4.06067419052124
epic_kitchens,5,5,2.6288758516311646,1.0820007445820452,4.08227014541626
epic_kitchens,6,5,1.6222873330116272,0.7842993313812837,2.8440628051757812
epic_kitchens,7,5,2.535105299949646,1.3230145102088635,4.775289058685303
epic_kitchens,8,5,1.8924686193466187,1.0459166245106568,3.943345308303833
epic_kitchens,9,5,2.2690659523010255,1.0676854828726565,3.8859384059906006
epic_kitchens,10,5,3.0861082315444945,1.170200289841374,4.306629657745361
epic_kitchens,11,5,2.7417227745056154,1.8608675688443694,5.145152568817139
epic_kitchens,12,5,3.2005571126937866,1.374927687073706,4.828150749206543
epic_kitchens,13,5,1.7121540248394012,1.0131288551874593,3.1319515705108643
epic_kitchens,14,5,3.245660996437073,1.5549278440589842,5.377416610717773
epic_kitchens,15,5,3.0041683435440065,1.1798382125019518,4.83298921585083
epic_kitchens,16,5,1.6127794981002808,0.3693266135798178,2.2832868099212646
epic_kitchens,17,5,1.4403249800205231,1.0098029701689581,3.028364896774292
epic_kitchens,18,5,2.6182681918144226,1.6117411934447496,4.372365474700928
epic_kitchens,19,5,2.150676691532135,0.8666502894036935,3.4184744358062744
epic_kitchens,20,5,1.5043307423591614,1.4013805890249345,4.255176067352295
epic_kitchens,21,5,1.922146451473236,1.8089781850903557,5.011756420135498
epic_kitchens,22,5,1.7056207358837128,1.2018071817088847,3.3466761112213135
epic_kitchens,23,5,1.9050984621047973,0.8023534440354239,3.3746790885925293
epic_kitchens,24,5,1.1155937135219574,0.7705370777713075,2.588820457458496
epic_kitchens,25,5,2.61192923784256,1.3440630222706618,4.863978862762451
epic_kitchens,26,5,1.4386194705963136,0.9056608603875546,3.083573818206787
epic_kitchens,27,5,1.557686173915863,0.7273883788403376,2.6629891395568848
epic_kitchens,28,5,1.3795045882463455,1.9131624926679354,5.170884609222412
epic_kitchens,29,5,2.4205411195755007,0.853587186261391,3.5867435932159424
epic_kitchens,30,5,1.337504243850708,0.6627575722839515,2.384701728820801
epic_kitchens,31,5,1.7031188428401947,1.7622849054459242,5.113740921020508
epic_kitchens,32,5,1.785003811120987,2.0682603045752055,5.865036487579346
epic_kitchens,33,5,1.045888240635395,0.6431280746752869,2.007413625717163
epic_kitchens,34,5,2.034310853481293,0.7837025481726754,3.261577606201172
epic_kitchens,35,5,2.079198718070984,1.5168745670806,4.602003574371338
epic_kitchens,36,5,3.3416175365448,1.0043092018625839,5.247520446777344
epic_kitchens,37,5,2.459261965751648,1.163957282496832,3.9738998413085938
epic_kitchens,38,5,2.629785495996475,1.2731575207406245,4.033581256866455
epic_kitchens,39,5,3.0898186922073365,1.2182140655688187,4.765205383300781
epic_kitchens,40,5,2.015444368124008,1.5119417835968485,4.710728645324707
epic_kitchens,41,5,3.987993288040161,1.0818074499728447,5.385754585266113
epic_kitchens,42,5,1.3387488842010498,0.9133011425567675,2.507185697555542
epic_kitchens,43,5,1.722810113430023,0.9029472461827927,2.9785757064819336
epic_kitchens,44,5,2.612812542915344,0.9453956521283065,3.5957894325256348
epic_kitchens,45,5,3.4790028989315034,1.8735783285914487,5.4177045822143555
epic_kitchens,46,3,3.9578141371409097,1.1414139245176655,5.572007656097412
epic_kitchens,47,5,1.7795620083808898,0.8761904352536284,3.38708233833313
epic_kitchens,48,5,3.5983314514160156,0.8406015598009251,4.53084659576416
epic_kitchens,49,5,3.6195683002471926,1.56024435193597,4.969542980194092
epic_kitchens,50,5,1.6019876599311829,1.7188687774679505,4.982564926147461
epic_kitchens,51,4,3.811516523361206,0.8050318311691498,4.921515941619873
epic_kitchens,52,5,1.61593354344368,1.1870279863044508,3.389603614807129
epic_kitchens,53,5,2.3785940170288087,1.039112864240067,3.9433205127716064
epic_kitchens,54,5,1.8737666368484498,0.8640715031887526,3.1025655269622803
epic_kitchens,55,5,1.5222258388996124,0.8438133493342471,2.642289400100708
epic_kitchens,56,3,1.763955642779668,1.1183211495332448,2.8240773677825928
epic_kitchens,57,5,2.4418716192245484,1.9906742291537578,4.987332344055176
epic_kitchens,58,1,3.1436259746551514,0.0,3.1436259746551514
epic_kitchens,59,5,2.0756357312202454,1.6823966188729353,4.221701622009277
epic_kitchens,60,4,3.404433012008667,1.2815157344801875,5.111761093139648
epic_kitchens,61,5,3.648152756690979,1.388582244665601,5.591723918914795
epic_kitchens,62,5,1.8101992845535277,1.5223105458315855,4.743335247039795
epic_kitchens,63,5,2.270476055145264,1.2041598993920908,4.055454254150391
epic_kitchens,64,5,1.7833232760429383,0.985002944378891,3.619422674179077
epic_kitchens,65,3,1.3782846728960674,0.8556078635073163,2.5808939933776855
epic_kitchens,66,5,0.6407615840435028,0.1583336343817558,0.9198446869850159
epic_kitchens,67,1,1.5656121969223022,0.0,1.5656121969223022
epic_kitchens,68,5,3.0085827589035032,1.0856315565584331,5.0190205574035645
epic_kitchens,69,2,0.38416291773319244,0.03131161630153656,0.415474534034729
epic_kitchens,70,1,3.1115646362304688,0.0,3.1115646362304688
epic_kitchens,71,3,1.9122811555862427,0.4103626368220076,2.305748224258423
epic_kitchens,73,4,1.6507614254951477,0.4365044064541218,2.0841567516326904
epic_kitchens,74,4,4.190866768360138,1.7220573617613348,5.914809226989746
epic_kitchens,75,4,1.3713534474372864,0.2989112157284283,1.8786373138427734
epic_kitchens,76,5,1.8092443943023682,0.7159232136747443,2.883411407470703
epic_kitchens,77,3,3.6900410254796348,1.5898232654298217,5.812398910522461
epic_kitchens,78,2,0.9873694479465485,0.548394650220871,1.5357640981674194
epic_kitchens,79,5,1.7472421050071716,1.0147307218607904,3.1365344524383545
epic_kitchens,81,1,2.0883631706237793,0.0,2.0883631706237793
epic_kitchens,83,1,2.169532299041748,0.0,2.169532299041748
epic_kitchens,84,1,3.9431769847869873,0.0,3.9431769847869873
epic_kitchens,85,1,0.6896770596504211,0.0,0.6896770596504211
epic_kitchens,86,2,2.610311508178711,1.3484618663787842,3.958773374557495
epic_kitchens,87,1,0.5321796536445618,0.0,0.5321796536445618
epic_kitchens,88,1,0.9207054376602173,0.0,0.9207054376602173
epic_kitchens,91,1,2.7001867294311523,0.0,2.7001867294311523
epic_kitchens,94,1,0.411247581243515,0.0,0.411247581243515
epic_kitchens,95,1,2.5162882804870605,0.0,2.5162882804870605
