label_id,n_videos,mean_concentration,std_concentration
0,5,2.7344218991309786e-07,3.1790724379397e-07
1,5,0.00010130269172781148,0.00019444663374262506
2,5,0.0018199404538251196,0.003639605714812237
3,5,5.348714552155798e-07,4.36441333012775e-07
4,5,4.319904302148014e-05,8.577714733836205e-05
5,5,9.650623866264141e-07,1.8655728215447995e-06
6,5,0.005367852384404315,0.006987392699407385
7,5,0.0018717350047822822,0.0029021039803018354
8,5,1.3705278034681356e-06,2.664246463413414e-06
9,5,9.09557393404814e-05,0.0001818637985246982
10,5,0.0001698797304534372,0.0003395509777911102
11,5,1.2743943678117375e-07,2.5018932534314615e-07
12,5,0.04781389640077023,0.041996000857099425
13,5,1.5684956444772525e-09,7.185801215893441e-10
14,5,0.004307971079490325,0.00805283264299697
15,5,2.3696012818597012e-08,2.0297401340228123e-08
16,5,0.032911738794369615,0.02127570376346238
17,5,0.0009625914859858753,0.0019216486760565707
18,5,2.617264295956545e-07,3.339015711375459e-07
19,5,0.004538553004507717,0.008942224166065493
20,5,0.0021072314996327447,0.0027972281943557642
21,5,0.000916336970646614,0.001785264228287445
22,5,0.02531849391023906,0.021744099157153217
23,5,0.027125625533018005,0.034360990853454745
24,5,0.0002215007144411141,0.0004315834725236949
25,5,1.7820403553914232e-06,2.1145132927915482e-06
26,5,0.0003841951515174857,0.0006922224426489042
27,5,0.00023942668530545496,0.00047645905528838464
28,5,2.1420338958133556e-07,2.3793254688455406e-07
29,5,0.000756878979916209,0.0013948069311307233
30,5,0.0032243466619109153,0.006139793970347846
31,5,0.0023901394651111517,0.004671469114995038
32,5,0.005609957130702248,0.011219436534520018
33,5,0.001868305791549485,0.0028027022487818526
34,5,0.0015156743486296697,0.00188076850763956
35,5,0.00028996080490297784,0.0004722851224813
36,5,0.0064214854533416466,0.012172791086454337
37,5,0.007382135463275308,0.007681857842034302
38,5,8.457430648256547e-07,1.047296702549968e-06
39,5,0.01309225125324225,0.010142399211540146
40,5,1.0838580025707145e-06,1.4133362117353246e-06
41,5,9.486411212122903e-09,7.135988072181691e-09
42,5,0.00011497791689956127,0.00022883971577420946
43,5,1.1317467423221927e-07,1.109431436880657e-07
44,5,0.0003773886080238764,0.0005351437759842952
45,5,5.410717985210311e-07,9.977274272414686e-07
46,5,0.0006152532078466111,0.000985312423620485
47,5,0.023620403288917503,0.021792440510170392
48,5,0.011247477476053303,0.022380984528415342
49,5,2.884566008276579e-09,2.3636062640413085e-09
50,5,0.0317849069591305,0.02702401163122255
51,5,0.00016877219956106248,0.0001823372738175302
52,5,4.862032363384117e-08,4.556490482905509e-08
53,5,0.00040937096617004175,0.0008039906700984732
54,5,0.005780150577917564,0.00817946297293541
55,5,0.016110227017008795,0.01894570151855914
56,5,1.0397446405185918e-06,1.345200735800892e-06
57,5,0.023915623441280086,0.029309148377350134
58,5,0.0002493301163262407,0.0003842835957310268
59,5,8.898549740599116e-06,1.772261842866482e-05
60,5,3.491779809692286e-05,6.697704552981811e-05
61,5,1.4316228980071344e-08,1.0699139307046806e-08
62,5,2.1426545774305694e-05,4.2843067734947916e-05
63,5,1.1569099780683879e-05,1.8436079906490568e-05
64,5,8.34459066956228e-08,1.4682852297803055e-07
65,5,5.2878296071634526e-05,0.00010318095086866698
66,5,1.552627780099236e-06,1.976184726057452e-06
67,5,0.018071375579785644,0.03371131115857201
68,5,0.0018357802735859742,0.0027024542240513625
69,5,0.014184730379049193,0.011201565838821918
70,5,0.011056138294658058,0.02057140461527863
71,5,3.965342031431174e-05,7.907174080930125e-05
72,5,1.3219233916395012e-07,2.4968979939583233e-07
73,5,0.06694433939738828,0.13380906240668783
74,5,6.368035079640233e-05,0.00012731518301058046
75,5,0.00310615193010626,0.004000281849119286
76,5,1.2877897208185551e-05,1.620546528270149e-05
77,5,6.886690490135461e-05,0.00013729346949663978
78,5,0.020893245305681707,0.025824001421828106
79,5,0.004073982578519852,0.00812303412446983
80,5,0.012544878477307763,0.025080459451979085
81,5,1.651674721436791e-08,8.717025960466064e-09
82,5,3.2961438467538073e-08,2.5065131216524907e-08
83,5,0.0002765747827129017,0.000552913284730842
84,5,1.2208849309303105e-08,1.1790695942550391e-08
85,5,0.004000773720731687,0.007139112521707977
86,5,3.08360764478266e-08,5.1237705839749656e-08
87,5,3.3735760559538974e-06,6.74315671664199e-06
88,5,8.503603199594423e-06,1.4001964117536402e-05
89,5,0.00042693445241737127,0.0008537994035223375
90,5,0.0018105272968072183,0.003589798209836181
91,5,4.708775136474941e-07,6.818965273629384e-07
92,5,3.8386183798211346e-05,4.008885983416509e-05
93,5,0.00012223129939541443,0.00024319026088393897
94,5,2.3412680792178618e-05,4.6291076756440865e-05
95,5,0.00031354218045831495,0.00033869834065125207
96,5,1.7801436669628856e-05,3.496663818597989e-05
97,5,0.03556580967622538,0.04345629128911661
98,5,0.0002387214200162413,0.00037411827002375937
99,5,7.864237039356681e-10,7.301767269841618e-10
100,5,0.00038336763236392903,0.0005744829429403871
