dataset,label_id,n_videos,mean_entropy,mean_concentration,mean_peak_window,std_entropy
autsl,0,5,1.3151990541957426,0.4515193932298425,7.0,0.5240414412385782
autsl,1,5,1.6485482830614493,0.3125019671365485,6.0,0.30726727424545586
autsl,2,5,2.269456207403598,0.0535632505938771,3.6,0.09297852933116091
autsl,3,5,1.3279593169945973,0.4461979503196343,2.6,0.12053946305963732
autsl,4,5,0.7303361981303399,0.6954261487500122,4.8,0.6789947233990118
autsl,5,5,1.6870589574115158,0.29644176851697995,4.4,0.2211079677918459
autsl,6,5,1.412808235284008,0.41081320301564095,5.0,0.3841115858473059
autsl,7,5,1.581542463023013,0.3404455645065203,4.8,0.37018685633753906
autsl,8,5,1.731170282862152,0.27804591697540787,5.4,0.18433382169256818
autsl,9,5,1.676479732749223,0.30085364787731017,4.4,0.12169023994373585
autsl,10,5,1.5319359445535559,0.3611330895340689,6.0,0.14820660258735777
autsl,11,5,1.9970143769679976,0.16718031866443478,3.6,0.07107240929428053
autsl,12,5,1.7036537894953074,0.2895211860077925,7.4,0.19394978035923546
autsl,13,5,1.84474912382192,0.2306798613147616,3.8,0.16819463892776326
autsl,14,5,1.433835389549167,0.40204419858759516,5.8,0.28274975058320306
autsl,15,5,1.7368552757763287,0.27567509078517893,5.0,0.28559064350129953
autsl,16,5,1.8496692545243782,0.2286280074417955,5.2,0.13720360491245734
autsl,17,5,1.6469446869500235,0.3131707186577749,7.4,0.16218588426090552
autsl,18,5,1.669675672760961,0.30369116128560897,3.8,0.19496042898426919
autsl,19,5,2.1757078126813374,0.09265936783708559,3.2,0.06726222740646161
autsl,20,5,1.7521504709056586,0.2692964989830939,7.4,0.40678859072905577
autsl,21,5,1.483667818431258,0.381262461600418,4.4,0.4950854206588495
autsl,22,5,1.5439020557731014,0.35614283355613346,5.0,0.40993807008971445
autsl,23,5,1.4396320930858035,0.3996267854493342,6.4,0.47336467969936863
autsl,24,5,1.4587693612114543,0.39164592475756715,4.2,0.2801886067520218
autsl,25,5,1.7572036357911762,0.2671891655466254,2.4,0.31306817959107014
autsl,26,5,1.1290770683784461,0.5291382900718593,7.6,0.17131284569213154
autsl,27,5,1.6152423131753124,0.326391635406868,5.4,0.26975327198624927
autsl,28,5,1.4948638251618864,0.37659336413914196,3.6,0.31940029048764834
autsl,29,5,1.8647996164209182,0.22231815643696726,7.4,0.09473758917457614
autsl,30,5,1.8062002324608124,0.24675599766583795,8.0,0.13592747788174753
autsl,31,5,1.2094143130983737,0.49563505678587294,5.2,0.26269846912709277
autsl,32,5,1.4926032499616009,0.3775360972209115,5.6,0.468687498997364
autsl,33,5,0.682536746033525,0.7153600685667156,4.8,0.4374353176995616
autsl,34,5,1.1913277261934554,0.5031777493755335,5.8,0.25993714614275953
autsl,35,5,2.0508526041224657,0.14472803404416504,3.2,0.2626447764025336
autsl,36,5,1.5916860873758987,0.33621534458492713,7.6,0.3132709802263192
autsl,37,5,1.4341408380839429,0.40191681665468054,3.8,0.5463532341013644
autsl,38,5,1.9350790240154638,0.19300936701993454,4.6,0.1062511519007362
autsl,39,5,1.479079631350705,0.38317588423092286,7.2,0.30593516361426115
autsl,40,5,1.8097489614887283,0.2452760627128093,7.4,0.18800311143316437
autsl,41,5,1.443204475250507,0.3981369863721065,3.4,0.23671885559137307
autsl,42,5,1.3634640049045372,0.4313913454137805,9.4,0.3574193027302085
autsl,43,5,1.4621397454155485,0.3902403653729151,7.4,0.21337414749059228
autsl,44,5,0.5691030452690036,0.7626655960646465,6.8,0.5252201198599079
autsl,45,5,1.4318946245934991,0.4028535604382496,4.2,0.2293568554012059
autsl,46,5,1.5578336996499762,0.35033288679368935,7.8,0.47740232354385354
autsl,47,5,1.6928410760356811,0.29403043775964566,3.6,0.33827165244205765
autsl,48,5,1.7360036912196546,0.2760302291293485,8.0,0.34040325310193864
autsl,49,5,1.6296412875722281,0.3203867966800658,5.6,0.16502995844739668
autsl,50,5,1.0428100384084091,0.5651144358813309,5.2,0.30438602886792854
autsl,51,5,1.5150067301745669,0.36819312029147255,4.4,0.18712601567318182
autsl,52,5,1.3554574341934977,0.43473034474451266,7.4,0.1461371878333461
autsl,53,5,1.557775666603598,0.3503570884538021,5.4,0.21862511794438627
autsl,54,5,1.8315232156788106,0.23619549341643992,5.6,0.18527099629017474
autsl,55,5,1.2559685334022679,0.4762204389616489,6.6,0.6224220795900767
autsl,56,5,1.0344295065470361,0.5686093891248865,5.6,0.4208307981349142
autsl,57,5,1.3299111330310678,0.4453839798103248,5.2,0.19553675654334784
autsl,58,5,0.5215013901968026,0.7825170281151583,4.4,0.4363260900490458
autsl,59,5,1.575951870813888,0.3427770225449693,4.4,0.3983980390668883
autsl,60,5,1.2191037413759265,0.4915942513397516,2.0,0.09641247497950117
autsl,61,5,0.7621948134815482,0.6821400742026326,5.4,0.5909928934192608
autsl,62,5,1.5590715423631893,0.3498166662867909,4.8,0.32721365870182895
autsl,63,5,1.0849994400470058,0.547520088823229,4.8,0.1676245139362584
autsl,64,5,1.592748264989471,0.33577238211462185,6.2,0.38700912237804375
autsl,65,5,1.6665839726311966,0.3049805003842915,5.8,0.16541920859418505
autsl,66,5,1.511800163031762,0.3695303626552989,5.0,0.5578160649664478
autsl,67,5,1.1563136363513722,0.517779758995921,6.2,0.6022902156287362
autsl,68,5,1.2965533996190324,0.4592952351476384,2.8,0.21624779284741807
autsl,69,5,1.3040334209436506,0.4561758239667286,6.6,0.11369934530962293
autsl,70,5,1.1961879845888885,0.5011508641939464,6.8,0.3580522718366116
autsl,71,5,1.3229891651859282,0.44827066461414516,5.6,0.2206542633689383
autsl,72,5,1.0268819586723972,0.5717569610644363,6.2,0.5020096435299783
autsl,73,5,1.1488677131458809,0.5208849501566682,4.4,0.2249624298726696
autsl,74,5,0.7726463048589051,0.6777814637595836,4.4,0.2691652149742895
autsl,75,5,1.3668986145067965,0.4299590019577417,4.4,0.3100506060036215
autsl,76,5,1.340786935263424,0.44084841799670826,5.2,0.35302826542922744
autsl,77,5,1.2085277402190837,0.49600478639389517,5.2,0.1948040718843061
autsl,78,5,1.7131917800626546,0.28554353499210977,5.4,0.17271032470285214
autsl,79,5,1.4568688506961638,0.3924384992026855,5.6,0.35893032517815626
autsl,80,5,1.1664897043998494,0.5135360090023686,1.4,0.23018675283706663
autsl,81,5,1.2465533090095484,0.48014689250594056,5.6,0.39990832254164493
autsl,82,5,0.9946914066934905,0.5851814639374661,4.8,0.37080204347365714
autsl,83,5,1.291976622239145,0.46120389956338936,7.6,0.4791037034631714
autsl,84,5,1.0353673875031668,0.5682182623868801,6.0,0.16653337886831754
autsl,85,5,1.7458396390839668,0.2719283202695705,6.2,0.28337388620834625
autsl,86,5,1.0845366950209157,0.547713068488079,5.6,0.15405989720226926
autsl,87,5,0.654980445419341,0.7268519385106542,5.2,0.5043077327330066
autsl,88,5,1.4772888506285446,0.3839226977980017,4.2,0.12124442786170357
autsl,89,5,0.8449139022757342,0.6476435347863586,4.6,0.197205868729067
autsl,90,5,1.5149117385442419,0.3682327348782321,6.6,0.2437982519533676
autsl,91,5,1.351118143893706,0.4365399693553188,3.6,0.4739591157766607
autsl,92,5,1.1238494610739564,0.5313183716474775,3.2,0.1624501577819562
autsl,93,5,1.6227351317150203,0.3232668873727458,4.8,0.1929763370131306
autsl,94,5,1.5706101732611313,0.3450046834496606,3.0,0.2311108945203402
autsl,95,5,1.5826249731140727,0.3399941227345047,6.2,0.14143218000024105
autsl,96,5,1.325451547011038,0.44724377163302,10.0,0.4413008583286706
autsl,97,5,1.4858289848496606,0.38036118520068574,4.4,0.38021332877790526
autsl,98,5,1.4907751151289106,0.3782984886620343,7.0,0.21517987440181782
autsl,99,5,1.078546952677268,0.5502109850616655,4.6,0.5198575699597123
autsl,100,5,1.8370297917137162,0.23389907284404393,7.0,0.29053793211998896
autsl,101,5,0.56137501700279,0.7658884341734995,6.0,0.2117748997813732
autsl,102,5,1.2969934122255498,0.45911173563808577,3.4,0.1073062998537296
autsl,103,5,1.7518385599637902,0.2694265759490927,4.0,0.12862905094332988
autsl,104,5,1.3958149544327954,0.4178999515671659,3.6,0.4898756754947631
autsl,105,5,1.9654132964569413,0.1803589928415506,6.0,0.056212235013103656
autsl,106,5,2.058355884728594,0.14159892298946408,6.0,0.06538815052122605
autsl,107,5,1.372780864532332,0.4275059131626372,7.6,0.304285662264035
autsl,108,5,1.0489416517386827,0.5625573545109183,7.6,0.08048312644140264
autsl,109,5,1.4302259742822279,0.4035494416680098,4.0,0.08305645895777011
autsl,110,5,0.9776690290994889,0.5922803467732191,7.4,0.4188819233746859
autsl,111,5,0.5899408351588131,0.7539755627149031,4.2,0.2581967554651299
autsl,112,5,1.7585269212855543,0.2666373126323679,5.6,0.23139040040199105
autsl,113,5,1.6628543506014064,0.3065358735784834,7.0,0.2713348363395758
autsl,114,5,1.7648333264778415,0.26400733739373805,4.8,0.24802131215833473
autsl,115,5,0.5073729121066368,0.7884090611202853,4.6,0.50612909770736
autsl,116,5,1.842498755895128,0.23161833763285605,5.4,0.12363447546558232
autsl,117,5,1.4589084647819928,0.3915879140628898,1.8,0.21489658550381963
autsl,118,5,0.8494624056907789,0.6457466615297813,4.4,0.4076803765719061
autsl,119,5,0.8415652136080679,0.6490400464295709,6.4,0.5181481430344306
autsl,120,5,1.7607690097955992,0.26570228909923915,3.0,0.3388757404883897
autsl,121,5,1.6945302157496223,0.2933260117852911,6.0,0.2015957509990693
autsl,122,5,1.7894911204061874,0.2537242386245538,4.0,0.4834395667586794
autsl,123,5,1.7572632301497593,0.26716431276875025,4.0,0.15757972040806625
autsl,124,5,1.5346692488762277,0.359993213095895,4.6,0.3885698799073734
autsl,125,5,1.5392606592625677,0.35807844624246943,3.8,0.09267599401224733
autsl,126,5,1.4040248878654809,0.4144761433942993,6.4,0.5094721518641598
autsl,127,5,1.6182907112891727,0.32512035465143185,2.4,0.2960283450969434
autsl,128,5,1.7280852280459649,0.27933248476307726,6.0,0.18842947943617505
autsl,129,5,1.5502554605538534,0.35349325796673003,3.8,0.3952882830087284
autsl,130,5,0.839761914026915,0.6497920807663534,5.0,0.47646505191659777
autsl,131,5,1.1564918374881947,0.5177054433496772,4.4,0.5097348474022926
autsl,132,5,1.2541489542038573,0.47697926242614785,8.0,0.3307021742040662
autsl,133,5,1.6568777892717133,0.30902829324229897,5.2,0.22504968495438232
autsl,134,5,1.7229270010494186,0.2814836325029561,4.8,0.3527152636251551
autsl,135,5,1.3556351144249708,0.4346562463326726,3.4,0.2821791785638647
autsl,136,5,1.5001868463036923,0.374373491902773,5.6,0.2624720893696981
autsl,137,5,1.8286166567446116,0.23740762263958448,7.6,0.3346632280515518
autsl,138,5,1.5439963814597908,0.3561034966894406,5.4,0.07414477470260104
