dataset,label_id,n_videos,mean_flow,temporal_std,temporal_cv,peak_ratio
finegym,0,5,3.4119335580256673,1.2051904477203876,0.35505606770680453,1.7475978530699063
finegym,1,4,3.509101223080389,1.2186943667938914,0.34763161050803104,1.7103784148947134
finegym,2,5,2.644104552461255,1.118935429468085,0.4132950353912769,1.7512206203368232
finegym,3,5,3.531938989340298,1.4558637433633035,0.4435907804644129,1.805062037105051
finegym,4,5,3.2688998436735526,1.3150637793187046,0.40361199160400324,1.8228696461777276
finegym,6,5,0.8156346342171498,0.5274986132772611,0.6937847411084465,2.18713281858951
finegym,7,5,0.7819159346166058,0.4443269838704227,0.6305200546175087,2.1389470297363697
finegym,8,5,0.7452030863038324,0.5348565869227911,0.742140949969055,2.420299282721719
finegym,9,5,0.8771232831244913,0.4645582110575881,0.5991250539015305,1.9973020774197547
finegym,10,5,0.8943542855614133,0.5654961015397596,0.6783796662285596,2.065744606177545
finegym,11,5,0.3719623508033223,0.33945184424509767,0.8963437962225059,2.7451082496369246
finegym,12,5,0.39860434471516903,0.30019534120967345,0.8066013282249083,2.3779081326018727
finegym,13,5,0.7112459195146409,0.4976907388765987,0.6906513384967112,1.9458101396539553
finegym,14,5,0.4301293117279138,0.27938513751351324,0.6981603792159295,2.2807424168480672
finegym,15,5,0.6484541058093459,0.32579883401232285,0.5095176929532041,1.783933687714126
finegym,16,5,0.3775400252632549,0.2976190061217393,0.8225848324212623,2.496843518783412
finegym,17,5,0.36858071139037246,0.15908866655534812,0.4415454389139601,2.213503445442542
finegym,18,5,0.33204795841968826,0.11318538330235946,0.3328388697302626,1.8527611123970664
finegym,19,5,0.25943696323421694,0.10294585569838884,0.41185995042852835,2.343261717267402
finegym,20,5,0.15680254696565116,0.0899470774576989,0.5258012079374117,1.9059622124050357
finegym,21,5,0.2434444230834713,0.14400609858377889,0.6860378731186644,2.673258438900794
finegym,22,5,0.42753571281510017,0.1504714563943816,0.3533918148488905,1.8209103360394914
finegym,23,5,0.3612152118705243,0.136630785768555,0.36525092871947573,1.744934563495984
finegym,24,5,1.38317323489708,0.7878603426237537,0.5606258365604151,2.382862996484243
finegym,25,5,0.6299412521724251,0.4202975292777732,0.6417455690550319,2.0347956870832338
finegym,26,5,0.8096969051778526,0.48147531796211374,0.5929249733601021,1.9127001737610267
finegym,27,5,1.3729954101385609,1.0452621367339778,0.6916811889947312,2.8670596437399767
finegym,28,5,1.128820128151546,0.8704426822012943,0.699328366283819,2.7119223305976825
finegym,29,5,1.0431051324662421,0.466345387427758,0.4187151549940157,1.9438712632202122
finegym,30,5,0.6869540448630072,0.32482099037395734,0.517558950933364,2.188126342067094
finegym,31,5,1.2007878675215666,0.6523077419140292,0.5416204859667056,2.3292776683277143
finegym,32,5,1.8081537700622463,1.1716434879900344,0.63869907703236,2.2887893041770897
finegym,33,5,1.0449996803857147,0.8593791118882818,0.9095573661605381,3.250977652088094
finegym,34,5,1.155533581327707,0.7059256575288533,0.5726169079561185,2.072795687247107
finegym,35,5,0.5717786179926112,0.3932987027590507,0.6749265575314827,2.019425117412651
finegym,36,5,2.416648082771609,1.5324956460146797,0.6183735911798333,2.1291965520900185
finegym,37,5,1.3962301769480436,0.9340143887174133,0.602685932236992,2.3713305041722825
finegym,38,5,2.18895225148111,1.3587159299712932,0.6107997824994282,2.237441692868851
finegym,39,5,2.2078837547090746,1.5549343315231723,0.6991013295667541,2.4376337886427004
finegym,40,5,1.0311533432814382,0.6584033527000065,0.6380088917720906,2.375855761183871
finegym,41,5,0.26489592776220716,0.21509967521030965,0.8258231918869932,2.562598143174035
finegym,43,5,0.15953128308981596,0.13176611527130025,0.9045750749128215,2.816414028402664
finegym,44,5,0.257778258374357,0.20854320494127632,0.8096149488061041,2.639533796339611
finegym,45,1,0.3906616050028993,0.287921523253517,0.7370100351975469,2.1490928920739036
finegym,46,4,0.4253140174418325,0.25557047261171334,0.6283424273128351,2.1986242239678653
finegym,47,5,0.45400769606273944,0.25274491029598434,0.6208425308052445,2.0043456593027686
finegym,48,4,0.3882806856429764,0.18283218913736665,0.47249844852082634,1.8460444323003304
finegym,49,5,0.4169726774524597,0.29189739311881546,0.7719255734876824,2.338413161966075
finegym,50,5,0.45680199186261294,0.27871399712125455,0.6669559239143131,2.0143341881694643
finegym,51,4,0.253357725296331,0.20104312421409004,0.8697369770917796,2.924408938726697
finegym,52,5,0.17696768615278416,0.1719150722167724,0.9873156841589956,2.9371377511383683
finegym,53,4,0.24998094405858748,0.08878008361338413,0.39419154522578836,1.9668279944858442
finegym,54,5,0.2720030472884255,0.10146537744131612,0.34768607384758404,1.917572981248545
finegym,55,3,0.2706397628394126,0.1386544155369716,0.5808165697845714,2.233420295865295
finegym,56,5,0.3246983803087665,0.10777122999026541,0.33837469537867026,1.8326216609912804
finegym,57,5,0.21000033890802206,0.1261313622188677,0.6752218674553633,2.840472355737461
finegym,58,4,0.18287405930623796,0.11886941956485111,0.7795242420659763,3.0832898781555356
finegym,59,5,0.42635237011878246,0.23223596710200717,0.6607559298358148,2.63921433037837
finegym,60,5,0.5641905118581734,0.3741433237987832,0.7541905139261893,2.6230934181972145
finegym,61,5,0.553824524584812,0.3071507618048187,0.610872666559698,2.1350375788763336
finegym,62,5,0.5067464590885662,0.19190534962330422,0.42158123120838936,1.8560693491085396
finegym,63,5,0.5977287196569264,0.39131758874513894,0.6955347045110706,2.3518929592190054
finegym,64,3,0.3700875090322488,0.2124439269305999,0.5845039921435211,2.294524020745715
finegym,65,4,0.26388267457350006,0.13416092154400605,0.5425571119116629,2.431172259129987
finegym,66,5,0.6012156520650962,0.5588202876303037,0.9779087840892053,2.4191822220479215
finegym,67,5,0.35937637939838873,0.20346356043496674,0.5892755881148424,2.1983981426944137
finegym,68,5,0.8982412439511878,0.8591633210318544,0.9654847317364524,2.3729724614447205
finegym,69,5,2.0393543362136812,1.5274062293553547,0.7347491329973529,2.524885328921061
finegym,70,5,0.3286317902046346,0.17200689164147603,0.567973187116751,2.5449939528930594
finegym,71,5,2.5096305535685635,1.6409715473424196,0.6783696121288613,2.4622485014517004
finegym,72,3,2.12884733209046,1.355448140336038,0.6403648292542181,2.6340404536988213
finegym,73,3,1.6753690605482428,1.3796279241482903,0.8894165981724739,2.5043069558738664
finegym,74,5,1.219225040414641,0.8352354441624461,0.6113933247573875,2.344669973860281
finegym,75,5,1.2121725108835004,0.8260449780901211,0.6300064215705504,2.4198122298393825
finegym,76,5,0.9173825929361967,0.7404187521021044,0.7430736287293322,3.3077902088137394
finegym,77,5,1.0152324314078978,0.6404201528030097,0.6020145966731201,2.465745615562426
finegym,78,5,0.6266400196259061,0.4614161359603468,0.6462911583908093,2.811230243749646
finegym,79,5,0.8858661836193453,0.46097165583633615,0.5206814105920768,2.35070852769472
finegym,80,5,0.8507272245422488,0.5670831828472818,0.5933325357326484,2.438905687378488
finegym,81,5,0.69150459557291,0.42869852579110346,0.6088875135040115,2.573321221526592
finegym,82,5,1.4204167495211286,0.9047944633401095,0.6565328501307205,2.5439174274851846
finegym,83,4,0.7529289451758227,0.5305830309715256,0.6620431383338241,2.8487199677566712
finegym,84,5,0.5921303486992275,0.3647411825238517,0.46417868058016587,2.0640571436665303
finegym,85,5,0.7464559261657057,0.5775293376820734,1.0936950210372542,5.657772716747414
finegym,86,5,0.565029069246544,0.3215834357290467,0.5169197744677894,2.3921870953904323
finegym,87,5,0.5687859424900624,0.39337430880113516,0.6668666484672032,2.654054626696795
finegym,88,4,1.3562708024926964,1.0321699403491775,0.7336799516795349,2.861511846656377
finegym,89,5,0.745266165271882,0.44129517879097424,0.5695197725868312,2.582843174649549
finegym,90,5,0.6998099609913733,0.5012420095142913,0.6208444983273779,2.5472762315237456
finegym,91,5,1.1157950644171044,0.6506942873641437,0.5869280390262126,2.647995492902769
finegym,92,5,0.8115640985388909,0.41797647160558576,0.5281289257831012,2.4560878072633505
finegym,93,1,0.9347134943931333,0.5310082306089718,0.568097319439826,2.506478461134158
finegym,94,5,0.6105148116308791,0.3876580277054929,0.6818176091597972,2.9302021354885857
finegym,95,5,0.40746997779370436,0.23739391082010758,0.6792295839006273,2.2791904322192797
finegym,96,5,1.6270983772652765,1.2559550261421024,1.0071229791416454,3.85213164571324
finegym,97,4,1.8966344117277092,1.1266631036631438,0.598872997175216,2.3668150392327374
finegym,98,5,1.8264422335932333,1.2911345058656736,0.7294280448386992,2.4876030705260646
