label_id,n_videos,mean_concentration,std_concentration
0,5,0.4515193932298425,0.2185422554451329
1,5,0.3125019671365485,0.12814040618499223
2,5,0.0535632505938771,0.038775058438083466
3,5,0.4461979503196343,0.05026886054075515
4,5,0.6954261487500122,0.2831627932635345
5,5,0.29644176851697995,0.09220918457118872
6,5,0.41081320301564095,0.1601869732196617
7,5,0.3404455645065203,0.15437990997226783
8,5,0.27804591697540787,0.07687317448082234
9,5,0.30085364787731017,0.050748771776726515
10,5,0.3611330895340689,0.061806953901868696
11,5,0.16718031866443478,0.02963949681227664
12,5,0.2895211860077925,0.08088334071941927
13,5,0.2306798613147616,0.07014261249678273
14,5,0.40204419858759516,0.11791580466032234
15,5,0.27567509078517893,0.11910054902773633
16,5,0.2286280074417955,0.05721834746866956
17,5,0.3131707186577749,0.06763676716858147
18,5,0.30369116128560897,0.08130481393240672
19,5,0.09265936783708559,0.02805052754783817
20,5,0.2692964989830939,0.1696440187958371
21,5,0.381262461600418,0.206466656936639
22,5,0.35614283355613346,0.17095745370535392
23,5,0.3996267854493342,0.1974084043908001
24,5,0.39164592475756715,0.11684772472362334
25,5,0.2671891655466254,0.1305595716136994
26,5,0.5291382900718593,0.07144300572068249
27,5,0.326391635406868,0.11249585211094068
28,5,0.37659336413914196,0.13320026696366294
29,5,0.22231815643696726,0.0395086433712413
30,5,0.24675599766583795,0.0566861611612915
31,5,0.49563505678587294,0.10955377080356
32,5,0.3775360972209115,0.19545786853751976
33,5,0.7153600685667156,0.18242469663367308
34,5,0.5031777493755335,0.10840220967590879
35,5,0.14472803404416504,0.10953137919823505
36,5,0.33621534458492713,0.13064414604759966
37,5,0.40191681665468054,0.22784699577966305
38,5,0.19300936701993454,0.04431017196874488
39,5,0.38317588423092286,0.1275848729028234
40,5,0.2452760627128093,0.07840338715617157
41,5,0.3981369863721065,0.09871943044248116
42,5,0.4313913454137805,0.1490554265587655
43,5,0.3902403653729151,0.08898393099611156
44,5,0.7626655960646465,0.2190338026093067
45,5,0.4028535604382496,0.09564923789750998
46,5,0.35033288679368935,0.199092232658985
47,5,0.29403043775964566,0.14107023616894276
48,5,0.2760302291293485,0.14195918268969446
49,5,0.3203867966800658,0.06882283822796183
50,5,0.5651144358813309,0.1269388335349219
51,5,0.36819312029147255,0.078037609813878
52,5,0.43473034474451266,0.06094394091815461
