label_id,n_models,ensemble_concentration,std_across_models
0,7,0.04822055776310729,0.049818258891270915
1,7,0.046512684376300135,0.04683004864106671
2,7,0.04454970371829921,0.04588057976769177
3,7,0.04744034339851206,0.047954631940760856
4,7,0.04601332554262795,0.04800949028098076
5,7,0.050753890218919594,0.051635457707068705
6,7,0.04934137967291125,0.05074026145556106
7,7,0.050898590197221524,0.05078958887773783
8,7,0.04951496847794011,0.05098894438813349
9,7,0.05429148326101712,0.05105053660574001
10,7,0.04754070559424956,0.04776622066402564
11,7,0.04759293901841861,0.0510589169633412
12,7,0.052691372892896604,0.05295783202395868
13,7,0.044284635703346405,0.04813055778341132
14,7,0.04569680981853104,0.04918818140755757
15,7,0.04339545296737151,0.045654269882809545
16,7,0.045510723935125466,0.045717335502823
17,7,0.04984986095776421,0.04999925570033927
18,7,0.045343306358988575,0.04662470032509952
19,7,0.04439515748754586,0.04722888014197245
20,7,0.04556707495154218,0.04649930009614906
21,7,0.05182689407247767,0.05403740859602405
22,7,0.04618226852298148,0.04984027454720008
23,7,0.04881957939640347,0.04882925301118867
24,7,0.054383172617361086,0.05248420676512315
25,7,0.04456194822786863,0.046758010909700026
26,7,0.04764357546082964,0.04804615098274079
27,7,0.04253389670546622,0.046626651586893074
28,7,0.045058844761359476,0.046472576006843756
29,7,0.04217959737573276,0.0480305996673015
30,7,0.050022198875645796,0.0474801539097126
31,7,0.04395298747148957,0.04623402086701966
32,7,0.04780730474617405,0.049331138068854995
33,7,0.04294008680441102,0.04756341645039295
34,7,0.04629951630296673,0.04637205230985798
35,7,0.04378971926344248,0.04591502072577347
36,7,0.04442764157064083,0.046029345426350454
37,7,0.04850571679133386,0.048831437698334916
38,7,0.04488388140546771,0.04788362170180151
39,7,0.049156008090782265,0.04683552461526366
40,7,0.04788381556892488,0.047886755484464534
41,7,0.04248321063377595,0.0466440945258712
42,7,0.041304168829415885,0.04525266276590826
43,7,0.049470067575038856,0.05087631841456492
44,7,0.05196521693408562,0.052406158285579485
45,7,0.044800860302313214,0.046612734574956585
46,7,0.048247343487703646,0.04858392814722431
47,7,0.04564090612079958,0.04717997073852211
48,7,0.04173634157587403,0.045026780283443577
49,7,0.04686559965517666,0.048441596431391565
50,7,0.04412239955499748,0.04744481004238672
51,7,0.05079003802385693,0.050905223919364785
52,7,0.0539659780856561,0.05325222777600662
53,7,0.04964631605081506,0.049979358372425946
54,7,0.047623599757828435,0.048634027979872346
55,7,0.047994585499520605,0.04786488461246244
56,7,0.04821610570555194,0.04903135864038639
57,7,0.04840388045858896,0.05076617834568544
58,7,0.04690124035698347,0.04881627593550023
59,7,0.05078914780889745,0.04901527356790099
60,7,0.04471341236572549,0.047903271979089494
61,7,0.054266710716193815,0.05539106585339875
62,7,0.042785970038905836,0.04532344521993612
63,7,0.05447818451472675,0.055289437612897716
64,7,0.05245889034890628,0.047311708301542056
65,7,0.051805388379055774,0.05175754327769003
66,7,0.04974063805206125,0.0464113312163225
67,7,0.049780614027013816,0.04878904596092057
68,7,0.04577531334692987,0.047321279867543066
69,7,0.04606065140090638,0.047518154459887524
70,7,0.04785676466346017,0.048663939792531134
71,7,0.05497576062537801,0.056508774443004776
72,7,0.05173390370832815,0.05199483685751008
73,7,0.04607641582206346,0.04781385197780188
74,7,0.04461447435013014,0.04978384768799009
75,7,0.04905147507007185,0.049637926300181746
76,7,0.04683679681977516,0.04913769320746595
77,7,0.04923079712150848,0.050086629537609985
78,7,0.04590486345541382,0.04717177280900358
79,7,0.04898312572496595,0.05225893222543832
80,7,0.051380074464507035,0.054967365567215654
81,7,0.04924067678773204,0.05144745301271532
82,7,0.047306302085945606,0.0487395503022824
83,7,0.043734944427072694,0.04672419792395748
84,7,0.044726380840358564,0.04774093339596152
85,7,0.0466643840484922,0.04743982505667611
86,7,0.050082443579278046,0.05019980992783297
87,7,0.05129593268964089,0.050636764525551936
88,7,0.04434742263814438,0.04742813186187505
89,7,0.0509698678335961,0.05123482331778765
90,7,0.045422040999311554,0.04683725116939161
91,7,0.049353963561578375,0.050552667400189856
92,7,0.04897805665917652,0.051374819222899916
93,7,0.04662012996415118,0.04879505724080228
94,7,0.05304752963525938,0.05486091600558091
95,7,0.04692590823807922,0.04690083252886044
96,7,0.047023059272035615,0.049912101505894424
97,7,0.048638872966523895,0.04783139157459233
98,7,0.04622937588139685,0.04668382007932146
99,7,0.04654474587345299,0.048477765938219036
100,7,0.047380061186282615,0.04844797201372429
101,7,0.045118191060382215,0.05048187462680964
102,7,0.04644236099794834,0.05056164761269712
103,7,0.0479161075228299,0.04919563755754889
104,7,0.044496017941591866,0.0466183163816088
105,7,0.04566822662954364,0.04978666319156414
106,7,0.043673365301862756,0.04736396625316195
107,7,0.053649986662954834,0.05149563090752784
108,7,0.05375737475946256,0.05276886994227913
109,7,0.04408402596697197,0.04524125365814123
110,7,0.04517245862982846,0.04651398388025592
111,7,0.04879227346523647,0.05157085274089797
112,7,0.04801806538998139,0.04873813541794574
113,7,0.05364895591360064,0.05296073926664256
114,7,0.04517066345853944,0.04643904282309228
115,7,0.047807173056601385,0.04940367596890533
116,7,0.04356572889516575,0.04430635668129724
117,7,0.041572438997534746,0.047476582671060114
118,7,0.048975589772791144,0.05188074775683907
119,7,0.04243427600064344,0.047810319532841684
120,7,0.04473637450651069,0.048302620299700345
121,7,0.04777080151042493,0.048504179927438044
122,7,0.04003399767698163,0.04442670899883807
123,7,0.04691917831126146,0.04623930944685889
124,7,0.044862205858703964,0.04628976570576992
125,7,0.050944376728878235,0.04753885641792953
126,7,0.04813982206369324,0.049234608035533346
127,7,0.0551497128870757,0.051569543532667496
128,7,0.04837252146961666,0.04957690735424256
129,7,0.04588244690911436,0.04648535055145032
130,7,0.04390209665854826,0.04603198269524463
131,7,0.04937847469277234,0.04831074907948633
132,7,0.05076572295288493,0.05419363286101819
133,7,0.04548462433940954,0.045961787346677045
134,7,0.04901721219498795,0.04884447245318
135,7,0.04576400196608612,0.046218753334504065
136,7,0.046955326116198806,0.04634858395961839
137,7,0.054569679940157746,0.0579435105281326
138,7,0.04823439008202667,0.047567976484255474
139,7,0.046203909181836075,0.04717172923391141
140,7,0.04365107978996396,0.04803885472019358
141,7,0.04344148043853242,0.047080856574962186
142,7,0.046830274418689456,0.048020877454462214
143,7,0.04370218025794631,0.04683130400805594
144,7,0.05151940891168806,0.05110251316814996
145,7,0.04907959963865694,0.0510996460581281
146,7,0.05044244847440212,0.052144731211666386
147,7,0.05119545813190485,0.05291683526990862
148,7,0.0440578416902746,0.04803472096168193
149,7,0.04579303689616979,0.048498901559253994
150,7,0.04084926931271472,0.04732893583213517
151,7,0.042402528330880165,0.045853285117914235
152,7,0.045448599215429805,0.04793884381237043
153,7,0.04378287861255616,0.0460685011519523
154,7,0.05034464849257648,0.04876226095802058
155,7,0.04759091797658146,0.0493080829078232
156,7,0.04484291513803218,0.04565244833265123
