label_id,n_videos,mean_concentration,std_concentration
0,5,0.10891926655749398,0.07328434387434128
1,5,0.0929533842499503,0.09867334719186159
2,3,0.04259418797955664,0.010219812214548093
3,5,0.19698172627278024,0.06327837551118926
4,5,0.05055666495042286,0.03226771821967422
5,5,0.1252019111744201,0.05031263582206079
6,5,0.13700957785751328,0.05916434928091881
7,5,0.12384387272837467,0.03930900442127354
8,5,0.09892044331514302,0.05621292669864873
9,2,0.031623328640056514,0.01094832668905149
10,5,0.06150396441675863,0.0215486827375061
11,5,0.17159795067436004,0.0386636904654456
12,5,0.12475318919310492,0.07288663289612345
13,5,0.12664518651482207,0.04094618002972268
14,2,0.14534625120952532,0.055784126292683534
15,5,0.059308067609699,0.04337042015688479
16,5,0.05598241407987463,0.031706442561302124
17,5,0.2084750479535577,0.14739465421073777
18,5,0.07479448517216385,0.06888307990008598
19,5,0.11309821354690226,0.04968669385076335
20,5,0.06154510598664746,0.059712714243160665
21,5,0.049843998449301694,0.03188466676165078
22,5,0.12556997858293836,0.05275004814466478
23,5,0.11180101597139806,0.11479288486161603
24,5,0.12965171266552014,0.09926037664359469
25,5,0.07839768848738984,0.056404173791408205
26,5,0.07595624765512865,0.02515378018731145
27,5,0.06921155589674981,0.051312108010379436
28,5,0.07953836997057846,0.04949476444296948
29,5,0.10399696166452825,0.04700084519653337
31,5,0.3139198721622377,0.12125051831535395
32,5,0.08112914538207017,0.042165416178052584
33,5,0.03863921251717628,0.027232888094340622
34,5,0.13333576202465722,0.08264543242395378
35,5,0.17824567519561035,0.0710220973760604
36,5,0.13852781943184117,0.07375175859483185
37,4,0.17900515438465445,0.12577879645568119
38,2,0.06286353286923752,0.010560912661531141
39,5,0.053633373379332716,0.054211687891183115
40,2,0.06662077445381953,0.03783682954656009
41,5,0.053795026537886634,0.03417718808087617
42,3,0.08591150082908716,0.06802857257159471
43,5,0.3092897997725264,0.1465511228394476
44,5,0.10868107368711337,0.08062819519837097
45,5,0.25781568089408424,0.14627135856362616
46,5,0.13648469819465064,0.13853391527749695
47,5,0.08014783612329013,0.02679525607425963
