dataset,label_id,n_videos,mean_entropy,mean_concentration,std_entropy
ssv2,0,5,1.7888124406337738,0.13976305427239039,0.022712998616391533
ssv2,1,5,1.8352742890516918,0.11741962817136871,0.02163403309115984
ssv2,2,5,1.8177259057760238,0.12585861668051032,0.03790257908994666
ssv2,3,5,1.834561581412951,0.11776236809670697,0.049313530715020266
ssv2,4,5,1.7639648457368218,0.1517122215843407,0.030204732924088804
ssv2,5,5,1.8159807761510216,0.12669784663241018,0.04396425797798305
ssv2,6,5,1.7894562075535454,0.13945346782484264,0.05418508035802698
ssv2,7,5,1.799646576245626,0.1345529363658779,0.03621819278137999
ssv2,8,5,1.8260795225699742,0.12184137617313733,0.03245246358926643
ssv2,9,5,1.8179905017217002,0.12573137292762154,0.06241002310869344
ssv2,10,5,1.8391028076410294,0.11557849991043916,0.016900207297441166
ssv2,11,5,1.881924843788147,0.094985453513701,0.034469526220901846
ssv2,12,5,1.838684727748235,0.1157795538397824,0.06003806886932538
ssv2,13,5,1.7691245983044308,0.1492309051038394,0.04385637392058586
ssv2,14,5,1.791331650813421,0.13855157026134587,0.03596378244133398
ssv2,15,5,1.788850403825442,0.13974479783627167,0.06981258061609599
ssv2,16,5,1.8883777479330697,0.09188226257729695,0.04916745629594731
ssv2,17,5,1.910982404152552,0.08101172076768123,0.04376009756908357
ssv2,18,5,1.8668482224146525,0.10223577581000132,0.07078398228203218
ssv2,19,5,1.9114734937747317,0.08077555658016433,0.07848190964183509
ssv2,20,5,1.85425749818484,0.10829063427918506,0.03185315689047426
ssv2,21,5,1.7591508358716965,0.15402727097074284,0.038109933378824554
ssv2,22,5,1.7660256693760552,0.15072117490285086,0.044872615048968695
ssv2,23,5,1.8266552289326985,0.12156451993496711,0.03932487946969445
ssv2,24,5,1.8107333501180016,0.12922132513750004,0.049095495616687995
ssv2,25,5,1.8723637123902641,0.0995833857980389,0.06383339997725536
ssv2,26,5,1.8446042219797771,0.11293287884897693,0.05361265240502082
