dataset,label_id,n_videos,mean_entropy,mean_concentration,std_entropy
autsl,0,5,1.9126260290543236,0.08022130426939214,0.019403870874258343
autsl,1,5,1.9482192198435464,0.06310459765571667,0.02768222383569559
autsl,2,5,1.964002434412638,0.05551447585967826,0.017222863020269166
autsl,3,5,1.949730432033539,0.06237785821163906,0.022393734036386184
autsl,4,5,1.9150142441193263,0.07907281559244032,0.02134211854127688
autsl,5,5,1.89007725417614,0.0910649728343513,0.030682977318113234
autsl,6,5,1.9264024833838143,0.07359623015532897,0.024751236660875156
autsl,7,5,1.9345927576224007,0.06965754081281923,0.03200836884201371
autsl,8,5,1.9221389015515644,0.07564657961059937,0.02414046109960607
autsl,9,5,1.912223819891612,0.08041472599087371,0.03194996717876656
autsl,10,5,1.9219170133272807,0.07575328529086807,0.031997787359506834
autsl,11,5,1.938836403687795,0.0676167784348752,0.016449000788689903
autsl,12,5,1.9245087683200837,0.07450691459909604,0.029513934333468193
autsl,13,5,1.9170783936977387,0.07808016947229748,0.014088943120975358
autsl,14,5,1.9300930937131249,0.07182142174867916,0.009752987067026896
autsl,15,5,1.9392007609208424,0.06744155964379864,0.02242435620780116
autsl,16,5,1.9253746658563613,0.07409050590526074,0.028597950490243437
autsl,17,5,1.9414022485415139,0.06638286788615821,0.023899110526734775
autsl,18,5,1.935086355606715,0.06942017035809836,0.043844661628596376
autsl,19,5,1.9440178990364074,0.06512500588693107,0.02096149939562107
autsl,20,5,1.9535994112491608,0.0605172725024123,0.007310333530003719
autsl,21,5,1.8569667001565295,0.10698778352941052,0.03239389480173312
autsl,22,5,1.919214990735054,0.07705268348892647,0.025649082226500364
autsl,23,5,1.903432794411977,0.08464231561213953,0.0158273714089763
autsl,24,5,1.9369992236296334,0.06850027528791838,0.0080854938835884
autsl,25,5,1.9110688765843709,0.08097013631816179,0.010917936775939127
autsl,26,5,1.917358591159185,0.07794542297626479,0.019835752474883565
autsl,27,5,1.9252499639987946,0.07415047482242783,0.02848709199514051
