label_id,n_videos,mean_concentration,std_concentration
0,5,0.26694990655271394,0.04516024403796046
1,5,0.2568111193051491,0.05665121817820223
2,3,0.5208959283609226,0.04307538058883792
3,5,0.30654235727378865,0.03849389518901893
4,5,0.3474665587381834,0.0730066635960552
5,5,0.4488249336065578,0.1253893594672329
6,5,0.300944588310318,0.1614426848460585
7,5,0.35507028102683663,0.09503725165604385
8,5,0.35336676191622884,0.05957539620816689
9,2,0.35934499611003173,0.00637185851318206
10,5,0.37227772590946906,0.10973914867504155
11,5,0.3704380722922543,0.11254941738230125
12,5,0.5493998740209206,0.2065572094105135
13,5,0.34679810212873974,0.1474849685624797
14,2,0.3149866253446576,0.05317514601473283
15,5,0.1522268084234309,0.09640924719827934
16,5,0.32361245757255724,0.11352289845216919
17,5,0.5072051444434961,0.25403252371221485
18,5,0.39013065917582823,0.046236393186374125
19,5,0.4429646586852276,0.1847152788192791
20,5,0.20966433335798973,0.19057048218169317
21,5,0.38297217599343597,0.05791495495255691
22,5,0.41375679924823644,0.0821624033783314
23,5,0.14084045586152677,0.07720766133977774
24,5,0.3045173553730577,0.022850440975680605
25,5,0.2928773352619922,0.121517332724195
26,5,0.38516870361335,0.06054612088842149
27,5,0.20871560811376436,0.07951781535643679
28,5,0.33835224916526485,0.12582837234522065
29,5,0.12111991477980036,0.05723967731942479
31,5,0.3080296755842954,0.11274140326438373
32,5,0.37489423856042114,0.14091706334958504
33,5,0.18000902015018996,0.10635418326790404
34,5,0.3916900848620554,0.10967109087612832
35,5,0.17014730924119922,0.08920001905798851
36,5,0.24107535151275244,0.1311763505960415
37,4,0.24661287822936512,0.06443576915896343
38,2,0.29286077096532326,0.08191995530052654
39,5,0.33079119649863564,0.037054879637366374
40,2,0.4425778702596226,0.22666484614278715
41,5,0.38273209364795624,0.16852732519236896
42,3,0.5253513280649073,0.24747609580398924
43,5,0.24012591036818426,0.07323546620357366
44,5,0.35475477804573463,0.10534520827547018
45,5,0.4318730266357069,0.25091324229186124
46,5,0.09603230985615838,0.08295758837282714
47,5,0.3532181818003006,0.10944786874264523
